Species,Family,Growth_form,Leaf_habit,Leaf_type,Location,Biomes,Data contributor,ID,Rep,Saturated_weight_leaf,Thickness1_leaf,Thickness2_leaf,Thickness3_leaf,Leaf_area_leaf,Dry_mass_leaf,LTleaf,LDMCleaf,LMAleaf,LDleaf,Saturated_weight_disc,Thickness1_disc,Thickness2_disc,Thickness3_disc,Leaf_area_disc,Dry_mass_disc,LTdisc,LDMCdisc,LMAdisc,LDdisc
Unknown bamboo spp.,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,206,4,,,,,,,,,,,,,,,,,,,,
Unknown bamboo spp.,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,206,5,,,,,,,,,,,,,,,,,,,,
Unknown bamboo spp.,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,206,6,,,,,,,,,,,,,,,,,,,,
Indosasa sinica,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,207,1,,,,,,,,,,,,,,,,,,,,
Indosasa sinica,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,207,2,,,,,,,,,,,,,,,,,,,,
Indosasa sinica,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,207,3,,,,,,,,,,,,,,,,,,,,
Indosasa sinica,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,207,4,,,,,,,,,,,,,,,,,,,,
Indosasa sinica,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,207,5,,,,,,,,,,,,,,,,,,,,
Indosasa sinica,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,207,6,,,,,,,,,,,,,,,,,,,,
Pseudosasa viridula,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,208,1,,,,,,,,,,,,,,,,,,,,
Pseudosasa viridula,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,208,2,,,,,,,,,,,,,,,,,,,,
Pseudosasa viridula,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,208,3,,,,,,,,,,,,,,,,,,,,
Pseudosasa viridula,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,208,4,,,,,,,,,,,,,,,,,,,,
Pseudosasa viridula,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,208,5,,,,,,,,,,,,,,,,,,,,
Pseudosasa viridula,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,208,6,,,,,,,,,,,,,,,,,,,,
Pseudosasa cantorii,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,209,1,,,,,,,,,,,,,,,,,,,,
Pseudosasa cantorii,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,209,2,,,,,,,,,,,,,,,,,,,,
Pseudosasa cantorii,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,209,3,,,,,,,,,,,,,,,,,,,,
Bambusa vulgaris,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,210,1,,,,,,,,,,,,,,,,,,,,
Bambusa vulgaris,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,210,2,,,,,,,,,,,,,,,,,,,,
Bambusa vulgaris,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,210,3,,,,,,,,,,,,,,,,,,,,
Bambusa vulgaris,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,210,4,,,,,,,,,,,,,,,,,,,,
Bambusa vulgaris,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,210,5,,,,,,,,,,,,,,,,,,,,
Bambusa vulgaris,Poaceae,Bamboo,E,single,Garden_Bamboo,TRF,Chen Yajun,210,6,,,,,,,,,,,,,,,,,,,,
Anisoptera costata,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,171,1,,,,,,,,,,,,,,,,,,,,
Anisoptera costata,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,171,2,,,,,,,,,,,,,,,,,,,,
Anisoptera costata,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,171,3,,,,,,,,,,,,,,,,,,,,
Anisoptera costata,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,171,4,,,,,,,,,,,,,,,,,,,,
Anisoptera costata,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,171,5,,,,,,,,,,,,,,,,,,,,
Anisoptera costata,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,171,6,,,,,,,,,,,,,,,,,,,,
Dipterocarpus alatus,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,172,1,,,,,,,,,,,,,,,,,,,,
Dipterocarpus alatus,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,172,2,,,,,,,,,,,,,,,,,,,,
Dipterocarpus alatus,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,172,3,,,,,,,,,,,,,,,,,,,,
Dipterocarpus alatus,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,172,4,,,,,,,,,,,,,,,,,,,,
Dipterocarpus alatus,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,172,5,,,,,,,,,,,,,,,,,,,,
Dipterocarpus gracilis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,173,1,,,,,,,,,,,,,,,,,,,,
Dipterocarpus gracilis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,173,2,,,,,,,,,,,,,,,,,,,,
Dipterocarpus gracilis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,173,3,,,,,,,,,,,,,,,,,,,,
Dipterocarpus gracilis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,173,4,,,,,,,,,,,,,,,,,,,,
Dipterocarpus gracilis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,173,5,,,,,,,,,,,,,,,,,,,,
Dipterocarpus gracilis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,173,6,,,,,,,,,,,,,,,,,,,,
Dipterocarpus intricatus,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,174,1,,,,,,,,,,,,,,,,,,,,
Dipterocarpus intricatus,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,174,2,,,,,,,,,,,,,,,,,,,,
Dipterocarpus intricatus,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,174,3,,,,,,,,,,,,,,,,,,,,
Dipterocarpus intricatus,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,174,4,,,,,,,,,,,,,,,,,,,,
Dipterocarpus intricatus,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,174,5,,,,,,,,,,,,,,,,,,,,
Dipterocarpus obtusifolius,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,175,1,,,,,,,,,,,,,,,,,,,,
Dipterocarpus obtusifolius,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,175,2,,,,,,,,,,,,,,,,,,,,
Dipterocarpus obtusifolius,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,175,3,,,,,,,,,,,,,,,,,,,,
Dipterocarpus obtusifolius,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,175,4,,,,,,,,,,,,,,,,,,,,
Dipterocarpus obtusifolius,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,175,5,,,,,,,,,,,,,,,,,,,,
Dipterocarpus obtusifolius,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,175,6,,,,,,,,,,,,,,,,,,,,
Dipterocarpus retusus,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,176,1,,,,,,,,,,,,,,,,,,,,
Dipterocarpus retusus,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,176,2,,,,,,,,,,,,,,,,,,,,
Dipterocarpus retusus,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,176,3,,,,,,,,,,,,,,,,,,,,
Dipterocarpus retusus,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,176,4,,,,,,,,,,,,,,,,,,,,
Dipterocarpus retusus,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,176,5,,,,,,,,,,,,,,,,,,,,
Dipterocarpus rigidus,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,177,1,,,,,,,,,,,,,,,,,,,,
Dipterocarpus rigidus,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,177,2,,,,,,,,,,,,,,,,,,,,
Dipterocarpus rigidus,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,177,3,,,,,,,,,,,,,,,,,,,,
Dipterocarpus rigidus,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,177,4,,,,,,,,,,,,,,,,,,,,
Dipterocarpus rigidus,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,177,5,,,,,,,,,,,,,,,,,,,,
Dipterocarpus tuberculatus,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,178,1,,,,,,,,,,,,,,,,,,,,
Dipterocarpus tuberculatus,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,178,2,,,,,,,,,,,,,,,,,,,,
Dipterocarpus tuberculatus,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,178,3,,,,,,,,,,,,,,,,,,,,
Dipterocarpus tuberculatus,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,178,4,,,,,,,,,,,,,,,,,,,,
Dipterocarpus tuberculatus,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,178,5,,,,,,,,,,,,,,,,,,,,
Dipterocarpus turbinatus,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,179,1,,,,,,,,,,,,,,,,,,,,
Dipterocarpus turbinatus,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,179,2,,,,,,,,,,,,,,,,,,,,
Dipterocarpus turbinatus,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,179,3,,,,,,,,,,,,,,,,,,,,
Dipterocarpus turbinatus,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,179,4,,,,,,,,,,,,,,,,,,,,
Dipterocarpus turbinatus,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,179,5,,,,,,,,,,,,,,,,,,,,
Dipterocarpus turbinatus,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,179,6,,,,,,,,,,,,,,,,,,,,
Dipterocarpus zeylanicus,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,180,1,,,,,,,,,,,,,,,,,,,,
Dipterocarpus zeylanicus,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,180,2,,,,,,,,,,,,,,,,,,,,
Dipterocarpus zeylanicus,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,180,3,,,,,,,,,,,,,,,,,,,,
Dipterocarpus zeylanicus,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,180,4,,,,,,,,,,,,,,,,,,,,
Dipterocarpus zeylanicus,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,180,5,,,,,,,,,,,,,,,,,,,,
Dipterocarpus zeylanicus,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,180,6,,,,,,,,,,,,,,,,,,,,
Hopea chinensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,181,1,,,,,,,,,,,,,,,,,,,,
Hopea chinensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,181,2,,,,,,,,,,,,,,,,,,,,
Hopea chinensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,181,3,,,,,,,,,,,,,,,,,,,,
Hopea chinensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,181,4,,,,,,,,,,,,,,,,,,,,
Hopea chinensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,181,5,,,,,,,,,,,,,,,,,,,,
Hopea hainanensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,182,1,,,,,,,,,,,,,,,,,,,,
Hopea hainanensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,182,2,,,,,,,,,,,,,,,,,,,,
Hopea hainanensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,182,3,,,,,,,,,,,,,,,,,,,,
Hopea hainanensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,182,4,,,,,,,,,,,,,,,,,,,,
Hopea hainanensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,182,5,,,,,,,,,,,,,,,,,,,,
Hopea hainanensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,182,6,,,,,,,,,,,,,,,,,,,,
Hopea hongayensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,183,1,,,,,,,,,,,,,,,,,,,,
Hopea hongayensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,183,2,,,,,,,,,,,,,,,,,,,,
Hopea hongayensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,183,3,,,,,,,,,,,,,,,,,,,,
Hopea hongayensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,183,4,,,,,,,,,,,,,,,,,,,,
Hopea hongayensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,183,5,,,,,,,,,,,,,,,,,,,,
Hopea mollissima,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,184,1,,,,,,,,,,,,,,,,,,,,
Hopea mollissima,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,184,2,,,,,,,,,,,,,,,,,,,,
Hopea mollissima,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,184,3,,,,,,,,,,,,,,,,,,,,
Hopea mollissima,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,184,4,,,,,,,,,,,,,,,,,,,,
Hopea mollissima,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,184,5,,,,,,,,,,,,,,,,,,,,
Hopea odorata,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,185,1,,,,,,,,,,,,,,,,,,,,
Hopea odorata,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,185,2,,,,,,,,,,,,,,,,,,,,
Hopea odorata,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,185,3,,,,,,,,,,,,,,,,,,,,
Hopea odorata,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,185,4,,,,,,,,,,,,,,,,,,,,
Hopea odorata,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,185,5,,,,,,,,,,,,,,,,,,,,
Hopea odorata,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,185,6,,,,,,,,,,,,,,,,,,,,
Hopea odorata,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,185,7,,,,,,,,,,,,,,,,,,,,
Hopea reticulata,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,186,1,,,,,,,,,,,,,,,,,,,,
Hopea reticulata,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,186,2,,,,,,,,,,,,,,,,,,,,
Hopea reticulata,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,186,3,,,,,,,,,,,,,,,,,,,,
Hopea reticulata,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,186,4,,,,,,,,,,,,,,,,,,,,
Hopea reticulata,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,186,5,,,,,,,,,,,,,,,,,,,,
Parashorea chinensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,187,1,,,,,,,,,,,,,,,,,,,,
Parashorea chinensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,187,2,,,,,,,,,,,,,,,,,,,,
Parashorea chinensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,187,3,,,,,,,,,,,,,,,,,,,,
Parashorea chinensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,187,4,,,,,,,,,,,,,,,,,,,,
Parashorea chinensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,187,5,,,,,,,,,,,,,,,,,,,,
Parashorea chinensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,187,6,,,,,,,,,,,,,,,,,,,,
Parashorea chinensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,187,7,,,,,,,,,,,,,,,,,,,,
Shorea assamica,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,188,1,,,,,,,,,,,,,,,,,,,,
Shorea assamica,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,188,2,,,,,,,,,,,,,,,,,,,,
Shorea assamica,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,188,3,,,,,,,,,,,,,,,,,,,,
Shorea assamica,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,188,4,,,,,,,,,,,,,,,,,,,,
Shorea assamica,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,188,5,,,,,,,,,,,,,,,,,,,,
Shorea gratissima,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,189,1,,,,,,,,,,,,,,,,,,,,
Shorea gratissima,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,189,2,,,,,,,,,,,,,,,,,,,,
Shorea gratissima,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,189,3,,,,,,,,,,,,,,,,,,,,
Shorea gratissima,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,189,4,,,,,,,,,,,,,,,,,,,,
Shorea henryana,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,190,1,,,,,,,,,,,,,,,,,,,,
Shorea henryana,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,190,2,,,,,,,,,,,,,,,,,,,,
Shorea henryana,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,190,3,,,,,,,,,,,,,,,,,,,,
Shorea henryana,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,190,4,,,,,,,,,,,,,,,,,,,,
Shorea henryana,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,190,5,,,,,,,,,,,,,,,,,,,,
Shorea henryana,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,190,6,,,,,,,,,,,,,,,,,,,,
Shorea hypochra,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,191,1,,,,,,,,,,,,,,,,,,,,
Shorea hypochra,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,191,2,,,,,,,,,,,,,,,,,,,,
Shorea hypochra,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,191,3,,,,,,,,,,,,,,,,,,,,
Shorea hypochra,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,191,4,,,,,,,,,,,,,,,,,,,,
Shorea hypochra,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,191,5,,,,,,,,,,,,,,,,,,,,
Shorea hypochra,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,191,6,,,,,,,,,,,,,,,,,,,,
Shorea leprosula,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,192,1,,,,,,,,,,,,,,,,,,,,
Shorea leprosula,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,192,2,,,,,,,,,,,,,,,,,,,,
Shorea leprosula,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,192,3,,,,,,,,,,,,,,,,,,,,
Shorea leprosula,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,192,4,,,,,,,,,,,,,,,,,,,,
Shorea leprosula,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,192,5,,,,,,,,,,,,,,,,,,,,
Shorea leprosula,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,192,6,,,,,,,,,,,,,,,,,,,,
Shorea robusta,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,193,1,,,,,,,,,,,,,,,,,,,,
Shorea robusta,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,193,2,,,,,,,,,,,,,,,,,,,,
Shorea robusta,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,193,3,,,,,,,,,,,,,,,,,,,,
Shorea robusta,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,193,4,,,,,,,,,,,,,,,,,,,,
Shorea robusta,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,193,5,,,,,,,,,,,,,,,,,,,,
Shorea robusta,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,193,6,,,,,,,,,,,,,,,,,,,,
Shorea roxburghii,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,194,1,,,,,,,,,,,,,,,,,,,,
Shorea roxburghii,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,194,2,,,,,,,,,,,,,,,,,,,,
Shorea roxburghii,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,194,3,,,,,,,,,,,,,,,,,,,,
Shorea roxburghii,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,194,4,,,,,,,,,,,,,,,,,,,,
Shorea roxburghii,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,194,5,,,,,,,,,,,,,,,,,,,,
Shorea roxburghii,Dipterocarpaceae,T,D,single,Garden_Dipterocarps,TRF,Chompoo,194,6,,,,,,,,,,,,,,,,,,,,
Vatica diospyroides,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,195,1,,,,,,,,,,,,,,,,,,,,
Vatica diospyroides,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,195,2,,,,,,,,,,,,,,,,,,,,
Vatica diospyroides,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,195,3,,,,,,,,,,,,,,,,,,,,
Vatica diospyroides,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,195,4,,,,,,,,,,,,,,,,,,,,
Vatica diospyroides,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,195,5,,,,,,,,,,,,,,,,,,,,
Vatica diospyroides,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,195,6,,,,,,,,,,,,,,,,,,,,
Vatica guangxiensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,196,1,,,,,,,,,,,,,,,,,,,,
Vatica guangxiensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,196,2,,,,,,,,,,,,,,,,,,,,
Vatica guangxiensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,196,3,,,,,,,,,,,,,,,,,,,,
Vatica guangxiensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,196,4,,,,,,,,,,,,,,,,,,,,
Vatica guangxiensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,196,5,,,,,,,,,,,,,,,,,,,,
Vatica mangachapoi,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,197,1,,,,,,,,,,,,,,,,,,,,
Vatica mangachapoi,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,197,2,,,,,,,,,,,,,,,,,,,,
Vatica mangachapoi,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,197,3,,,,,,,,,,,,,,,,,,,,
Vatica mangachapoi,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,197,4,,,,,,,,,,,,,,,,,,,,
Vatica mangachapoi,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,197,5,,,,,,,,,,,,,,,,,,,,
Vatica odorata,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,198,1,,,,,,,,,,,,,,,,,,,,
Vatica odorata,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,198,2,,,,,,,,,,,,,,,,,,,,
Vatica odorata,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,198,3,,,,,,,,,,,,,,,,,,,,
Vatica odorata,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,198,4,,,,,,,,,,,,,,,,,,,,
Vatica odorata,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,198,5,,,,,,,,,,,,,,,,,,,,
Vatica rassak,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,199,1,,,,,,,,,,,,,,,,,,,,
Vatica rassak,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,199,2,,,,,,,,,,,,,,,,,,,,
Vatica rassak,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,199,3,,,,,,,,,,,,,,,,,,,,
Vatica rassak,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,199,4,,,,,,,,,,,,,,,,,,,,
Vatica rassak,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,199,5,,,,,,,,,,,,,,,,,,,,
Vatica rassak,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,199,6,,,,,,,,,,,,,,,,,,,,
Vatica xishuangbannaensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,200,1,,,,,,,,,,,,,,,,,,,,
Vatica xishuangbannaensis,Dipterocarpaceae,T,E,single,Garden_Dipterocarps,TRF,Chompoo,200,2,,,,,,,,,,,,,,,,,,,,
