Species,Family,Growth_form,Leaf_habit,Leaf_type,Location,Biomes,Data contributor,ID,Rep,Saturated_weight_leaf,Thickness1_leaf,Thickness2_leaf,Thickness3_leaf,Leaf_area_leaf,Dry_mass_leaf,LTleaf,LDMCleaf,LMAleaf,LDleaf,Saturated_weight_disc,Thickness1_disc,Thickness2_disc,Thickness3_disc,Leaf_area_disc,Dry_mass_disc,LTdisc,LDMCdisc,LMAdisc,LDdisc
Bauhinia variegata,Leguminosae,T,D,single,XTBG,TRF,Qiu jiangfang,304,1,,,,,,,,,,,,,,,,,,,,
Bauhinia variegata,Leguminosae,T,D,single,XTBG,TRF,Qiu jiangfang,304,2,,,,,,,,,,,,,,,,,,,,
Bauhinia variegata,Leguminosae,T,D,single,XTBG,TRF,Qiu jiangfang,304,3,,,,,,,,,,,,,,,,,,,,
Bauhinia variegata,Leguminosae,T,D,single,XTBG,TRF,Qiu jiangfang,304,4,,,,,,,,,,,,,,,,,,,,
Bauhinia variegata,Leguminosae,T,D,single,XTBG,TRF,Qiu jiangfang,304,5,,,,,,,,,,,,,,,,,,,,
Bauhinia variegata,Leguminosae,T,D,single,XTBG,TRF,Qiu jiangfang,304,6,,,,,,,,,,,,,,,,,,,,
Bauhinia variegata,Leguminosae,T,D,single,XTBG,TRF,Qiu jiangfang,304,7,,,,,,,,,,,,,,,,,,,,
Bauhinia variegata,Leguminosae,T,D,single,XTBG,TRF,Qiu jiangfang,304,8,,,,,,,,,,,,,,,,,,,,
Bauhinia variegata,Leguminosae,T,D,single,XTBG,TRF,Qiu jiangfang,304,9,,,,,,,,,,,,,,,,,,,,
Bauhinia variegata,Leguminosae,T,D,single,XTBG,TRF,Qiu jiangfang,304,10,,,,,,,,,,,,,,,,,,,,
Bauhinia variegata,Leguminosae,T,D,single,XTBG,TRF,Qiu jiangfang,304,11,,,,,,,,,,,,,,,,,,,,
Bauhinia aurea,Leguminosae,L,E,single,XTBG,TRF,Qiu jiangfang,305,1,,,,,,,,,,,,,,,,,,,,
Bauhinia aurea,Leguminosae,L,E,single,XTBG,TRF,Qiu jiangfang,305,2,,,,,,,,,,,,,,,,,,,,
Bauhinia aurea,Leguminosae,L,E,single,XTBG,TRF,Qiu jiangfang,305,3,,,,,,,,,,,,,,,,,,,,
Bauhinia aurea,Leguminosae,L,E,single,XTBG,TRF,Qiu jiangfang,305,4,,,,,,,,,,,,,,,,,,,,
Bauhinia aurea,Leguminosae,L,E,single,XTBG,TRF,Qiu jiangfang,305,5,,,,,,,,,,,,,,,,,,,,
Bauhinia aurea,Leguminosae,L,E,single,XTBG,TRF,Qiu jiangfang,305,6,,,,,,,,,,,,,,,,,,,,
Bauhinia aurea,Leguminosae,L,E,single,XTBG,TRF,Qiu jiangfang,305,7,,,,,,,,,,,,,,,,,,,,
Bauhinia aurea,Leguminosae,L,E,single,XTBG,TRF,Qiu jiangfang,305,8,,,,,,,,,,,,,,,,,,,,
Bauhinia aurea,Leguminosae,L,E,single,XTBG,TRF,Qiu jiangfang,305,9,,,,,,,,,,,,,,,,,,,,
Bauhinia aurea,Leguminosae,L,E,single,XTBG,TRF,Qiu jiangfang,305,10,,,,,,,,,,,,,,,,,,,,
Bauhinia aurea,Leguminosae,L,E,single,XTBG,TRF,Qiu jiangfang,305,11,,,,,,,,,,,,,,,,,,,,
Dalbergia rimosa,Leguminosae,L,E,compound,XTBG,TRF,Qiu jiangfang,306,1,,,,,,,,,,,,,,,,,,,,
Dalbergia rimosa,Leguminosae,L,E,compound,XTBG,TRF,Qiu jiangfang,306,2,,,,,,,,,,,,,,,,,,,,
Dalbergia rimosa,Leguminosae,L,E,compound,XTBG,TRF,Qiu jiangfang,306,3,,,,,,,,,,,,,,,,,,,,
Dalbergia rimosa,Leguminosae,L,E,compound,XTBG,TRF,Qiu jiangfang,306,4,,,,,,,,,,,,,,,,,,,,
Dalbergia rimosa,Leguminosae,L,E,compound,XTBG,TRF,Qiu jiangfang,306,5,,,,,,,,,,,,,,,,,,,,
Dalbergia rimosa,Leguminosae,L,E,compound,XTBG,TRF,Qiu jiangfang,306,6,,,,,,,,,,,,,,,,,,,,
Dalbergia rimosa,Leguminosae,L,E,compound,XTBG,TRF,Qiu jiangfang,306,7,,,,,,,,,,,,,,,,,,,,
Dalbergia rimosa,Leguminosae,L,E,compound,XTBG,TRF,Qiu jiangfang,306,8,,,,,,,,,,,,,,,,,,,,
Dalbergia rimosa,Leguminosae,L,E,compound,XTBG,TRF,Qiu jiangfang,306,9,,,,,,,,,,,,,,,,,,,,
Smilax hypoglauca,Smilacaceae,L,E,single,XTBG,TRF,Qiu jiangfang,307,1,,,,,,,,,,,,,,,,,,,,
Smilax hypoglauca,Smilacaceae,L,E,single,XTBG,TRF,Qiu jiangfang,307,2,,,,,,,,,,,,,,,,,,,,
Smilax hypoglauca,Smilacaceae,L,E,single,XTBG,TRF,Qiu jiangfang,307,3,,,,,,,,,,,,,,,,,,,,
Smilax hypoglauca,Smilacaceae,L,E,single,XTBG,TRF,Qiu jiangfang,307,4,,,,,,,,,,,,,,,,,,,,
Smilax hypoglauca,Smilacaceae,L,E,single,XTBG,TRF,Qiu jiangfang,307,5,,,,,,,,,,,,,,,,,,,,
Smilax hypoglauca,Smilacaceae,L,E,single,XTBG,TRF,Qiu jiangfang,307,6,,,,,,,,,,,,,,,,,,,,
Smilax hypoglauca,Smilacaceae,L,E,single,XTBG,TRF,Qiu jiangfang,307,7,,,,,,,,,,,,,,,,,,,,
Smilax hypoglauca,Smilacaceae,L,E,single,XTBG,TRF,Qiu jiangfang,307,8,,,,,,,,,,,,,,,,,,,,
Bischofia polycarpa,Phyllanthaceae,T,D,compound,XTBG,TRF,Qiu jiangfang,308,1,,,,,,,,,,,,,,,,,,,,
Bischofia polycarpa,Phyllanthaceae,T,D,compound,XTBG,TRF,Qiu jiangfang,308,2,,,,,,,,,,,,,,,,,,,,
Bischofia polycarpa,Phyllanthaceae,T,D,compound,XTBG,TRF,Qiu jiangfang,308,3,,,,,,,,,,,,,,,,,,,,
Bischofia polycarpa,Phyllanthaceae,T,D,compound,XTBG,TRF,Qiu jiangfang,308,4,,,,,,,,,,,,,,,,,,,,
Bischofia polycarpa,Phyllanthaceae,T,D,compound,XTBG,TRF,Qiu jiangfang,308,5,,,,,,,,,,,,,,,,,,,,
Bischofia polycarpa,Phyllanthaceae,T,D,compound,XTBG,TRF,Qiu jiangfang,308,6,,,,,,,,,,,,,,,,,,,,
Bischofia polycarpa,Phyllanthaceae,T,D,compound,XTBG,TRF,Qiu jiangfang,308,7,,,,,,,,,,,,,,,,,,,,
Bischofia polycarpa,Phyllanthaceae,T,D,compound,XTBG,TRF,Qiu jiangfang,308,8,,,,,,,,,,,,,,,,,,,,
Bischofia polycarpa,Phyllanthaceae,T,D,compound,XTBG,TRF,Qiu jiangfang,308,9,,,,,,,,,,,,,,,,,,,,
Bischofia polycarpa,Phyllanthaceae,T,D,compound,XTBG,TRF,Qiu jiangfang,308,10,,,,,,,,,,,,,,,,,,,,
Bischofia polycarpa,Phyllanthaceae,T,D,compound,XTBG,TRF,Qiu jiangfang,308,11,,,,,,,,,,,,,,,,,,,,
Uncaria macrophylla,Rubiaceae,L,D,single,XTBG,TRF,Qiu jiangfang,309,1,,,,,,,,,,,,,,,,,,,,
Uncaria macrophylla,Rubiaceae,L,D,single,XTBG,TRF,Qiu jiangfang,309,2,,,,,,,,,,,,,,,,,,,,
Uncaria macrophylla,Rubiaceae,L,D,single,XTBG,TRF,Qiu jiangfang,309,3,,,,,,,,,,,,,,,,,,,,
Uncaria macrophylla,Rubiaceae,L,D,single,XTBG,TRF,Qiu jiangfang,309,4,,,,,,,,,,,,,,,,,,,,
Uncaria macrophylla,Rubiaceae,L,D,single,XTBG,TRF,Qiu jiangfang,309,5,,,,,,,,,,,,,,,,,,,,
Uncaria macrophylla,Rubiaceae,L,D,single,XTBG,TRF,Qiu jiangfang,309,6,,,,,,,,,,,,,,,,,,,,
Uncaria macrophylla,Rubiaceae,L,D,single,XTBG,TRF,Qiu jiangfang,309,7,,,,,,,,,,,,,,,,,,,,
Uncaria macrophylla,Rubiaceae,L,D,single,XTBG,TRF,Qiu jiangfang,309,8,,,,,,,,,,,,,,,,,,,,
Uncaria macrophylla,Rubiaceae,L,D,single,XTBG,TRF,Qiu jiangfang,309,9,,,,,,,,,,,,,,,,,,,,
Uncaria macrophylla,Rubiaceae,L,D,single,XTBG,TRF,Qiu jiangfang,309,10,,,,,,,,,,,,,,,,,,,,
Uncaria macrophylla,Rubiaceae,L,D,single,XTBG,TRF,Qiu jiangfang,309,11,,,,,,,,,,,,,,,,,,,,
Quisqualis indica,Combretaceae,L,D,single,XTBG,TRF,Qiu jiangfang,310,1,,,,,,,,,,,,,,,,,,,,
Quisqualis indica,Combretaceae,L,D,single,XTBG,TRF,Qiu jiangfang,310,2,,,,,,,,,,,,,,,,,,,,
Quisqualis indica,Combretaceae,L,D,single,XTBG,TRF,Qiu jiangfang,310,3,,,,,,,,,,,,,,,,,,,,
Quisqualis indica,Combretaceae,L,D,single,XTBG,TRF,Qiu jiangfang,310,4,,,,,,,,,,,,,,,,,,,,
Quisqualis indica,Combretaceae,L,D,single,XTBG,TRF,Qiu jiangfang,310,5,,,,,,,,,,,,,,,,,,,,
Quisqualis indica,Combretaceae,L,D,single,XTBG,TRF,Qiu jiangfang,310,6,,,,,,,,,,,,,,,,,,,,
Quisqualis indica,Combretaceae,L,D,single,XTBG,TRF,Qiu jiangfang,310,7,,,,,,,,,,,,,,,,,,,,
Quisqualis indica,Combretaceae,L,D,single,XTBG,TRF,Qiu jiangfang,310,8,,,,,,,,,,,,,,,,,,,,
Quisqualis indica,Combretaceae,L,D,single,XTBG,TRF,Qiu jiangfang,310,9,,,,,,,,,,,,,,,,,,,,
Quisqualis indica,Combretaceae,L,D,single,XTBG,TRF,Qiu jiangfang,310,10,,,,,,,,,,,,,,,,,,,,
Quisqualis indica,Combretaceae,L,D,single,XTBG,TRF,Qiu jiangfang,310,11,,,,,,,,,,,,,,,,,,,,
Quisqualis indica,Combretaceae,L,D,single,XTBG,TRF,Qiu jiangfang,310,12,,,,,,,,,,,,,,,,,,,,
Artabotrys honkongensis,Annonaceae,L,E,single,XTBG,TRF,Qiu jiangfang,311,1,,,,,,,,,,,,,,,,,,,,
Artabotrys honkongensis,Annonaceae,L,E,single,XTBG,TRF,Qiu jiangfang,311,2,,,,,,,,,,,,,,,,,,,,
Artabotrys honkongensis,Annonaceae,L,E,single,XTBG,TRF,Qiu jiangfang,311,3,,,,,,,,,,,,,,,,,,,,
Artabotrys honkongensis,Annonaceae,L,E,single,XTBG,TRF,Qiu jiangfang,311,4,,,,,,,,,,,,,,,,,,,,
Artabotrys honkongensis,Annonaceae,L,E,single,XTBG,TRF,Qiu jiangfang,311,5,,,,,,,,,,,,,,,,,,,,
Artabotrys honkongensis,Annonaceae,L,E,single,XTBG,TRF,Qiu jiangfang,311,6,,,,,,,,,,,,,,,,,,,,
Artabotrys honkongensis,Annonaceae,L,E,single,XTBG,TRF,Qiu jiangfang,311,7,,,,,,,,,,,,,,,,,,,,
Artabotrys honkongensis,Annonaceae,L,E,single,XTBG,TRF,Qiu jiangfang,311,8,,,,,,,,,,,,,,,,,,,,
Artabotrys honkongensis,Annonaceae,L,E,single,XTBG,TRF,Qiu jiangfang,311,9,,,,,,,,,,,,,,,,,,,,
Artabotrys honkongensis,Annonaceae,L,E,single,XTBG,TRF,Qiu jiangfang,311,10,,,,,,,,,,,,,,,,,,,,
Artabotrys honkongensis,Annonaceae,L,E,single,XTBG,TRF,Qiu jiangfang,311,11,,,,,,,,,,,,,,,,,,,,
Artabotrys honkongensis,Annonaceae,L,E,single,XTBG,TRF,Qiu jiangfang,311,12,,,,,,,,,,,,,,,,,,,,
Syzygium megacarpum,Myrtaceae,T,E,single,XTBG,TRF,Qiu jiangfang,312,1,,,,,,,,,,,,,,,,,,,,
Syzygium megacarpum,Myrtaceae,T,E,single,XTBG,TRF,Qiu jiangfang,312,2,,,,,,,,,,,,,,,,,,,,
Syzygium megacarpum,Myrtaceae,T,E,single,XTBG,TRF,Qiu jiangfang,312,3,,,,,,,,,,,,,,,,,,,,
Syzygium megacarpum,Myrtaceae,T,E,single,XTBG,TRF,Qiu jiangfang,312,4,,,,,,,,,,,,,,,,,,,,
Syzygium megacarpum,Myrtaceae,T,E,single,XTBG,TRF,Qiu jiangfang,312,5,,,,,,,,,,,,,,,,,,,,
Syzygium megacarpum,Myrtaceae,T,E,single,XTBG,TRF,Qiu jiangfang,312,6,,,,,,,,,,,,,,,,,,,,
Baccaurea ramiflora,Phyllanthaceae,T,E,single,XTBG,TRF,Qiu jiangfang,313,1,,,,,,,,,,,,,,,,,,,,
Baccaurea ramiflora,Phyllanthaceae,T,E,single,XTBG,TRF,Qiu jiangfang,313,2,,,,,,,,,,,,,,,,,,,,
Baccaurea ramiflora,Phyllanthaceae,T,E,single,XTBG,TRF,Qiu jiangfang,313,3,,,,,,,,,,,,,,,,,,,,
Baccaurea ramiflora,Phyllanthaceae,T,E,single,XTBG,TRF,Qiu jiangfang,313,4,,,,,,,,,,,,,,,,,,,,
Baccaurea ramiflora,Phyllanthaceae,T,E,single,XTBG,TRF,Qiu jiangfang,313,5,,,,,,,,,,,,,,,,,,,,
Baccaurea ramiflora,Phyllanthaceae,T,E,single,XTBG,TRF,Qiu jiangfang,313,6,,,,,,,,,,,,,,,,,,,,
Baccaurea ramiflora,Phyllanthaceae,T,E,single,XTBG,TRF,Qiu jiangfang,313,7,,,,,,,,,,,,,,,,,,,,
Barringtonia fusicarpa,Lecythidaceae,T,E,single,XTBG,TRF,Qiu jiangfang,314,1,,,,,,,,,,,,,,,,,,,,
Barringtonia fusicarpa,Lecythidaceae,T,E,single,XTBG,TRF,Qiu jiangfang,314,2,,,,,,,,,,,,,,,,,,,,
Barringtonia fusicarpa,Lecythidaceae,T,E,single,XTBG,TRF,Qiu jiangfang,314,3,,,,,,,,,,,,,,,,,,,,
Barringtonia fusicarpa,Lecythidaceae,T,E,single,XTBG,TRF,Qiu jiangfang,314,4,,,,,,,,,,,,,,,,,,,,
Barringtonia fusicarpa,Lecythidaceae,T,E,single,XTBG,TRF,Qiu jiangfang,314,5,,,,,,,,,,,,,,,,,,,,
Barringtonia fusicarpa,Lecythidaceae,T,E,single,XTBG,TRF,Qiu jiangfang,314,6,,,,,,,,,,,,,,,,,,,,
Barringtonia fusicarpa,Lecythidaceae,T,E,single,XTBG,TRF,Qiu jiangfang,314,7,,,,,,,,,,,,,,,,,,,,
Barringtonia fusicarpa,Lecythidaceae,T,E,single,XTBG,TRF,Qiu jiangfang,314,8,,,,,,,,,,,,,,,,,,,,
Poikilospermum suaveolens,Urticaceae,L,D,single,XTBG,TRF,Qiu jiangfang,315,1,,,,,,,,,,,,,,,,,,,,
Poikilospermum suaveolens,Urticaceae,L,D,single,XTBG,TRF,Qiu jiangfang,315,2,,,,,,,,,,,,,,,,,,,,
Poikilospermum suaveolens,Urticaceae,L,D,single,XTBG,TRF,Qiu jiangfang,315,3,,,,,,,,,,,,,,,,,,,,
Poikilospermum suaveolens,Urticaceae,L,D,single,XTBG,TRF,Qiu jiangfang,315,4,,,,,,,,,,,,,,,,,,,,
Poikilospermum suaveolens,Urticaceae,L,D,single,XTBG,TRF,Qiu jiangfang,315,5,,,,,,,,,,,,,,,,,,,,
Poikilospermum suaveolens,Urticaceae,L,D,single,XTBG,TRF,Qiu jiangfang,315,6,,,,,,,,,,,,,,,,,,,,
Poikilospermum suaveolens,Urticaceae,L,D,single,XTBG,TRF,Qiu jiangfang,315,7,,,,,,,,,,,,,,,,,,,,
Poikilospermum suaveolens,Urticaceae,L,D,single,XTBG,TRF,Qiu jiangfang,315,8,,,,,,,,,,,,,,,,,,,,
Poikilospermum suaveolens,Urticaceae,L,D,single,XTBG,TRF,Qiu jiangfang,315,9,,,,,,,,,,,,,,,,,,,,
Poikilospermum suaveolens,Urticaceae,L,D,single,XTBG,TRF,Qiu jiangfang,315,10,,,,,,,,,,,,,,,,,,,,
Poikilospermum suaveolens,Urticaceae,L,D,single,XTBG,TRF,Qiu jiangfang,315,11,,,,,,,,,,,,,,,,,,,,
Poikilospermum suaveolens,Urticaceae,L,D,single,XTBG,TRF,Qiu jiangfang,315,12,,,,,,,,,,,,,,,,,,,,
Connarus paniculatus,Connaraceae,L,E,compound,XTBG,TRF,Qiu jiangfang,316,1,,,,,,,,,,,,,,,,,,,,
Connarus paniculatus,Connaraceae,L,E,compound,XTBG,TRF,Qiu jiangfang,316,2,,,,,,,,,,,,,,,,,,,,
Connarus paniculatus,Connaraceae,L,E,compound,XTBG,TRF,Qiu jiangfang,316,3,,,,,,,,,,,,,,,,,,,,
Connarus paniculatus,Connaraceae,L,E,compound,XTBG,TRF,Qiu jiangfang,316,4,,,,,,,,,,,,,,,,,,,,
Connarus paniculatus,Connaraceae,L,E,compound,XTBG,TRF,Qiu jiangfang,316,5,,,,,,,,,,,,,,,,,,,,
Connarus paniculatus,Connaraceae,L,E,compound,XTBG,TRF,Qiu jiangfang,316,6,,,,,,,,,,,,,,,,,,,,
Connarus paniculatus,Connaraceae,L,E,compound,XTBG,TRF,Qiu jiangfang,316,7,,,,,,,,,,,,,,,,,,,,
Connarus paniculatus,Connaraceae,L,E,compound,XTBG,TRF,Qiu jiangfang,316,8,,,,,,,,,,,,,,,,,,,,
Connarus paniculatus,Connaraceae,L,E,compound,XTBG,TRF,Qiu jiangfang,316,9,,,,,,,,,,,,,,,,,,,,
Mucuna macrocarpa,Leguminosae,L,E,compound,XTBG,TRF,Qiu jiangfang,317,1,,,,,,,,,,,,,,,,,,,,
Mucuna macrocarpa,Leguminosae,L,E,compound,XTBG,TRF,Qiu jiangfang,317,2,,,,,,,,,,,,,,,,,,,,
Mucuna macrocarpa,Leguminosae,L,E,compound,XTBG,TRF,Qiu jiangfang,317,3,,,,,,,,,,,,,,,,,,,,
Mucuna macrocarpa,Leguminosae,L,E,compound,XTBG,TRF,Qiu jiangfang,317,4,,,,,,,,,,,,,,,,,,,,
Mucuna macrocarpa,Leguminosae,L,E,compound,XTBG,TRF,Qiu jiangfang,317,5,,,,,,,,,,,,,,,,,,,,
Mucuna macrocarpa,Leguminosae,L,E,compound,XTBG,TRF,Qiu jiangfang,317,6,,,,,,,,,,,,,,,,,,,,
Aspidopterys glabriuscula,Malpighiaceae,L,E,single,XTBG,TRF,,342,1,,,,,,,,,,,,,,,,,,,,
Aspidopterys glabriuscula,Malpighiaceae,L,E,single,XTBG,TRF,,342,2,,,,,,,,,,,,,,,,,,,,
Aspidopterys glabriuscula,Malpighiaceae,L,E,single,XTBG,TRF,,342,3,,,,,,,,,,,,,,,,,,,,
Aspidopterys glabriuscula,Malpighiaceae,L,E,single,XTBG,TRF,,342,4,,,,,,,,,,,,,,,,,,,,
Aspidopterys glabriuscula,Malpighiaceae,L,E,single,XTBG,TRF,,342,5,,,,,,,,,,,,,,,,,,,,
Aspidopterys glabriuscula,Malpighiaceae,L,E,single,XTBG,TRF,,342,6,,,,,,,,,,,,,,,,,,,,
Aspidopterys glabriuscula,Malpighiaceae,L,E,single,XTBG,TRF,,342,7,,,,,,,,,,,,,,,,,,,,
Smilax china,Smilacaceae,L,E,single,XTBG,TRF,,343,1,,,,,,,,,,,,,,,,,,,,
Smilax china,Smilacaceae,L,E,single,XTBG,TRF,,343,2,,,,,,,,,,,,,,,,,,,,
Smilax china,Smilacaceae,L,E,single,XTBG,TRF,,343,3,,,,,,,,,,,,,,,,,,,,
Smilax china,Smilacaceae,L,E,single,XTBG,TRF,,343,4,,,,,,,,,,,,,,,,,,,,
Smilax china,Smilacaceae,L,E,single,XTBG,TRF,,343,5,,,,,,,,,,,,,,,,,,,,
Smilax china,Smilacaceae,L,E,single,XTBG,TRF,,343,6,,,,,,,,,,,,,,,,,,,,
Smilax china,Smilacaceae,L,E,single,XTBG,TRF,,343,7,,,,,,,,,,,,,,,,,,,,
Smilax china,Smilacaceae,L,E,single,XTBG,TRF,,343,8,,,,,,,,,,,,,,,,,,,,
Ficus concinna,Moraceae,T,D,single,XTBG,TRF,Chen Yajun,344,1,,,,,,,,,,,,,,,,,,,,
Ficus concinna,Moraceae,T,D,single,XTBG,TRF,Chen Yajun,344,2,,,,,,,,,,,,,,,,,,,,
Ficus concinna,Moraceae,T,D,single,XTBG,TRF,Chen Yajun,344,3,,,,,,,,,,,,,,,,,,,,
Ficus concinna,Moraceae,T,D,single,XTBG,TRF,Chen Yajun,344,4,,,,,,,,,,,,,,,,,,,,
Ficus concinna,Moraceae,T,D,single,XTBG,TRF,Chen Yajun,344,5,,,,,,,,,,,,,,,,,,,,
Ficus concinna,Moraceae,T,D,single,XTBG,TRF,Chen Yajun,344,6,,,,,,,,,,,,,,,,,,,,
Ficus concinna,Moraceae,T,D,single,XTBG,TRF,Chen Yajun,344,7,,,,,,,,,,,,,,,,,,,,
Ficus concinna,Moraceae,T,D,single,XTBG,TRF,Chen Yajun,344,8,,,,,,,,,,,,,,,,,,,,
Ficus concinna,Moraceae,T,D,single,XTBG,TRF,Chen Yajun,344,9,,,,,,,,,,,,,,,,,,,,
Ficus concinna,Moraceae,T,D,single,XTBG,TRF,Chen Yajun,344,10,,,,,,,,,,,,,,,,,,,,
Ficus concinna,Moraceae,T,D,single,XTBG,TRF,Chen Yajun,344,11,,,,,,,,,,,,,,,,,,,,
Celastrus paniculatus,Celastraceae,L,D,single,XTBG,TRF,Chen Yajun,345,1,,,,,,,,,,,,,,,,,,,,
Celastrus paniculatus,Celastraceae,L,D,single,XTBG,TRF,Chen Yajun,345,2,,,,,,,,,,,,,,,,,,,,
Celastrus paniculatus,Celastraceae,L,D,single,XTBG,TRF,Chen Yajun,345,3,,,,,,,,,,,,,,,,,,,,
Celastrus paniculatus,Celastraceae,L,D,single,XTBG,TRF,Chen Yajun,345,4,,,,,,,,,,,,,,,,,,,,
Celastrus paniculatus,Celastraceae,L,D,single,XTBG,TRF,Chen Yajun,345,5,,,,,,,,,,,,,,,,,,,,
Celastrus paniculatus,Celastraceae,L,D,single,XTBG,TRF,Chen Yajun,345,6,,,,,,,,,,,,,,,,,,,,
Celastrus paniculatus,Celastraceae,L,D,single,XTBG,TRF,Chen Yajun,345,7,,,,,,,,,,,,,,,,,,,,
Celastrus paniculatus,Celastraceae,L,D,single,XTBG,TRF,Chen Yajun,345,8,,,,,,,,,,,,,,,,,,,,
Celastrus paniculatus,Celastraceae,L,D,single,XTBG,TRF,Chen Yajun,345,9,,,,,,,,,,,,,,,,,,,,
Celastrus paniculatus,Celastraceae,L,D,single,XTBG,TRF,Chen Yajun,345,10,,,,,,,,,,,,,,,,,,,,
Celastrus paniculatus,Celastraceae,L,D,single,XTBG,TRF,Chen Yajun,345,11,,,,,,,,,,,,,,,,,,,,
Gymnema sylvestre,Apocynaceae,L,D,single,XTBG,TRF,Chen Yajun,346,1,,,,,,,,,,,,,,,,,,,,
Gymnema sylvestre,Apocynaceae,L,D,single,XTBG,TRF,Chen Yajun,346,2,,,,,,,,,,,,,,,,,,,,
Gymnema sylvestre,Apocynaceae,L,D,single,XTBG,TRF,Chen Yajun,346,3,,,,,,,,,,,,,,,,,,,,
Gymnema sylvestre,Apocynaceae,L,D,single,XTBG,TRF,Chen Yajun,346,4,,,,,,,,,,,,,,,,,,,,
Gymnema sylvestre,Apocynaceae,L,D,single,XTBG,TRF,Chen Yajun,346,5,,,,,,,,,,,,,,,,,,,,
Gymnema sylvestre,Apocynaceae,L,D,single,XTBG,TRF,Chen Yajun,346,6,,,,,,,,,,,,,,,,,,,,
Gymnema sylvestre,Apocynaceae,L,D,single,XTBG,TRF,Chen Yajun,346,7,,,,,,,,,,,,,,,,,,,,
Gymnema sylvestre,Apocynaceae,L,D,single,XTBG,TRF,Chen Yajun,346,8,,,,,,,,,,,,,,,,,,,,
Gymnema sylvestre,Apocynaceae,L,D,single,XTBG,TRF,Chen Yajun,346,9,,,,,,,,,,,,,,,,,,,,
Gymnema sylvestre,Apocynaceae,L,D,single,XTBG,TRF,Chen Yajun,346,10,,,,,,,,,,,,,,,,,,,,
Michelia hedyosperma,Magnoliaceae,T,E,single,XTBG,TRF,Chen Yajun,347,1,,,,,,,,,,,,,,,,,,,,
Michelia hedyosperma,Magnoliaceae,T,E,single,XTBG,TRF,Chen Yajun,347,2,,,,,,,,,,,,,,,,,,,,
Michelia hedyosperma,Magnoliaceae,T,E,single,XTBG,TRF,Chen Yajun,347,3,,,,,,,,,,,,,,,,,,,,
Michelia hedyosperma,Magnoliaceae,T,E,single,XTBG,TRF,Chen Yajun,347,4,,,,,,,,,,,,,,,,,,,,
Michelia hedyosperma,Magnoliaceae,T,E,single,XTBG,TRF,Chen Yajun,347,5,,,,,,,,,,,,,,,,,,,,
Michelia hedyosperma,Magnoliaceae,T,E,single,XTBG,TRF,Chen Yajun,347,6,,,,,,,,,,,,,,,,,,,,
Michelia hedyosperma,Magnoliaceae,T,E,single,XTBG,TRF,Chen Yajun,347,7,,,,,,,,,,,,,,,,,,,,
Michelia hedyosperma,Magnoliaceae,T,E,single,XTBG,TRF,Chen Yajun,347,8,,,,,,,,,,,,,,,,,,,,
Michelia hedyosperma,Magnoliaceae,T,E,single,XTBG,TRF,Chen Yajun,347,9,,,,,,,,,,,,,,,,,,,,
Michelia hedyosperma,Magnoliaceae,T,E,single,XTBG,TRF,Chen Yajun,347,10,,,,,,,,,,,,,,,,,,,,
Harpullia cupanioides,Sapindaceae,T,E,single,XTBG,TRF,Chen Yajun,348,1,,,,,,,,,,,,,,,,,,,,
Harpullia cupanioides,Sapindaceae,T,E,single,XTBG,TRF,Chen Yajun,348,2,,,,,,,,,,,,,,,,,,,,
Harpullia cupanioides,Sapindaceae,T,E,single,XTBG,TRF,Chen Yajun,348,3,,,,,,,,,,,,,,,,,,,,
Harpullia cupanioides,Sapindaceae,T,E,single,XTBG,TRF,Chen Yajun,348,4,,,,,,,,,,,,,,,,,,,,
Harpullia cupanioides,Sapindaceae,T,E,single,XTBG,TRF,Chen Yajun,348,5,,,,,,,,,,,,,,,,,,,,
Harpullia cupanioides,Sapindaceae,T,E,single,XTBG,TRF,Chen Yajun,348,6,,,,,,,,,,,,,,,,,,,,
Harpullia cupanioides,Sapindaceae,T,E,single,XTBG,TRF,Chen Yajun,348,7,,,,,,,,,,,,,,,,,,,,
Harpullia cupanioides,Sapindaceae,T,E,single,XTBG,TRF,Chen Yajun,348,8,,,,,,,,,,,,,,,,,,,,
Harpullia cupanioides,Sapindaceae,T,E,single,XTBG,TRF,Chen Yajun,348,9,,,,,,,,,,,,,,,,,,,,
Harpullia cupanioides,Sapindaceae,T,E,single,XTBG,TRF,Chen Yajun,348,10,,,,,,,,,,,,,,,,,,,,
Streblus asper,Moraceae,T,E,single,XTBG,TRF,Chen Yajun,349,1,,,,,,,,,,,,,,,,,,,,
Streblus asper,Moraceae,T,E,single,XTBG,TRF,Chen Yajun,349,2,,,,,,,,,,,,,,,,,,,,
Streblus asper,Moraceae,T,E,single,XTBG,TRF,Chen Yajun,349,3,,,,,,,,,,,,,,,,,,,,
Streblus asper,Moraceae,T,E,single,XTBG,TRF,Chen Yajun,349,4,,,,,,,,,,,,,,,,,,,,
Streblus asper,Moraceae,T,E,single,XTBG,TRF,Chen Yajun,349,5,,,,,,,,,,,,,,,,,,,,
Streblus asper,Moraceae,T,E,single,XTBG,TRF,Chen Yajun,349,6,,,,,,,,,,,,,,,,,,,,
Streblus asper,Moraceae,T,E,single,XTBG,TRF,Chen Yajun,349,7,,,,,,,,,,,,,,,,,,,,
