no,Species,APG.family,Growthform,EveDec,LA mean (leaf let),Scanned leaf DW,Lamina DW,petiole DW,Lamina thickness,Whole leaf LMA,LD LMA,TD
222,Gardenia_jasminoides,Rubiaceae,W,E,37.84683333,1.4501,,,0.18,63.85827084,53.47606088,0.297089227
,,,,,,,,,,,,
224,Lagerstroemia_subcostata_var_fauriei,Lythraceae,W,D,29.50471429,2.2239,,,0.1505,107.6777077,83.39719018,0.554134154
,,,,,,,,,,,,
225,Distylium_racemosum,Hamamelidaceae,W,E,9.221,1.7464,,,0.451,172.1761592,175.0704374,0.388182788
,,,,,,,,,,,,
226,Kadsura_japonica,Schisandraceae,W,E,26.023,1.1718,,,0.309,75.04899512,59.8422586,0.193664267
,,,,,,,,,,,,
227,Castanopsis_sieboldii,Fagaceae,W,E,9.7988,1.4186,,,0.3515,144.7728293,127.9605742,0.364041463
,,,,,,,,,,,,
228,Oreocnide_pedunculata,Urticaceae,W,E,10.31409091,0.6215,,,0.27,54.77942797,66.8450761,0.247574356
,,,,,,,,,,,,
229,Pittosporum_tobira,Pittosporaceae,W,E,7.405357143,1.4653,,,0.385,141.3359055,124.1408556,0.322443781
,,,,,,,,,,,,
230,Cinnamomum_camphora,Lauraceae,W,E,21.6556,0.9633,,,0.223,88.96544081,86.58028904,0.388252417
,,,,,,,,,,,,
231,Oreocnide_pedunculata,Urticaceae,W,E,13.554,0.6142,,,0.182,56.64379519,57.29577951,0.314811975
,,,,,,,,,,,,
232,Trema_orientalis,Ulmaceae,W,E,24.78766667,1.6611,,,0.277,111.6886086,99.31268449,0.358529547
,,,,,,,,,,,,
233,Maesa_tenera,Primulaceae,W,E,37.98525,1.4629,,,0.314,96.2807932,111.4084602,0.354804013
,,,,,,,,,,,,
234,Ficus_erecta,Moraceae,W,D,23.86833333,1.4434,,,0.308,100.789051,91.67324722,0.297640413
,,,,,,,,,,,,
235,Trema_orientalis,Ulmaceae,W,E,15.93933333,0.8475,,,0.3385,88.6172571,89.12676813,0.263299167
,,,,,,,,,,,,
236,Rhus_succedanea,Anacardiaceae,W,D,22.601,1.4991,,,0.2365,110.5482058,106.315502,0.449537006
,,,,,,,,,,,,
237,Machilus_thunbergii,Lauraceae,W,E,17.40383333,1.8113,,,0.3425,173.4579547,154.0619849,0.449816014
,,,,,,,,,,,,
238,Rubus_grayanus,Rosaceae,W,D,29.53425,1.2332,,,0.288,104.3872792,93.58310654,0.324941342
,,,,,,,,,,,,
239,Rubus_sieboldii,Rosaceae,W,E,99.849,5.2969,4.0311,1.2658,0.54,176.8303472,103.7690229,0.192164857
,,,,,,,,,,,,
240,Stachyurus_praecox_var_lancifolius,Stachyuraceae,W,D,77.62666667,2.3071,,0.1691,0.232,99.06818963,80.85071109,0.348494444
,,,,,,,,,,,,
241,Adina_pilulifera,Rubiaceae,W,E,13.294125,0.9607,,,0.229,90.33125535,86.58028904,0.378079865
,,,,,,,,,,,,
242,Vaccinium_bracteatum,Ericaceae,W,E,5.264066667,0.8555,,,0.2925,108.3446258,94.85634608,0.3242952
,,,,,,,,,,,,
243,Vitex_rotundifolia,Verbenaceae,W,E,11.32516667,0.9764,,,0.314,71.84588895,78.304232,0.249376535
,,,,,,,,,,,,
244,Vaccinium_bracteatum,Ericaceae,W,E,7.4186,0.8557,,,0.339,115.3452134,116.5014183,0.343662001
,,,,,,,,,,,,
245,Ligustrum_japonicum,Oleaceae,W,E,9.078625,0.8946,,,0.413,123.1739388,152.1521256,0.368407084
,,,,,,,,,,,,
246,Stephania_japonica,Menispermaceae,W,E,52.287,1.3199,1.1482,0.1717,0.297,84.14456111,78.304232,0.263650613
,,,,,,,,,,,,
247,Clerodendrum_trichotomum_var_fargesii,Verbenaceae,W,D,18.226625,1.1872,,,0.205,81.41935218,76.39437268,0.372655477
,,,,,,,,,,,,
248,Morinda_umbellata,Rubiaceae,W,D,35.3892,1.2257,,,0.262,69.26972071,70.66479473,0.269712957
,,,,,,,,,,,,
249,Ampelopsis_cantoniensis,Vitaceae,W,D,10.8279,0.507,,,1.54,46.82348378,46.47324338,0.030177431
,,,,,,,,,,,,
250,Meliosma_rigida,Sabiaceae,W,E,33.72475,2.4827,2.3135,0.1692,0.3965,184.0413939,152.1521256,0.383738022
,,,,,,,,,,,,
251,Litsea_cubeba,Lauraceae,W,D,18.37625,0.8168,,,0.184,55.5608462,55.3859202,0.301010436
,,,,,,,,,,,,
252,Schefflera_heptaphylla,Araliaceae,W,E,26.314,1.7603,,,0.2715,111.4932482,94.85634608,0.349378807
,,,,,,,,,,,,
253,Psychotria_rubra,Rubiaceae,W,E,55.96825,1.3508,,,0.2655,60.3377808,57.93239929,0.218201127
,,,,,,,,,,,,
255,Syzygium_buxifolium,Myrtaceae,W,E,7.206875,0.5128,,,0.2295,88.94284971,87.21690881,0.380030104
,,,,,,,,,,,,
256,Machilus_thunbergii,Lauraceae,W,E,21.467,1.7691,,,0.312,137.3503517,122.2309963,0.391766014
,,,,,,,,,,,,
257,Ardisia_sieboldii,Primulaceae,W,E,19.61783333,0.8387,,,1.354,71.2531965,76.39437268,0.05642125
,,,,,,,,,,,,
258,Ficus_superba_var_japonica,Moraceae,W,E,54.89466667,1.9416,,,0.2995,117.8985208,113.9549393,0.380483937
,,,,,,,,,,,,
259,Hibiscus_makinoi,Malvaceae,NA,NA,137.713,1.9904,1.4479,0.5425,0.3155,48.1774899,40.74366543,0.129139986
,,,,,,,,,,,,
260,Gardenia_jasminoides,Rubiaceae,W,E,35.1785,0.9139,,,0.194,64.94733999,58.56901906,0.30190216
,,,,,,,,,,,,
261,Ternstroemia_gymnanthera,Theaceae,W,E,9.469375,1.3804,,,0.659,182.2189954,161.7014222,0.245373934
,,,,,,,,,,,,
262,Elaeocarpus_japonicus,Elaeocarpaceae,W,E,18.264,1.381,1.2222,0.1588,0.37,126.022047,116.5014183,0.314868698
,,,,,,,,,,,,
263,Psychotria_serpens,Rubiaceae,W,E,2.5689,0.2348,,,0.4695,91.40098875,86.58028904,0.184409561
,,,,,,,,,,,,
264,Eurya_japonica,Theaceae,W,E,11.823875,0.7333,,,0.2635,77.5232316,71.30141451,0.270593603
,,,,,,,,,,,,
265,Ligustrum_japonicum,Oleaceae,W,E,13.280625,1.2853,,,0.4545,120.9751047,126.0507149,0.277339307
,,,,,,,,,,,,
266,Hoya_carnosa,Apocynaceae,W,E,34.718,2.0675,,,2.5805,148.8781036,162.9746617,0.063156234
,,,,,,,,,,,,
268,Ilex_goshiensis,Aquifoliaceae,W,E,5.0139,0.6215,,,0.395,123.955404,119.0478974,0.301387082
,,,,,,,,,,,,
270,Maesa_tenera,Primulaceae,W,E,30.1625,1.0076,,,0.188,55.67619837,51.56620156,0.274288306
,,,,,,,,,,,,
271,Psychotria_rubra,Rubiaceae,W,E,49.11975,1.4435,,,0.2645,73.46841138,65.57183655,0.247908645
,,,,,,,,,,,,
272,Sarcandra_glabra,Chloranthaceae,W,E,47.69525,1.0276,,,0.3025,53.86280604,46.47324338,0.153630557
,,,,,,,,,,,,
273,Vernicia_cordata,Euphorbiaceae,W,D,197.899,6.2271,5.0441,1.183,0.231,104.8868362,84.67042972,0.366538657
,,,,,,,,,,,,
274,Zanthoxylum_ailanthoides,Rutaceae,W,D,24.397625,1.9807,,,0.3,101.4801646,91.03662745,0.303455425
,,,,,,,,,,,,
275,Symplocos_cochinchinensis,Symplocaceae,W,E,60.26725,3.1778,,,0.3345,131.8211798,114.591559,0.342575662
,,,,,,,,,,,,
276,Cinnamomum_daphnoides,Lauraceae,W,E,10.5015,1.8457,,,0.566,219.6948055,181.4366351,0.320559426
,,,,,,,,,,,,
277,Adina_pilulifera,Rubiaceae,W,E,10.191,0.7569,,,0.2455,92.83926994,96.7662054,0.394159696
,,,,,,,,,,,,
278,Syzygium_buxifolium,Myrtaceae,W,E,3.4686,0.4035,,,0.248,116.3293548,108.2253613,0.436392586
,,,,,,,,,,,,
279,Ternstroemia_gymnanthera,Theaceae,W,E,9.232625,1.1931,,,0.583,161.5331501,154.0619849,0.264257264
,,,,,,,,,,,,
281,Litsea_cubeba,Lauraceae,W,D,9.55875,0.6369,,,0.2255,83.28756375,100.585924,0.446057313
,,,,,,,,,,,,
282,Gardenia_jasminoides,Rubiaceae,W,E,23.561,1.2134,,,0.215,85.83393461,68.11831564,0.316829375
,,,,,,,,,,,,
283,Rhododendron_tashiroi,Ericaceae,W,E,5.663625,0.3907,,,0.2495,86.23010881,77.03099246,0.308741453
,,,,,,,,,,,,
284,Microtropis_japonica,Celastraceae,W,E,9.91525,1.0324,,,0.365,130.1530471,122.2309963,0.334879442
,,,,,,,,,,,,
285,,Boraginaceae,NA,NA,37.0535,1.5446,,,0.2845,104.2141768,96.12958563,0.33788958
,,,,,,,,,,,,
286,Ilex_integra,Aquifoliaceae,W,E,6.74675,0.8282,,,0.4865,153.4442509,162.338042,0.333685595
,,,,,,,,,,,,
287,Cocculus_laurifolius,Menispermaceae,NA,NA,22.476,1.3281,,,0.239,98.48282613,82.12395064,0.343614856
,,,,,,,,,,,,
288,Rhododendron_indicum,Ericaceae,W,E,0.681214286,0.0795,,,0.1935,83.35954703,,
,,,,,,,,,,,,
289,Rhus_javanica_var. chinensis,Anacardiaceae,NA,NA,30.52716667,2.1998,,,0.301,120.1006754,113.9549393,0.378587838
,,,,,,,,,,,,
290,Clerodendrum_trichotomum,Verbenaceae,W,D,146.154,3.5391,3.0585,0.4806,0.249,80.71623083,67.48169587,0.271010827
,,,,,,,,,,,,
291,Frangula_crenata,Rhamnaceae,W,D,21.63116667,0.6419,,,0.224,49.45795804,47.74648293,0.213153942
,,,,,,,,,,,,
292,Illicium_anisatum,Schisandraceae,W,E,5.33725,0.5395,,,0.397,126.3525224,144.5126883,0.364011809
,,,,,,,,,,,,
293,Juniperus_chinensis_var_sargentii,0,W,E,0.5994,0.2872,,,1.3395,319.4305417,,
,,,,,,,,,,,,
294,Frangula_crenata,Rhamnaceae,W,D,11.81325,0.8484,,,0.294,89.77207796,89.12676813,0.303152273
,,,,,,,,,,,,
295,Rhododendron_tashiroi,Ericaceae,W,E,3.5055,0.3342,,,0.288,119.1698759,133.0535324,0.461991432
,,,,,,,,,,,,
296,Smilax_china,Smilacaceae,W,E,14.626,0.5106,,,0.2565,87.27608369,73.21127382,0.285424069
,,,,,,,,,,,,
297,Buxus_microphylla_var_japonica,Buxaceae,W,E,1.539071429,0.3855,,,0.5355,178.9112173,213.9042435,0.3994477
,,,,,,,,,,,,
298,Pieris_japonica,Ericaceae,W,E,2.818461538,0.5464,,,0.4155,149.1266376,176.3436769,0.424413182
,,,,,,,,,,,,
299,Rubus_minusculus,Rosaceae,W,D,1.741125,0.0692,,,0.1405,49.68052265,,
,,,,,,,,,,,,
300,Symplocos_coreana,Symplocaceae,W,D,6.1056,0.5332,,,0.2835,87.32966457,86.58028904,0.305397845
,,,,,,,,,,,,
301,Buxus_microphylla_var_japonica,Buxaceae,W,E,,0.2712,,,0.33,,128.597194,0.389688467
,,,,,,,,,,,,
302,Tsuga_sieboldii,0,W,E,0.133123077,0.1005,,,0.454,116.1446897,,
,,,,,,,,,,,,
303,Abies_firma,0,W,E,0.441555556,0.2186,,,0.6915,183.3584969,,
,,,,,,,,,,,,
304,Tsuga_sieboldii,0,W,E,0.161541667,0.1455,,,0.4085,125.0967243,,
,,,,,,,,,,,,
305,Daphniphyllum_macropodum,Daphniphyllaceae,W,E,28.4902,2.6115,,,0.51,183.3261964,155.9718442,0.305827146
,,,,,,,,,,,,
306,Tripetaleia_paniculata,Ericaceae,W,D,2.9003,0.1851,,,0.1835,63.82098404,,
,,,,,,,,,,,,
307,Viburnum_furcatum,Caprifoliaceae,W,D,58.55133333,1.1527,,,0.256,65.62332768,62.38873769,0.243706007
,,,,,,,,,,,,
308,Vaccinium_yakushimense,Ericaceae,W,D,5.0131,0.193,,,0.1895,38.49913227,42.65352475,0.225084563
,,,,,,,,,,,,
309,Abies_firma,0,W,E,0.376166667,0.1526,,,0.6835,225.3729139,,
,,,,,,,,,,,,
310,Abies_firma,0,W,E,0.543826087,0.269,,,0.809,215.0623601,,
,,,,,,,,,,,,
311,Sorbus_commixta,Rosaceae,W,D,3.3381,0.2483,,,0.205,74.38363141,86.58028904,0.422342873
,,,,,,,,,,,,
312,Rubus_pectinellus,Rosaceae,W,E,7.851833333,0.1687,,,0.1535,35.80904672,31.83098862,0.207368004
,,,,,,,,,,,,
313,Alnus_firma,Betulaceae,W,D,10.36866667,0.7535,,,0.27,121.1181123,107.5887415,0.39847682
,,,,,,,,,,,,
314,"Hydrangea_petiolaris ",Hydrangeaceae,W,D,12.95266667,0.3011,,,0.166,38.74363066,35.01408748,0.210928238
,,,,,,,,,,,,
315,Tripetaleia_paniculata,Ericaceae,W,D,3.1816,0.2254,,,0.19,70.84485793,73.21127382,0.385322494
,,,,,,,,,,,,
316,Daphne_kiusiana,Thymelaeaceae,W,E,6.294555556,0.3297,,,0.21,58.1984431,43.92676429,0.209175068
,,,,,,,,,,,,
317,Rubus_pectinellus,Rosaceae,W,E,6.504666667,0.1444,,,0.1825,36.99907759,36.9239468,0.202322996
,,,,,,,,,,,,
318,Buxus_microphylla_var_japonica,Buxaceae,W,E,2.20175,0.3432,,,0.414,129.8966731,153.4253651,0.370592669
,,,,,,,,,,,,
319,Frangula_crenata,Rhamnaceae,W,D,6.606222222,0.5471,,,0.308,92.01762648,86.58028904,0.281104835
,,,,,,,,,,,,
320,Cornus_kousa,Cornaceae,W,D,13.5285,0.6649,,,0.23,81.91349127,79.57747155,0.345989007
,,,,,,,,,,,,
321,Viburnum_furcatum,Caprifoliaceae,W,D,60.20575,1.707,,,0.24,70.88193403,59.8422586,0.249342744
,,,,,,,,,,,,
323,Acer_sieboldianum,Sapindaceae,W,D,30.3075,0.7444,,,0.1615,61.40394292,57.29577951,0.354772629
,,,,,,,,,,,,
324,Lindera_erythrocarpa,Lauraceae,W,D,6.5779,0.4984,,,0.226,75.7688624,75.75775291,0.335211296
,,,,,,,,,,,,
325,Cleyera_japonica,Theaceae,W,E,4.707833333,0.5161,,,0.4365,182.7096683,182.7098747,0.418579323
,,,,,,,,,,,,
326,Viburnum urceolatum f. brevifolium,Caprifoliaceae,W,D,15.69083333,0.7396,,,0.2255,78.5596686,82.76057041,0.367009181
,,,,,,,,,,,,
327,Hydrangea_paniculata,Hydrangeaceae,W,D,43.90025,0.943,,,0.262,53.70128872,55.3859202,0.211396642
,,,,,,,,,,,,
328,Turpinia_ternata,Staphyleaceae,W,E,41.9285,1.7774,,,0.3955,105.978034,120.321137,0.304225378
,,,,,,,,,,,,
329,Elaeagnus_glabra,Elaeagnaceae,W,E,10.918,0.5427,,,0.2895,99.41381205,85.94366927,0.296869324
,,,,,,,,,,,,
331,Michelia_compressa,Magnoliaceae,W,E,21.0775,1.4087,,,0.3495,111.3905033,81.48733086,0.233154022
,,,,,,,,,,,,
332,Diospyros_japonica,Ebenaceae,W,D,58.88675,3.2489,2.9931,0.2558,0.2585,137.9300097,106.9521218,0.413741283
,,,,,,,,,,,,
333,Ampelopsis_glandulosa_var_heterophylla,Vitaceae,W,D,41.25075,1.3234,,,0.1795,80.20460234,68.75493542,0.383035852
,,,,,,,,,,,,
334,Ilex_goshiensis,Aquifoliaceae,W,E,4.20925,0.448,,,0.3375,133.0403278,147.6957872,0.437617147
,,,,,,,,,,,,
335,Actinidia_rufa,Actinidiaceae,W,D,66.6445,2.6885,,,0.233,100.8522834,84.03380995,0.360660129
,,,,,,,,,,,,
336,Prunus_zippeliana,Rosaceae,W,E,46.80275,3.4238,,,0.439,182.8845527,180.1633956,0.410394979
,,,,,,,,,,,,
337,Ficus_thunbergii,Moraceae,W,E,6.65025,0.6961,,,0.4635,130.8409458,96.12958563,0.207399322
,,,,,,,,,,,,
338,Elaeagnus_pungens,Elaeagnaceae,W,E,5.6663,0.9168,,,0.4945,161.7987046,171.8873385,0.347598258
,,,,,,,,,,,,
339,Elaeagnus_umbellata,Elaeagnaceae,W,D,8.3621,0.8347,,,0.266,99.81942335,98.03944494,0.368569342
,,,,,,,,,,,,
340,Stachyurus_praecox_var_lancifolius,Stachyuraceae,W,D,82.628,2.8773,2.6341,0.2432,0.2355,116.0744542,101.8591636,0.432522988
,,,,,,,,,,,,
341,Zanthoxylum_schinifolium,Rutaceae,NA,NA,1.867391304,0.4115,,,0.2465,84.39986873,74.48451337,0.302168411
,,,,,,,,,,,,
342,Trachelospermum_asiaticum,Apocynaceae,W,E,13.22933333,0.8313,,,0.397,104.7293892,98.03944494,0.246950743
,,,,,,,,,,,,
344,Crateva_formosensis,Brassicaceae,W,D,38.683,1.5229,,,1.754,98.42178735,97.40282517,0.055531827
,,,,,,,,,,,,
345,Maclura_cochinchinensis_var. gerontogea,Moraceae,NA,NA,9.80075,0.6758,,,,86.19238324,64.29859701,
,,,,,,,,,,,,
346,Cinnamomum_daphnoides,Lauraceae,W,E,4.2551,1.0416,,,0.6025,244.7886066,209.4479051,0.347631378
,,,,,,,,,,,,
347,Euonymus_japonicus,Celastraceae,W,E,41.641,2.0175,,,0.4035,121.1246128,104.4056427,0.258750044
,,,,,,,,,,,,
348,Caesalpinia_decapetala_var. japonica,Fabaceae,NA,NA,1.733411765,0.211,,,0.1645,71.60309488,,
,,,,,,,,,,,,
349,Litsea_japonica,Lauraceae,W,E,18.1055,3.0826,,,0.4125,212.8220706,180.8000154,0.438303068
,,,,,,,,,,,,
254-2,Ilex_integra,Aquifoliaceae,W,E,9.159375,1.0286,,,0.4325,140.3752985,127.9605742,0.295862599
,,,,,,,,,,,,
401,Morus_australis,Moraceae,W,D,82.18366667,2.08337,,,0.25,84.50056986,71.98896386,0.287955855
,,,,,,,,,,,,
402,Maesa_tenera,Primulaceae,W,E,55.168,1.09151,,,0.183,49.46300392,45.04721509,0.246159645
,,,,,,,,,,,,
403,Callicarpa_japonica_var_luxurians,Verbenaceae,W,D,33.589,0.69038,,,0.204,51.38438179,41.17656688,0.201845916
,,,,,,,,,,,,
404,Prunus_jamasakura,Rosaceae,W,D,37.855,1.59496,,,0.155,105.3335094,102.1138115,0.658798784
,,,,,,,,,,,,
405,Clerodendrum_trichotomum,Verbenaceae,W,D,172.141,0.91611,,,0.248,53.21858244,44.53791927,0.179588384
,,,,,,,,,,,,
406,Meliosma_rigida,Sabiaceae,W,E,46.64833333,2.04053,,,0.3595,145.8094251,114.591559,0.318752598
,,,,,,,,,,,,
407,Buddleja_curviflora,Scrophulariaceae,W,D,52.30075,1.7542,,,0.3435,83.85157001,77.45116151,0.225476453
,,,,,,,,,,,,
408,Vernicia_cordata,Euphorbiaceae,W,D,178.868,1.66747,,,0.2165,93.22349442,73.08394987,0.337570207
,,,,,,,,,,,,
409,Lagerstroemia_subcostata_var_fauriei,Lythraceae,W,D,34.8435,0.89889,,,0.1595,64.49481252,66.97240005,0.419889656
,,,,,,,,,,,,
410,Premna_microphylla,Verbenaceae,W,D,57.4775,1.82769,,,0.2095,79.4958897,78.12597846,0.372916365
,,,,,,,,,,,,
411,Elaeocarpus_sylvestris_var_ellipticus,Elaeocarpaceae,W,E,10.42366667,0.84027,,,0.294,134.3529148,123.9626021,0.421641504
,,,,,,,,,,,,
412,Ampelopsis_cantoniensis,Vitaceae,W,D,11.24061111,1.25988,,,0.2385,62.26826339,69.77352705,0.292551476
,,,,,,,,,,,,
413,Trachelospermum_asiaticum,Apocynaceae,W,E,9.983777778,0.89236,,,0.3305,99.3122176,106.9011922,0.323452926
,,,,,,,,,,,,
414,Hydrangea_grosseserrata,Hydrangeaceae,W,D,55.455,0.74071,,,0.1905,33.39239023,33.81724231,0.177518332
,,,,,,,,,,,,
415,Helicia_cochinchinensis,Proteaceae,W,E,24.682,0.99619,,,0.2975,100.9024795,83.83009163,0.281781821
,,,,,,,,,,,,
416,Nageia_nagi,Podocarpaceae,W,E,15.08933333,1.52303,,,0.325,112.1491267,83.97014798,0.258369686
,,,,,,,,,,,,
417,Premna_microphylla,Verbenaceae,W,D,28.312,0.78808,,,0.205,69.58886691,69.49341435,0.338992265
,,,,,,,,,,,,
418,Morus_australis,Moraceae,W,D,30.961,1.63011,,,0.27,105.3008624,116.845193,0.432759974
,,,,,,,,,,,,
419,Elaeagnus_umbellata,Elaeagnaceae,W,D,9.7448,1.07617,,,0.286,110.4353091,97.39009278,0.3405248
,,,,,,,,,,,,
420,Tetradium_glabrifolium_var_glauca,Rutaceae,W,D,15.67378947,3.07884,,,0.219,103.3854709,87.58614828,0.39993675
,,,,,,,,,,,,
421,Rhus_succedanea,Anacardiaceae,W,D,14.00835714,1.59819,,,0.266,81.49166059,84.49217619,0.31763976
,,,,,,,,,,,,
422,Kadsura_japonica,Schisandraceae,W,E,23.67675,1.11119,,,0.283,78.21949099,78.08778128,0.275928556
,,,,,,,,,,,,
423,Euscaphis_japonica,Staphyleaceae,W,D,13.51988889,1.23077,,,0.2555,101.1489246,97.97578297,0.383466861
,,,,,,,,,,,,
424,Ardisia_crenata,Primulaceae,W,E,21.91783333,1.33818,,,0.317,101.7573209,84.63223254,0.266978652
,,,,,,,,,,,,
425,Callicarpa_japonica_var_luxurians,Verbenaceae,W,D,92.2145,1.00721,,,0.232,54.61234405,50.77679304,0.218865487
,,,,,,,,,,,,
426,Litsea_cubeba,Lauraceae,W,D,36.2022,0.8452,,,0.229,46.69329488,42.41160924,0.185203534
,,,,,,,,,,,,
427,Schefflera_heptaphylla,Araliaceae,W,E,61.50744444,6.14869,,,0.311,111.0739983,84.04654235,0.270246117
,,,,,,,,,,,,
428,Eurya_emarginata,Theaceae,W,E,3.138533333,0.71648,,,0.652,152.1899826,156.1755626,0.239533071
,,,,,,,,,,,,
429,Oreocnide_pedunculata,Urticaceae,W,E,18.50516667,0.80731,,,0.2725,72.71032414,74.71369649,0.274178703
,,,,,,,,,,,,
430,Ampelopsis_glandulosa_var_heterophylla,Vitaceae,W,D,40.6096,1.04811,,,0.2045,51.61882905,51.7444551,0.25302912
,,,,,,,,,,,,
431,Zanthoxylum_ailanthoides,Rutaceae,W,D,20.71584211,4.22903,,,0.2595,107.4445949,82.35313375,0.317353117
,,,,,,,,,,,,
432,Rubus_grayanus,Rosaceae,W,D,30.445,0.73106,,,0.2515,80.04160508,69.72259747,0.277227028
,,,,,,,,,,,,
433,Callicarpa_japonica_var_luxurians,Verbenaceae,W,D,37.86666667,0.93174,,,0.2465,82.0193662,80.36688006,0.326031968
,,,,,,,,,,,,
434,Cornus_macrophylla,Cornaceae,W,D,43.65475,1.63147,,,0.249,93.43026818,70.89397785,0.28471477
,,,,,,,,,,,,
435,Ilex_liukiuensis,Aquifoliaceae,H,E,8.308875,0.94451,,,0.429,142.0935446,135.6127439,0.316113622
,,,,,,,,,,,,
437,Cinnamomum_tenuifolium,Lauraceae,W,E,18.67633333,1.23311,,,0.306,110.042121,103.8708821,0.339447327
,,,,,,,,,,,,
438,Ilex_rotunda,Aquifoliaceae,W,E,15.288,0.60658,,,0.398,99.19217687,108.6964599,0.273106683
,,,,,,,,,,,,
439,Prunus_zippeliana,Rosaceae,W,E,22.10825,1.09951,,,0.3155,124.3325455,142.1317304,0.450496768
,,,,,,,,,,,,
440,Symplocos_cochinchinensis,Symplocaceae,W,E,61.524,2.94885,,,0.28,119.8251902,74.6627669,0.266652739
,,,,,,,,,,,,
441,Diospyros_morrisiana,Ebenaceae,W,E,13.2514,0.47959,,,0.23,72.38329535,74.21713306,0.322683187
,,,,,,,,,,,,
442,Diospyros_morrisiana,Ebenaceae,W,E,9.71725,0.68767,,,0.2595,88.45995523,83.97014798,0.323584385
,,,,,,,,,,,,
443,Ardisia_quinquegona,Primulaceae,W,E,25.07733333,0.52083,,,0.2295,69.229849,53.65431442,0.233787862
,,,,,,,,,,,,
444,Anodendron_affine,Apocynaceae,W,E,26.4995,0.43906,,,0.397,82.84307251,101.4262621,0.255481769
,,,,,,,,,,,,
445,Cyathea_spinulosa,Cyatheaceae,W,E,10.98283333,1.54491,,,0.415,39.07385769,,
,,,,,,,,,,,,
446,Lasianthus_japonicus,Rubiaceae,W,E,31.1585,0.56875,,,0.2235,45.63361523,38.17172155,0.1707907
,,,,,,,,,,,,
447,Ilex_liukiuensis,Aquifoliaceae,H,E,7.5395,0.92064,,,0.4095,152.6361165,131.6020393,0.321372501
,,,,,,,,,,,,
448,Helicia_cochinchinensis,Proteaceae,W,E,21.1856,0.82143,,,0.3215,77.54606903,94.95820525,0.295359892
,,,,,,,,,,,,
449,Osmanthus_marginatus,Oleaceae,NA,NA,22.433,0.8519,,,0.1855,94.9382606,,
,,,,,,,,,,,,
450,Neolitsea_sericea,Lauraceae,W,E,27.26325,1.02847,,,0.2005,94.30918911,76.52169664,0.381654347
,,,,,,,,,,,,
451,Ardisia_quinquegona,Primulaceae,W,E,26.37225,0.87387,,,0.322,82.83991696,77.85859816,0.241796889
,,,,,,,,,,,,
452,Turpinia_ternata,Staphyleaceae,W,E,41.509,1.29903,,,0.2775,104.317136,90.3236133,0.325490498
,,,,,,,,,,,,
453,Piper_kadzura,Piperaceae,W,E,22.082,0.31156,,,0.2965,47.03076412,50.80225783,0.171339824
,,,,,,,,,,,,
454,Cinnamomum_tenuifolium,Lauraceae,W,E,16.96471429,1.4623,,,0.327,123.1379418,110.4917277,0.337895192
,,,,,,,,,,,,
455,Ficus_thunbergii,Moraceae,W,E,8.4635,0.8079,,,0.4805,119.3212028,95.96406449,0.199717096
,,,,,,,,,,,,
456,Idesia_polycarpa,Salicaceae,W,D,200.121,2.55568,,,0.287,127.7067374,78.5970771,0.273857411
,,,,,,,,,,,,
457,Clematis_crassifolia,Ranunculaceae,H,,45.00566667,2.92299,,,0.755,216.490516,192.9849178,0.255609163
,,,,,,,,,,,,
458,Elaeagnus_glabra,Elaeagnaceae,W,E,8.939833333,0.54379,,,0.253,101.3795932,95.45476867,0.377291576
,,,,,,,,,,,,
,,,,,,,,,,,,
460,Psychotria_serpens,Rubiaceae,W,E,3.8622,0.29745,,,0.458,77.01569054,71.84890751,0.156875344
,,,,,,,,,,,,
461,Rhus_javanica_var. chinensis,Anacardiaceae,NA,NA,30.36508333,3.09622,,,0.405,84.97204849,79.27189406,0.195733072
,,,,,,,,,,,,
462,Aralia_elata,Araliaceae,W,D,16.66262667,7.15167,,,0.172,57.22723188,35.58704528,0.206901426
,,,,,,,,,,,,
463,Ficus_pumila,Moraceae,W,E,28.083,2.02273,,,0.439,180.0671225,127.7186587,0.290930885
,,,,,,,,,,,,
464,Tetradium_glabrifolium_var_glauca,Rutaceae,W,D,14.29483333,1.77286,,,0.24,103.350861,78.25330242,0.326055427
,,,,,,,,,,,,
465,Melia_azedarach,Meliaceae,W,D,4.44991954,7.38896,,,0.257,95.42933748,63.19087861,0.245878905
,,,,,,,,,,,,
466,Cinnamomum_tenuifolium,Lauraceae,W,E,8.44425,0.90553,,,0.378,134.0453563,145.53128,0.385003386
,,,,,,,,,,,,
467,Diospyros_japonica,Ebenaceae,W,D,45.393,1.49918,,,0.234,110.0889271,87.76440182,0.375061546
,,,,,,,,,,,,
468,Mallotus_japonicus,Euphorbiaceae,W,D,108.131,2.15828,,,0.3055,99.79931749,88.96124699,0.291198844
,,,,,,,,,,,,
469,Litsea_japonica,Lauraceae,W,E,45.74066667,2.53325,,,0.443,184.6096107,166.9471691,0.376855912
,,,,,,,,,,,,
470,Ardisia_sieboldii,Primulaceae,W,E,43.17366667,1.49347,,,0.327,115.3071703,91.51119855,0.27985076
,,,,,,,,,,,,
471,Ilex_rotunda,Aquifoliaceae,W,E,17.20175,0.79102,,,0.403,114.9621405,108.3908824,0.268960006
,,,,,,,,,,,,
472,Elaeagnus_umbellata,Elaeagnaceae,W,D,8.1581,0.79653,,,0.298,97.63670462,88.24823285,0.29613501
