Species,Family,Growth_form,Leaf_habit,Leaf_type,Location,Biomes,Data contributor,ID,Rep,Leaf_area_leaf,Dry_mass_leaf,LTleaf,LMAleaf,LDleaf,Leaf_area_disc,Dry_mass_disc,LTdisc,LMAdisc,LDdisc
Premna scandens,Lamiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Premna scandens,Lamiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Premna scandens,Lamiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,20,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Premna scandens,Lamiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Premna scandens,Lamiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Premna scandens,Lamiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,20,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ostodes paniculata var. katharinae,Euphorbiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ostodes paniculata var. katharinae,Euphorbiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ostodes paniculata var. katharinae,Euphorbiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,21,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ostodes paniculata var. katharinae,Euphorbiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,21,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ostodes paniculata var. katharinae,Euphorbiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ostodes paniculata var. katharinae,Euphorbiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garcinia cowa,Clusiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,22,1,29.37,0.2988,0.343666667,101.7364658,0.296032393,0.889,0.0072,0.311333333,80.98987627,0.260138789
Garcinia cowa,Clusiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,22,2,30.44,0.2966,0.350666667,97.43758213,0.277863827,0.889,0.0066,0.320666667,74.24071991,0.231519917
Garcinia cowa,Clusiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,22,3,27.08,0.2574,0.325333333,95.05169867,0.292167107,0.889,0.0072,0.342666667,80.98987627,0.236351779
Garcinia cowa,Clusiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,22,4,25.457,0.2371,0.317,93.13744746,0.293808983,0.889,0.0068,0.343333333,76.4904387,0.222787686
Garcinia cowa,Clusiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,22,5,23.616,0.2239,0.341333333,94.80860434,0.277759583,0.889,0.0072,0.347333333,80.98987627,0.233176227
Garcinia cowa,Clusiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,22,6,28.846,0.2191,0.341333333,75.95507176,0.222524624,0.889,0.0073,0.350666667,82.11473566,0.234167497
Bauhinia glauca subsp. tenuiflora,Leguminosae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,23,1,35.045,0.1699,0.171,48.48052504,0.283511842,0.889,0.0046,0.183333333,51.74353206,0.282237448
Bauhinia glauca subsp. tenuiflora,Leguminosae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,23,2,44.246,0.2084,0.171333333,47.10030285,0.274904491,0.889,0.0048,0.195333333,53.99325084,0.27641596
Bauhinia glauca subsp. tenuiflora,Leguminosae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,23,3,34.833,0.1726,0.163333333,49.5507134,0.303371715,0.889,0.0031,0.163,34.87064117,0.213930314
Bauhinia glauca subsp. tenuiflora,Leguminosae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,23,4,32.459,0.2006,0.185666667,61.80104131,0.332860187,0.889,0.0057,0.175333333,64.11698538,0.365686228
Bauhinia glauca subsp. tenuiflora,Leguminosae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,23,5,33.948,0.2106,0.185666667,62.03605514,0.33412597,0.889,0.0047,0.184,52.86839145,0.287328214
Bauhinia glauca subsp. tenuiflora,Leguminosae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,23,6,34.366,0.2271,0.177333333,66.08275621,0.372647121,0.889,0.0051,0.191333333,57.36782902,0.299831859
Sloanea tomentosa,Elaeocarpaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,24,1,56.957,0.5855,0.237333333,102.7968467,0.433132781,0.889,0.0074,0.237333333,83.23959505,0.350728631
Sloanea tomentosa,Elaeocarpaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,24,2,47.83,0.4607,0.263,96.32030107,0.366236886,0.889,0.0069,0.244,77.61529809,0.318095484
Sloanea tomentosa,Elaeocarpaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,24,3,72.825,0.7593,0.254666667,104.2636457,0.409412221,0.889,0.008,0.181666667,89.98875141,0.495350925
Sloanea tomentosa,Elaeocarpaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,24,4,75.706,0.9401,0.276,124.1777402,0.449919349,0.889,0.0075,0.250666667,84.36445444,0.336560324
Sloanea tomentosa,Elaeocarpaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,24,5,61.105,0.5093,0.213333333,83.34833483,0.39069532,0.889,0.0071,0.232,79.86501687,0.344245762
Sloanea tomentosa,Elaeocarpaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,24,6,72.592,0.2727,0.264,37.56612299,0.14229592,0.889,0.0075,0.307333333,84.36445444,0.274504732
Ficus sagittata,Moraceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,25,1,40.481,0.6958,0.349333333,171.8831057,0.492031791,0.889,0.0133,0.341,149.6062992,0.43872815
Ficus sagittata,Moraceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,25,2,29.763,0.4658,0.309333333,156.5030407,0.505936554,0.889,0.0137,0.333,154.1057368,0.46277999
Ficus sagittata,Moraceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,25,3,38.695,0.6627,0.33,171.262437,0.518977082,0.889,0.012,0.294666667,134.9831271,0.458087535
Ficus sagittata,Moraceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,25,4,38.253,0.8132,0.388,212.5846339,0.547898541,0.889,0.0124,0.314,139.4825647,0.444211989
Ficus sagittata,Moraceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,25,5,45.363,0.7933,0.34,174.8782047,0.514347661,0.889,0.0161,0.359666667,181.1023622,0.503528347
Ficus sagittata,Moraceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,25,6,33.353,0.5963,0.340333333,178.7845171,0.525321794,0.889,0.0134,0.329333333,150.7311586,0.457685704
Parashorea chinensis,Dipterocarpaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,26,1,60.214,0.4351,0.195333333,72.2589431,0.36992633,0.889,0.0064,0.209333333,71.99100112,0.343906056
Parashorea chinensis,Dipterocarpaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,26,2,55.075,0.4668,0.236,84.75714934,0.359140463,0.889,0.0064,0.183333333,71.99100112,0.392678188
Parashorea chinensis,Dipterocarpaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,26,3,75.985,0.6424,0.232,84.54300191,0.364409491,0.889,0.0065,0.241666667,73.11586052,0.302548388
Parashorea chinensis,Dipterocarpaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,26,4,50.878,0.4068,0.216333333,79.95597311,0.369596178,0.889,0.0069,0.207,77.61529809,0.374953131
Parashorea chinensis,Dipterocarpaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,26,5,50.795,0.4582,0.246333333,90.20572891,0.366193757,0.889,0.0057,0.208333333,64.11698538,0.30776153
Parashorea chinensis,Dipterocarpaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,26,6,60.384,0.4491,0.217666667,74.37400636,0.341687625,0.889,0.0049,0.182,55.11811024,0.30284676
Combretum latifolium,Combretaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,27,1,72.862,0.5122,0.265666667,70.2972743,0.264607055,0.889,0.0073,0.238666667,82.11473566,0.344056155
Combretum latifolium,Combretaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,27,2,57.929,0.5247,0.221333333,90.57639524,0.409230701,0.889,0.0084,0.220333333,94.48818898,0.428842007
Combretum latifolium,Combretaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,27,3,73.497,0.4767,0.231,64.8597902,0.280778313,0.889,0.0081,0.210666667,91.1136108,0.432501317
Combretum latifolium,Combretaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,27,4,63.599,0.4193,0.225333333,65.92870957,0.292583031,0.889,0.0059,0.225666667,66.36670416,0.294091747
Combretum latifolium,Combretaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,27,5,101.96,0.6079,0.237,59.62142016,0.251567174,0.889,0.0085,0.221,95.61304837,0.432638228
Combretum latifolium,Combretaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,27,6,110.676,1.0621,0.234,95.96479815,0.410105975,0.889,0.0091,0.240333333,102.3622047,0.425917634
Lithocarpus craibianus,Fagaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,28,1,77.186,0.7001,0.205333333,90.70297722,0.441735279,0.889,0.0069,0.211,77.61529809,0.367845015
Lithocarpus craibianus,Fagaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,28,2,44.954,0.3506,0.201333333,77.99083508,0.387371697,0.889,0.0062,0.203333333,69.74128234,0.342989913
Lithocarpus craibianus,Fagaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,28,3,43.998,0.3597,0.208333333,81.75371608,0.392417837,0.889,0.0064,0.197666667,71.99100112,0.364204053
Lithocarpus craibianus,Fagaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,28,4,57.703,0.5213,0.214333333,90.3419233,0.421501975,0.889,0.0063,0.203333333,70.86614173,0.348522009
Lithocarpus craibianus,Fagaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,28,5,57.965,0.434,0.237333333,74.87276805,0.315475146,0.889,0.0074,0.263,83.23959505,0.316500361
Lithocarpus craibianus,Fagaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,28,6,84.427,0.6983,0.203,82.7105073,0.407440923,0.889,0.0066,0.23,74.24071991,0.322785739
Duabanga grandiflora,Lythraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,29,1,256.723,3.1614,0.288666667,123.1444008,0.426597231,0.889,0.0121,0.361,136.1079865,0.377030434
Duabanga grandiflora,Lythraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,29,2,318.124,5.4528,0.337333333,171.404861,0.508117177,0.889,0.0099,0.360666667,111.3610799,0.308764547
Duabanga grandiflora,Lythraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,29,3,314.411,3.4785,0.290333333,110.6354421,0.381063521,0.889,0.0116,0.334,130.4836895,0.390669729
Duabanga grandiflora,Lythraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,29,4,292.66,3.5914,0.297333333,122.7157794,0.412721231,0.889,0.0104,0.313,116.9853768,0.373755198
Duabanga grandiflora,Lythraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,29,5,248.239,3.8441,0.300333333,154.8547972,0.515609758,0.889,0.0125,0.363666667,140.6074241,0.386638196
Duabanga grandiflora,Lythraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,29,6,354.31,5.3801,0.373,151.8472524,0.407097191,0.889,0.0085,0.283,95.61304837,0.337855295
Croton tiglium spp. A,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,30,1,105.432,0.8022,0.201666667,76.08695652,0.377290693,0.889,0.0052,0.199333333,58.49268841,0.293441581
Croton tiglium spp. A,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,30,2,102.907,0.7279,0.196333333,70.73376933,0.360273868,0.889,0.0044,0.198666667,49.49381327,0.249129933
Croton tiglium spp. A,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,30,3,75.76,0.4864,0.181666667,64.20274551,0.353409608,0.889,0.0047,0.197333333,52.86839145,0.267914146
Croton tiglium spp. A,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,30,4,77.729,0.5548,0.180333333,71.37619164,0.395801432,0.889,0.0045,0.180666667,50.61867267,0.280177155
Croton tiglium spp. A,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,30,5,66.729,0.4026,0.171,60.3335881,0.352828001,0.889,0.0047,0.207666667,52.86839145,0.254582944
Croton tiglium spp. A,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,30,6,103.694,0.6911,0.181,66.64802206,0.368221116,0.889,0.0046,0.186,51.74353206,0.278191033
Croton tiglium spp. B,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,31,1,46.705,0.2271,0.151,48.62434429,0.322015525,0.889,0.0051,0.189,57.36782902,0.303533487
Croton tiglium spp. B,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,31,2,74.656,0.3337,0.185666667,44.69834976,0.240745151,0.889,0.0064,0.204,71.99100112,0.352897064
Croton tiglium spp. B,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,31,3,52.649,0.2837,0.193,53.88516401,0.279197741,0.889,0.0059,0.283333333,66.36670416,0.234235426
Croton tiglium spp. B,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,31,4,71.831,0.3846,0.195333333,53.54234244,0.274107555,0.889,0.0063,0.215,70.86614173,0.329609962
Croton tiglium spp. B,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,31,5,67.34,0.3202,0.186,47.54974755,0.255643804,0.889,0.0064,0.202,71.99100112,0.356391095
Croton tiglium spp. B,Euphorbiaceae,T,D,single,Mengla_Bubeng,TRF,Chen Yajun,31,6,73.963,0.3786,0.191666667,51.18775604,0.267066553,0.889,0.0063,0.204,70.86614173,0.347383048
Fissistigma polyanthum,Annonaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,32,1,69.244,0.5271,0.223333333,76.12211888,0.340845308,0.889,0.0071,0.269333333,79.86501687,0.296528528
Fissistigma polyanthum,Annonaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,32,2,47.095,0.3459,0.217,73.4472874,0.338466762,0.889,0.0074,0.236666667,83.23959505,0.351716599
Fissistigma polyanthum,Annonaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,32,3,41.312,0.3161,0.21,76.51529822,0.364358563,0.889,0.0067,0.207333333,75.3655793,0.363499579
Fissistigma polyanthum,Annonaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,32,4,33.409,0.2483,0.198666667,74.32129067,0.374100456,0.889,0.0069,0.202333333,77.61529809,0.383601144
Fissistigma polyanthum,Annonaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,32,5,41.029,0.2981,0.218,72.6559263,0.333284066,0.889,0.0079,0.223666667,88.86389201,0.397305031
Fissistigma polyanthum,Annonaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,32,6,41.664,0.3261,0.207333333,78.26900922,0.37750326,0.889,0.0073,0.229666667,82.11473566,0.357538762
Cleidion brevipetiolatum,Euphorbiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,33,1,116.332,0.7018,0.194,60.327339,0.310965665,0.889,0.0053,0.211333333,59.61754781,0.282101961
Cleidion brevipetiolatum,Euphorbiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,33,2,71.434,0.4665,0.192666667,65.30503682,0.338953478,0.889,0.0046,0.199666667,51.74353206,0.259149576
Cleidion brevipetiolatum,Euphorbiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,33,3,67.591,0.4602,0.196666667,68.08598778,0.346199938,0.889,0.0048,0.217333333,53.99325084,0.248435203
Cleidion brevipetiolatum,Euphorbiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,33,4,82.575,0.5708,0.197666667,69.12503784,0.349705082,0.889,0.0049,0.205,55.11811024,0.26886883
Cleidion brevipetiolatum,Euphorbiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,33,5,83.499,0.5594,0.187333333,66.99481431,0.357623564,0.889,0.0051,0.185666667,57.36782902,0.308982921
Cleidion brevipetiolatum,Euphorbiaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,33,6,112.309,0.7727,0.198333333,68.80125368,0.346897077,0.889,0.0049,0.174666667,55.11811024,0.3155617
Uncaria laevigata,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,34,1,67.705,0.4869,0.179,71.91492504,0.401759358,0.889,0.0061,0.172333333,68.61642295,0.398161062
Uncaria laevigata,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,34,2,53.21,0.4364,0.189333333,82.0146589,0.433176015,0.889,0.0061,0.185333333,68.61642295,0.370232498
Uncaria laevigata,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,34,3,79.369,0.5564,0.180666667,70.10293691,0.388023636,0.889,0.0055,0.178,61.86726659,0.347568913
Uncaria laevigata,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,34,4,64.866,0.5435,0.185666667,83.78811704,0.451282498,0.889,0.0055,0.170333333,61.86726659,0.363212915
Uncaria laevigata,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,34,5,67.998,0.4859,0.180333333,71.45798406,0.396254995,0.889,0.0061,0.162666667,68.61642295,0.421822272
Uncaria laevigata,Rubiaceae,L,D,single,Mengla_Bubeng,TRF,Chen Yajun,34,6,62.594,0.4489,0.179333333,71.71613893,0.39990412,0.889,0.0058,0.180333333,65.24184477,0.361784721
Aglaia lawii,Meliaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,35,1,115.769,1.5418,0.312666667,133.179003,0.425945639,0.889,0.0098,0.329666667,110.2362205,0.334386918
Aglaia lawii,Meliaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,35,2,169.066,2.1834,0.325333333,129.144831,0.396961571,0.889,0.0103,0.352666667,115.8605174,0.328526987
Aglaia lawii,Meliaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,35,3,121.357,1.3234,0.331,109.0501578,0.32945667,0.889,0.0081,0.341666667,91.1136108,0.266673983
Aglaia lawii,Meliaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,35,4,148.672,1.9664,0.327333333,132.2643134,0.404066131,0.889,0.0087,0.356,97.86276715,0.274895413
Aglaia lawii,Meliaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,35,5,145.291,1.5528,0.317,106.8751678,0.33714564,0.889,0.0099,0.338,111.3610799,0.32947065
Aglaia lawii,Meliaceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,35,6,210.213,1.9598,0.317333333,93.22924843,0.293789648,0.889,0.009,0.3,101.2373453,0.337457818
Sargentodoxa cuneata,Lardizabalaceae,L,D,compound,Mengla_Bubeng,TRF,Chen Yajun,36,1,50.717,0.3446,0.357333333,67.94565925,0.190146434,0.889,0.0073,0.385333333,82.11473566,0.213100525
Sargentodoxa cuneata,Lardizabalaceae,L,D,compound,Mengla_Bubeng,TRF,Chen Yajun,36,2,52.636,0.4486,0.367,85.22684095,0.232225725,0.889,0.0049,0.329666667,55.11811024,0.167193459
Sargentodoxa cuneata,Lardizabalaceae,L,D,compound,Mengla_Bubeng,TRF,Chen Yajun,36,3,71.986,0.6737,0.388333333,93.58764204,0.24099822,0.889,0.0062,0.350666667,69.74128234,0.198881984
Sargentodoxa cuneata,Lardizabalaceae,L,D,compound,Mengla_Bubeng,TRF,Chen Yajun,36,4,66.808,0.6396,0.371,95.73703748,0.258051314,0.889,0.0053,0.337666667,59.61754781,0.176557397
Sargentodoxa cuneata,Lardizabalaceae,L,D,compound,Mengla_Bubeng,TRF,Chen Yajun,36,5,59.102,0.3821,0.347666667,64.65094244,0.18595669,0.889,0.0081,0.394666667,91.1136108,0.23086219
Sargentodoxa cuneata,Lardizabalaceae,L,D,compound,Mengla_Bubeng,TRF,Chen Yajun,36,6,65.869,0.6308,0.38,95.76583825,0.252015364,0.889,0.0069,0.392,77.61529809,0.197998209
Cascabela thevetia,Apocynaceae,S,E,single,Mengla_Bubeng,TRF,Chen Yajun,37,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cascabela thevetia,Apocynaceae,S,E,single,Mengla_Bubeng,TRF,Chen Yajun,37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cascabela thevetia,Apocynaceae,S,E,single,Mengla_Bubeng,TRF,Chen Yajun,37,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cascabela thevetia,Apocynaceae,S,E,single,Mengla_Bubeng,TRF,Chen Yajun,37,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cascabela thevetia,Apocynaceae,S,E,single,Mengla_Bubeng,TRF,Chen Yajun,37,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cascabela thevetia,Apocynaceae,S,E,single,Mengla_Bubeng,TRF,Chen Yajun,37,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litchi chinensis,Sapindaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litchi chinensis,Sapindaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,38,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litchi chinensis,Sapindaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,38,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litchi chinensis,Sapindaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,38,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litchi chinensis,Sapindaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,38,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Litchi chinensis,Sapindaceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,38,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garuga pinnata,Burseraceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,39,1,38.649,0.3518,0.176,91.02434733,0.517183792,0.889,0.0052,0.168466667,58.49268841,0.347206302
Garuga pinnata,Burseraceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,39,2,34.718,0.3349,0.174333333,96.46292989,0.553324646,0.889,0.0057,0.146,64.11698538,0.439157434
Garuga pinnata,Burseraceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,39,3,38.21,0.3545,0.190666667,92.77676001,0.486591399,0.889,0.0057,0.192,64.11698538,0.333942632
Garuga pinnata,Burseraceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,39,4,43.469,0.434,0.180333333,99.84126619,0.553648426,0.889,0.0064,0.176,71.99100112,0.409039779
Garuga pinnata,Burseraceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,39,5,30.413,0.2367,0.155,77.82856016,0.502119743,0.889,0.007,0.178333333,78.74015748,0.441533593
Garuga pinnata,Burseraceae,T,D,compound,Mengla_Bubeng,TRF,Chen Yajun,39,6,32.331,0.2995,0.178666667,92.63555102,0.518482562,0.889,0.0072,0.191,80.98987627,0.424030766
Litsea dilleniifolia,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,40,1,290.811,2.4923,0.271333333,85.70171005,0.315853968,0.889,0.0083,0.269666667,93.36332958,0.346217539
Litsea dilleniifolia,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,40,2,411.944,4.4856,0.273333333,108.8885868,0.398372879,0.889,0.0076,0.272666667,85.48931384,0.313530491
Litsea dilleniifolia,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,40,3,383.795,3.5456,0.251,92.3826522,0.368058375,0.889,0.0087,0.289333333,97.86276715,0.33823537
Litsea dilleniifolia,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,40,4,266.272,2.1234,0.228333333,79.74552337,0.349250467,0.889,0.0076,0.273666667,85.48931384,0.312384825
Litsea dilleniifolia,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,40,5,327.16,3.7821,0.261666667,115.6039858,0.441798672,0.889,0.0084,0.301666667,94.48818898,0.313220516
Litsea dilleniifolia,Lauraceae,T,E,single,Mengla_Bubeng,TRF,Chen Yajun,40,6,394.051,4.4048,0.279666667,111.782485,0.399698993,0.889,0.0103,0.305333333,115.8605174,0.379455843
Tetracera sarmentosa,Dilleniaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,41,1,87.082,0.4658,0.231,53.4898142,0.231557637,0.889,0.0037,0.221333333,41.61979753,0.188041254
Tetracera sarmentosa,Dilleniaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,41,2,51.169,0.2934,0.228,57.33940472,0.251488617,0.889,0.0036,0.231666667,40.49493813,0.174798294
Tetracera sarmentosa,Dilleniaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,41,3,92.957,0.4832,0.226666667,51.98102348,0.229328045,0.889,0.0048,0.241333333,53.99325084,0.22372894
Tetracera sarmentosa,Dilleniaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,41,4,92.439,0.4715,0.220333333,51.00660976,0.231497472,0.889,0.0034,0.209333333,38.24521935,0.182700092
Tetracera sarmentosa,Dilleniaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,41,5,76.604,0.3683,0.225,48.07842932,0.213681908,0.889,0.0036,0.230333333,40.49493813,0.175810151
Tetracera sarmentosa,Dilleniaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,41,6,85.345,0.5358,0.234,62.78047923,0.268292646,0.889,0.0041,0.228666667,46.1192351,0.201687617
Strychnos angustiflora,Loganiaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,42,1,17.841,0.1134,0.19,63.56145956,0.334533998,0.889,0.0057,0.191666667,64.11698538,0.334523402
Strychnos angustiflora,Loganiaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,42,2,41.417,0.2817,0.174666667,68.01554917,0.389401999,0.889,0.006,0.183666667,67.49156355,0.367467678
Strychnos angustiflora,Loganiaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,42,3,40.812,0.2669,0.174333333,65.39743213,0.375128674,0.889,0.0052,0.182,58.49268841,0.321388398
Strychnos angustiflora,Loganiaceae,L,E,single,Mengla_Bubeng,TRF,Chen Yajun,42,4,40.037,0.2666,0.183,66.58840572,0.36387107,0.889,0.0059,0.186,66.36670416,0.356810237
