Species,Family,Growth_form,Leaf_habit,Leaf_type,Location,Biomes,Data contributor,ID,Rep,Leaf_area_leaf,Dry_mass_leaf,LTleaf,LMAleaf,LDleaf,Leaf_area_disc,Dry_mass_disc,LTdisc,LMAdisc,LDdisc
Ilex szechwanensis,Aquifoliaceae,T,E,single,Ailao_underground,STF,Chen Yajun,123,5,13.71,0.1376,0.260666667,100.3646973,0.385030808,0.889,0.0097,0.316666667,109.1113611,0.344562193
Ilex szechwanensis,Aquifoliaceae,T,E,single,Ailao_underground,STF,Chen Yajun,123,6,12.512,0.1352,0.289333333,108.056266,0.373466357,0.889,0.0082,0.332,92.23847019,0.277826717
Symplocos poilanei,Symplocaceae,T,E,single,Ailao_underground,STF,Chen Yajun,124,2,27.691,0.2587,0.286,93.42385613,0.32665684,0.889,0.0051,0.216,57.36782902,0.265591801
Symplocos poilanei,Symplocaceae,T,E,single,Ailao_underground,STF,Chen Yajun,124,3,24.709,0.2265,0.295666667,91.66700393,0.310034963,0.889,0.0048,0.244666667,53.99325084,0.220680862
Symplocos poilanei,Symplocaceae,T,E,single,Ailao_underground,STF,Chen Yajun,124,4,31.562,0.3441,0.328666667,109.0235093,0.331714531,0.889,0.0072,0.318666667,80.98987627,0.254152331
Symplocos poilanei,Symplocaceae,T,E,single,Ailao_underground,STF,Chen Yajun,124,5,24.809,0.2076,0.277,83.67930993,0.302091372,0.889,0.0064,0.297,71.99100112,0.242393943
Symplocos poilanei,Symplocaceae,T,E,single,Ailao_underground,STF,Chen Yajun,124,6,24.834,0.1984,0.239,79.89047274,0.33426976,0.889,0.0085,0.332333333,95.61304837,0.287702252
Symplocos poilanei,Symplocaceae,T,E,single,Ailao_underground,STF,Chen Yajun,124,1,28.347,0.2698,0.306666667,95.17762021,0.310361805,0.889,0.0059,0.247333333,66.36670416,0.268328993
Laurocerasus undulata,Rosaceae,T,E,single,Ailao_underground,STF,Chen Yajun,125,1,24.239,0.2689,0.235,110.9369198,0.472071999,0.889,0.0043,0.183333333,48.36895388,0.263830658
Laurocerasus undulata,Rosaceae,T,E,single,Ailao_underground,STF,Chen Yajun,125,2,21.828,0.1976,0.216333333,90.52593,0.418455763,0.889,0.0042,0.193333333,47.24409449,0.244366006
Laurocerasus undulata,Rosaceae,T,E,single,Ailao_underground,STF,Chen Yajun,125,3,22.144,0.1766,0.205666667,79.75072254,0.387766884,0.889,0.0054,0.173666667,60.7424072,0.349764341
Laurocerasus undulata,Rosaceae,T,E,single,Ailao_underground,STF,Chen Yajun,125,4,24.012,0.1834,0.195333333,76.37847743,0.391016096,0.889,0.0072,0.210333333,80.98987627,0.385054879
Laurocerasus undulata,Rosaceae,T,E,single,Ailao_underground,STF,Chen Yajun,125,5,21.236,0.1572,0.194333333,74.02524016,0.380918903,0.889,0.0076,0.223,85.48931384,0.383360152
Laurocerasus undulata,Rosaceae,T,E,single,Ailao_underground,STF,Chen Yajun,125,6,18.054,0.1561,0.176,86.46283372,0.491266101,0.889,0.0071,0.231,79.86501687,0.345736004
Cyclobalanopsis stewardiana,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,126,1,33.103,0.4991,0.322666667,150.7718334,0.467268079,0.889,0.0097,0.243333333,109.1113611,0.448402854
Cyclobalanopsis stewardiana,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,126,2,31.342,0.3441,0.264,109.7887818,0.415866598,0.889,0.0082,0.251666667,92.23847019,0.366510478
Cyclobalanopsis stewardiana,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,126,3,30.356,0.4228,0.313666667,139.2805376,0.444039971,0.889,0.0117,0.344666667,131.6085489,0.381842985
Cyclobalanopsis stewardiana,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,126,4,35.124,0.5003,0.269,142.4382189,0.529510107,0.889,0.0094,0.263,105.7367829,0.402041
Cyclobalanopsis stewardiana,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,126,5,34.957,0.4458,0.333666667,127.528106,0.382202116,0.889,0.0087,0.240666667,97.86276715,0.406631996
Cyclobalanopsis stewardiana,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,126,6,36.227,0.4587,0.245,126.6182681,0.516809258,0.889,0.0078,0.264333333,87.73903262,0.331925722
Tetracentron sinense,Trochodendraceae,T,D,single,Ailao_underground,STF,Chen Yajun,127,1,56.14,0.3245,0.221666667,57.80192376,0.260760558,0.889,0.0038,0.136666667,42.74465692,0.312765782
Tetracentron sinense,Trochodendraceae,T,D,single,Ailao_underground,STF,Chen Yajun,127,2,87.547,0.3946,0.234666667,45.07293225,0.192072154,0.889,0.0036,0.133333333,40.49493813,0.303712036
Tetracentron sinense,Trochodendraceae,T,D,single,Ailao_underground,STF,Chen Yajun,127,3,55.853,0.4307,0.248666667,77.11313627,0.310106446,0.889,0.0052,0.211,58.49268841,0.277216533
Tetracentron sinense,Trochodendraceae,T,D,single,Ailao_underground,STF,Chen Yajun,127,4,53.591,0.4095,0.242666667,76.41208412,0.314884962,0.889,0.0057,0.240666667,64.11698538,0.266414067
Tetracentron sinense,Trochodendraceae,T,D,single,Ailao_underground,STF,Chen Yajun,127,5,98.557,0.7726,0.251333333,78.3911848,0.311901266,0.889,0.0066,0.266333333,74.24071991,0.278751139
Tetracentron sinense,Trochodendraceae,T,D,single,Ailao_underground,STF,Chen Yajun,127,6,69.017,0.5188,0.241666667,75.16988568,0.311047803,0.889,0.0043,0.242,48.36895388,0.19987171
Actinidia callosa,Actinidiaceae,L,D,single,Ailao_underground,STF,Chen Yajun,128,1,67.374,0.4844,0.275666667,71.89717102,0.260811987,0.889,0.0063,0.252333333,70.86614173,0.280843362
Actinidia callosa,Actinidiaceae,L,D,single,Ailao_underground,STF,Chen Yajun,128,2,66.768,0.5176,0.302,77.52216631,0.256695915,0.889,0.0067,0.256666667,75.3655793,0.293632127
Actinidia callosa,Actinidiaceae,L,D,single,Ailao_underground,STF,Chen Yajun,128,3,66.556,0.4577,0.273666667,68.7691568,0.251288027,0.889,0.0053,0.403666667,59.61754781,0.147690044
Actinidia callosa,Actinidiaceae,L,D,single,Ailao_underground,STF,Chen Yajun,128,4,64.209,0.6026,0.317333333,93.84977184,0.295745079,0.889,0.0051,0.379333333,57.36782902,0.151233293
Actinidia callosa,Actinidiaceae,L,D,single,Ailao_underground,STF,Chen Yajun,128,5,88.03,0.5307,0.351,60.28626605,0.171755744,0.889,0.0061,0.418333333,68.61642295,0.164023322
Actinidia callosa,Actinidiaceae,L,D,single,Ailao_underground,STF,Chen Yajun,128,6,102.262,0.7548,0.394666667,73.81040856,0.187019616,0.889,0.0048,0.352666667,53.99325084,0.153099955
Sorbus globosa,Rosaceae,T,D,single,Ailao_underground,STF,Chen Yajun,129,1,53.043,0.4209,0.173,79.35071546,0.458674656,0.889,0.0047,0.161666667,52.86839145,0.327020978
Sorbus globosa,Rosaceae,T,D,single,Ailao_underground,STF,Chen Yajun,129,2,46.543,0.395,0.183666667,84.8677567,0.4620749,0.889,0.0037,0.134,41.61979753,0.310595504
Sorbus globosa,Rosaceae,T,D,single,Ailao_underground,STF,Chen Yajun,129,3,65.24,0.6702,0.198666667,102.7283875,0.517089199,0.889,0.0081,0.203333333,91.1136108,0.448099725
Sorbus globosa,Rosaceae,T,D,single,Ailao_underground,STF,Chen Yajun,129,4,64.185,0.5245,0.172666667,81.71691205,0.473263969,0.889,0.0057,0.161666667,64.11698538,0.39659991
Sorbus globosa,Rosaceae,T,D,single,Ailao_underground,STF,Chen Yajun,129,5,53.886,0.3711,0.159666667,68.8676094,0.431321144,0.889,0.0042,0.149333333,47.24409449,0.316366704
Sorbus globosa,Rosaceae,T,D,single,Ailao_underground,STF,Chen Yajun,129,6,49.21,0.3586,0.158666667,72.87136761,0.459273325,0.889,0.0039,0.167,43.86951631,0.262691714
Ilex corallina,Aquifoliaceae,T,E,single,Ailao_underground,STF,Chen Yajun,130,1,5.938,0.0688,0.333666667,115.8639272,0.347244537,0.889,0.0071,0.329666667,79.86501687,0.24225991
Ilex corallina,Aquifoliaceae,T,E,single,Ailao_underground,STF,Chen Yajun,130,2,9.612,0.1071,0.322,111.423221,0.346034848,0.889,0.0079,0.339333333,88.86389201,0.261877874
Ilex corallina,Aquifoliaceae,T,E,single,Ailao_underground,STF,Chen Yajun,130,3,9.08,0.1087,0.339333333,119.7136564,0.352790736,0.889,0.0077,0.345333333,86.61417323,0.250813243
Ilex corallina,Aquifoliaceae,T,E,single,Ailao_underground,STF,Chen Yajun,130,4,9.172,0.0949,0.329333333,103.4670737,0.314171276,0.889,0.0078,0.329,87.73903262,0.26668399
Ilex corallina,Aquifoliaceae,T,E,single,Ailao_underground,STF,Chen Yajun,130,5,8.02,0.0868,0.312,108.2294264,0.346889187,0.889,0.0078,0.332333333,87.73903262,0.264009125
Ilex corallina,Aquifoliaceae,T,E,single,Ailao_underground,STF,Chen Yajun,130,6,8.58,0.0952,0.335,110.955711,0.331211077,0.889,0.0066,0.301,74.24071991,0.24664691
Rubus wallichianus,Rosaceae,L,E,compound,Ailao_underground,STF,Chen Yajun,131,1,123.708,0.8276,0.254333333,66.89947295,0.263038557,0.889,0.0043,0.233,48.36895388,0.207592077
Rubus wallichianus,Rosaceae,L,E,compound,Ailao_underground,STF,Chen Yajun,131,2,143.654,0.9737,0.277,67.78091804,0.244696455,0.889,0.0082,0.295333333,92.23847019,0.312319876
Rubus wallichianus,Rosaceae,L,E,compound,Ailao_underground,STF,Chen Yajun,131,3,111.72,1.0185,0.323,91.16541353,0.282245862,0.889,0.0067,0.258666667,75.3655793,0.291361776
Rubus wallichianus,Rosaceae,L,E,compound,Ailao_underground,STF,Chen Yajun,131,4,152.161,1.2894,0.298666667,84.73919073,0.283724969,0.889,0.0054,0.245,60.7424072,0.247928193
Rubus wallichianus,Rosaceae,L,E,compound,Ailao_underground,STF,Chen Yajun,131,5,96.515,0.5241,0.23,54.30244004,0.236097565,0.889,0.0046,0.212,51.74353206,0.244073264
Rubus wallichianus,Rosaceae,L,E,compound,Ailao_underground,STF,Chen Yajun,131,6,120.498,0.6143,0.199,50.98009925,0.256181403,0.889,0.0034,0.206333333,38.24521935,0.185356475
Ilex gintungensis,Aquifoliaceae,T,E,single,Ailao_underground,STF,Chen Yajun,132,1,63.787,0.6689,0.326666667,104.8646276,0.321014166,0.889,0.0084,0.335666667,94.48818898,0.281494108
Ilex gintungensis,Aquifoliaceae,T,E,single,Ailao_underground,STF,Chen Yajun,132,2,54.334,0.5693,0.32,104.7778555,0.327430798,0.889,0.0134,0.383333333,150.7311586,0.393211718
Ilex gintungensis,Aquifoliaceae,T,E,single,Ailao_underground,STF,Chen Yajun,132,3,29.353,0.4213,0.348666667,143.5287705,0.411650393,0.889,0.0134,0.432333333,150.7311586,0.348645702
Ilex gintungensis,Aquifoliaceae,T,E,single,Ailao_underground,STF,Chen Yajun,132,4,24.817,0.4117,0.384333333,165.8943466,0.431641839,0.889,0.0141,0.376333333,158.6051744,0.421448648
Ilex gintungensis,Aquifoliaceae,T,E,single,Ailao_underground,STF,Chen Yajun,132,5,29.608,0.4738,0.393333333,160.0243178,0.406841486,0.889,0.0127,0.427,142.8571429,0.334560054
Ilex gintungensis,Aquifoliaceae,T,E,single,Ailao_underground,STF,Chen Yajun,132,6,23.819,0.3012,0.313333333,126.4536714,0.403575547,0.889,0.0094,0.35,105.7367829,0.302105094
Neolitsea chui,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,133,1,49.114,0.4963,0.231,101.0506169,0.437448558,0.889,0.0054,0.205,60.7424072,0.296304425
Neolitsea chui,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,133,2,43.807,0.3998,0.231333333,91.26395325,0.394512766,0.889,0.0047,0.208666667,52.86839145,0.253362898
Neolitsea chui,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,133,3,41.819,0.4418,0.241333333,105.6457591,0.43775867,0.889,0.0063,0.255,70.86614173,0.277906438
Neolitsea chui,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,133,4,41.324,0.4336,0.234,104.926919,0.448405637,0.889,0.0089,0.238333333,100.1124859,0.420052389
Neolitsea chui,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,133,5,47.464,0.4738,0.233666667,99.82302377,0.427202669,0.889,0.0057,0.213,64.11698538,0.301018711
Neolitsea chui,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,133,6,38.749,0.3761,0.221666667,97.06056931,0.43786723,0.889,0.0049,0.211666667,55.11811024,0.260400521
Rhododendron decorum,Ericaceae,S,E,single,Ailao_underground,STF,Chen Yajun,134,1,77.199,0.9634,0.327333333,124.7943626,0.381245507,0.889,0.0084,0.297333333,94.48818898,0.317785389
Rhododendron decorum,Ericaceae,S,E,single,Ailao_underground,STF,Chen Yajun,134,2,92.063,1.1416,0.334,124.0020421,0.371263599,0.889,0.0095,0.313333333,106.8616423,0.341047795
Rhododendron decorum,Ericaceae,S,E,single,Ailao_underground,STF,Chen Yajun,134,3,86.733,0.8507,0.334666667,98.08262138,0.293075562,0.889,0.0059,0.286333333,66.36670416,0.231781272
Rhododendron decorum,Ericaceae,S,E,single,Ailao_underground,STF,Chen Yajun,134,4,90.255,0.9064,0.359,100.4265692,0.279739747,0.889,0.0048,0.272666667,53.99325084,0.198019257
Rhododendron decorum,Ericaceae,S,E,single,Ailao_underground,STF,Chen Yajun,134,5,87.726,0.9591,0.308,109.3290473,0.354964439,0.889,0.0064,0.287333333,71.99100112,0.250548728
Rhododendron decorum,Ericaceae,S,E,single,Ailao_underground,STF,Chen Yajun,134,6,99.598,1.1497,0.332666667,115.4340449,0.346996127,0.889,0.0072,0.268666667,80.98987627,0.301451152
Manglietia insignis,Magnoliaceae,T,E,single,Ailao_underground,STF,Chen Yajun,135,1,52.36,0.3896,0.267,74.407945,0.278681442,0.889,0.0058,0.247,65.24184477,0.264137023
Manglietia?insignis,Magnoliaceae,T,E,single,Ailao_underground,STF,Chen Yajun,135,2,52.428,0.4683,0.316333333,89.32249943,0.282368281,0.889,0.0054,0.245333333,60.7424072,0.247591334
Manglietia?insignis,Magnoliaceae,T,E,single,Ailao_underground,STF,Chen Yajun,135,3,60.205,0.4732,0.284333333,78.59812308,0.276429507,0.889,0.0081,0.359666667,91.1136108,0.253327926
Manglietia?insignis,Magnoliaceae,T,E,single,Ailao_underground,STF,Chen Yajun,135,4,60.472,0.5829,0.315,96.39171848,0.306005455,0.889,0.0077,0.349,86.61417323,0.248178147
Manglietia?insignis,Magnoliaceae,T,E,single,Ailao_underground,STF,Chen Yajun,135,5,57.246,0.4557,0.289666667,79.60381511,0.27481179,0.889,0.0072,0.294333333,80.98987627,0.275163793
Manglietia?insignis,Magnoliaceae,T,E,single,Ailao_underground,STF,Chen Yajun,135,6,40.193,0.3628,0.33,90.26447391,0.273528709,0.889,0.0079,0.368666667,88.86389201,0.241041298
Eurya obliquifolia,Pentaphylacaceae,T,E,single,Ailao_underground,STF,Chen Yajun,136,1,23.473,0.2049,0.224,87.29178205,0.389695456,0.889,0.0066,0.226,74.24071991,0.328498761
Eurya obliquifolia,Pentaphylacaceae,T,E,single,Ailao_underground,STF,Chen Yajun,136,2,19.581,0.1418,0.218666667,72.41713906,0.331175941,0.889,0.0065,0.221333333,73.11586052,0.330342743
Eurya obliquifolia,Pentaphylacaceae,T,E,single,Ailao_underground,STF,Chen Yajun,136,3,18.065,0.1301,0.213333333,72.01771381,0.337583033,0.889,0.0082,0.263,92.23847019,0.350716617
Eurya obliquifolia,Pentaphylacaceae,T,E,single,Ailao_underground,STF,Chen Yajun,136,4,24.167,0.2033,0.250333333,84.12297761,0.336043852,0.889,0.0057,0.234,64.11698538,0.274004211
Eurya obliquifolia,Pentaphylacaceae,T,E,single,Ailao_underground,STF,Chen Yajun,136,5,18.717,0.1556,0.213,83.13298071,0.390295684,0.889,0.0076,0.238666667,85.48931384,0.358195449
Eurya obliquifolia,Pentaphylacaceae,T,E,single,Ailao_underground,STF,Chen Yajun,136,6,19.877,0.1522,0.214666667,76.5709111,0.356696791,0.889,0.0075,0.226666667,84.36445444,0.372196123
Lithocarpus xylocarpus,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,137,1,20.86,0.3134,0.339666667,150.2396932,0.442315093,0.889,0.0087,0.233333333,97.86276715,0.419411859
Lithocarpus xylocarpus,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,137,2,21.746,0.2661,0.333333333,122.3673319,0.367101996,0.889,0.0094,0.27,105.7367829,0.391617714
Lithocarpus xylocarpus,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,137,3,46.904,0.5518,0.237,117.6445506,0.496390509,0.889,0.0082,0.212333333,92.23847019,0.434404098
Lithocarpus xylocarpus,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,137,4,36.786,0.4703,0.265,127.8475507,0.482443588,0.889,0.0088,0.238,98.98762655,0.415914397
Lithocarpus xylocarpus,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,137,5,47.126,0.4869,0.23,103.3187625,0.449212011,0.889,0.0082,0.221,92.23847019,0.417368643
Lithocarpus xylocarpus,Fagaceae,T,E,single,Ailao_underground,STF,Chen Yajun,137,6,41.702,0.4203,0.220666667,100.786533,0.456736554,0.889,0.007,0.205,78.74015748,0.384098329
Litsea elongata,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,138,1,27.375,0.2402,0.195333333,87.74429224,0.449202861,0.889,0.0047,0.173333333,52.86839145,0.305009951
Litsea elongata,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,138,2,19.92,0.1405,0.174333333,70.53212851,0.404581999,0.889,0.0061,0.179666667,68.61642295,0.38190959
Litsea elongata,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,138,3,15.77,0.1315,0.181666667,83.38617628,0.459006475,0.889,0.0056,0.203,62.99212598,0.310306039
Litsea elongata,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,138,4,23.53,0.1978,0.186333333,84.06289843,0.451142568,0.889,0.0054,0.187,60.7424072,0.324825707
Litsea elongata,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,138,5,25.561,0.2324,0.194,90.91976057,0.46865856,0.889,0.0064,0.204,71.99100112,0.352897064
Litsea elongata,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,138,6,29.895,0.2722,0.187666667,91.05201539,0.485179478,0.889,0.0066,0.198666667,74.24071991,0.373694899
Hartia sinensis,Theaceae,T,E,single,Ailao_underground,STF,Chen Yajun,139,1,25.746,0.2904,0.292333333,112.7942205,0.385841119,0.889,0.0078,0.271,87.73903262,0.323760268
Hartia sinensis,Theaceae,T,E,single,Ailao_underground,STF,Chen Yajun,139,2,23.798,0.2345,0.271333333,98.53769224,0.363161028,0.889,0.0087,0.282666667,97.86276715,0.34621262
Hartia sinensis,Theaceae,T,E,single,Ailao_underground,STF,Chen Yajun,139,3,26.137,0.2609,0.315666667,99.82017829,0.316220206,0.889,0.0101,0.291,113.6107987,0.390415116
Hartia sinensis,Theaceae,T,E,single,Ailao_underground,STF,Chen Yajun,139,4,35.244,0.5034,0.311,142.8328226,0.459269526,0.889,0.0071,0.278,79.86501687,0.287284233
Hartia sinensis,Theaceae,T,E,single,Ailao_underground,STF,Chen Yajun,139,5,32.026,0.3603,0.297666667,112.5023418,0.377947397,0.889,0.0069,0.268333333,77.61529809,0.289249558
Hartia sinensis,Theaceae,T,E,single,Ailao_underground,STF,Chen Yajun,139,6,33.128,0.3713,0.302666667,112.0804154,0.370309742,0.889,0.0081,0.29,91.1136108,0.314184865
Acer campbellii,Sapindaceae,T,D,single,Ailao_underground,STF,Chen Yajun,140,1,74.521,0.6269,0.203,84.12393822,0.414403637,0.889,0.0059,0.164666667,66.36670416,0.403036665
Acer campbellii,Sapindaceae,T,D,single,Ailao_underground,STF,Chen Yajun,140,2,75.019,0.7496,0.184333333,99.92135326,0.542068824,0.889,0.0042,0.156666667,47.24409449,0.30155805
Acer campbellii,Sapindaceae,T,D,single,Ailao_underground,STF,Chen Yajun,140,3,49.797,0.4913,0.174666667,98.66056188,0.564850545,0.889,0.0048,0.126666667,53.99325084,0.426262507
Acer campbellii,Sapindaceae,T,D,single,Ailao_underground,STF,Chen Yajun,140,4,65.778,0.673,0.175333333,102.3138435,0.583539032,0.889,0.0057,0.171,64.11698538,0.374953131
Acer campbellii,Sapindaceae,T,D,single,Ailao_underground,STF,Chen Yajun,140,5,46.825,0.381,0.157333333,81.36679124,0.517161809,0.889,0.0071,0.181,79.86501687,0.441243187
Acer campbellii,Sapindaceae,T,D,single,Ailao_underground,STF,Chen Yajun,140,6,100.548,0.8597,0.171666667,85.50145204,0.498066711,0.889,0.0068,0.159666667,76.4904387,0.47906329
Clethra delavayi,Clethraceae,T,D,single,Ailao_underground,STF,Chen Yajun,141,1,27.702,0.312,0.256333333,112.6272471,0.439378077,0.889,0.0071,0.283333333,79.86501687,0.28187653
Clethra delavayi,Clethraceae,T,D,single,Ailao_underground,STF,Chen Yajun,141,2,22.699,0.2423,0.266333333,106.7447905,0.400793957,0.889,0.0077,0.266666667,86.61417323,0.32480315
Clethra delavayi,Clethraceae,T,D,single,Ailao_underground,STF,Chen Yajun,141,3,33.759,0.2976,0.262,88.15426997,0.336466679,0.889,0.0072,0.312666667,80.98987627,0.259029455
Clethra delavayi,Clethraceae,T,D,single,Ailao_underground,STF,Chen Yajun,141,4,33.243,0.283,0.249666667,85.13070421,0.340977453,0.889,0.0068,0.302333333,76.4904387,0.253000348
Clethra delavayi,Clethraceae,T,D,single,Ailao_underground,STF,Chen Yajun,141,5,42.742,0.3451,0.246333333,80.74025549,0.32776829,0.889,0.0073,0.321666667,82.11473566,0.255278971
Clethra delavayi,Clethraceae,T,D,single,Ailao_underground,STF,Chen Yajun,141,6,42.983,0.3637,0.251,84.61484773,0.337110947,0.889,0.0076,0.332333333,85.48931384,0.25723966
Eriobotrya bengalensis,Rosaceae,T,E,single,Ailao_underground,STF,Chen Yajun,142,1,23.922,0.3127,0.293333333,130.7164953,0.445624416,0.889,0.0072,0.259333333,80.98987627,0.312300294
Eriobotrya bengalensis,Rosaceae,T,E,single,Ailao_underground,STF,Chen Yajun,142,2,37.756,0.4636,0.265333333,122.788431,0.462770469,0.889,0.0096,0.295,107.9865017,0.366055938
Eriobotrya bengalensis,Rosaceae,T,E,single,Ailao_underground,STF,Chen Yajun,142,3,32.256,0.3616,0.264,112.1031746,0.424633237,0.889,0.0087,0.282666667,97.86276715,0.34621262
Eriobotrya bengalensis,Rosaceae,T,E,single,Ailao_underground,STF,Chen Yajun,142,4,26.421,0.3093,0.272,117.0659703,0.430389597,0.889,0.0097,0.346,109.1113611,0.315350755
Eriobotrya bengalensis,Rosaceae,T,E,single,Ailao_underground,STF,Chen Yajun,142,5,30.244,0.3732,0.291,123.3963761,0.42404253,0.889,0.0133,0.358333333,149.6062992,0.417505951
Eriobotrya bengalensis,Rosaceae,T,E,single,Ailao_underground,STF,Chen Yajun,142,6,36.941,0.4997,0.311,135.2697545,0.434950979,0.889,0.0146,0.378,164.2294713,0.434469501
Machilus salicina,Lauraceae,S,E,single,Ailao_underground,STF,Chen Yajun,143,1,36.416,0.3414,0.242,93.75,0.387396694,0.889,0.0072,0.227666667,80.98987627,0.355738842
Machilus salicina,Lauraceae,S,E,single,Ailao_underground,STF,Chen Yajun,143,2,30.424,0.3489,0.269333333,114.6792006,0.425789111,0.889,0.0081,0.206333333,91.1136108,0.441584543
Machilus salicina,Lauraceae,S,E,single,Ailao_underground,STF,Chen Yajun,143,3,29.869,0.3278,0.245666667,109.7458904,0.446726827,0.889,0.0074,0.196333333,83.23959505,0.423970773
Machilus salicina,Lauraceae,S,E,single,Ailao_underground,STF,Chen Yajun,143,4,30.518,0.3552,0.269666667,116.390327,0.431608135,0.889,0.0087,0.229,97.86276715,0.427348328
Machilus salicina,Lauraceae,S,E,single,Ailao_underground,STF,Chen Yajun,143,5,27.742,0.3198,0.243,115.2764761,0.474388791,0.889,0.0084,0.23,94.48818898,0.410818213
Machilus salicina,Lauraceae,S,E,single,Ailao_underground,STF,Chen Yajun,143,6,29.242,0.2901,0.226333333,99.20662061,0.438320857,0.889,0.0097,0.204333333,109.1113611,0.533987085
Neolitsea polycarpa,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,144,1,19.754,0.1602,0.162666667,81.09749924,0.4985502,0.889,0.0057,0.13,64.11698538,0.49320758
Neolitsea polycarpa,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,144,2,16.419,0.1277,0.155333333,77.77574761,0.500702238,0.889,0.0075,0.166666667,84.36445444,0.506186727
Neolitsea polycarpa,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,144,3,19.12,0.1563,0.159666667,81.74686192,0.511984521,0.889,0.0068,0.152,76.4904387,0.50322657
Neolitsea polycarpa,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,144,4,18.439,0.1455,0.166,78.90883454,0.475354425,0.889,0.0056,0.146333333,62.99212598,0.430470109
Neolitsea polycarpa,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,144,5,18.455,0.1477,0.171,80.03251151,0.468026383,0.889,0.0061,0.179,68.61642295,0.383331972
Neolitsea polycarpa,Lauraceae,T,E,single,Ailao_underground,STF,Chen Yajun,144,6,22.779,0.1987,0.188,87.22946574,0.46398652,0.889,0.0072,0.179,80.98987627,0.452457409
Meliosma kirkii,Sabiaceae,T,D,compound,Ailao_underground,STF,Chen Yajun,145,1,47.924,0.2498,0.246666667,52.12419664,0.211314311,0.889,0.0052,0.246333333,58.49268841,0.237453404
Meliosma kirkii,Sabiaceae,T,D,compound,Ailao_underground,STF,Chen Yajun,145,2,44.739,0.2606,0.256666667,58.24895505,0.226943981,0.889,0.0062,0.258666667,69.74128234,0.26961836
Meliosma kirkii,Sabiaceae,T,D,compound,Ailao_underground,STF,Chen Yajun,145,3,39.077,0.2192,0.264666667,56.09437777,0.211943493,0.889,0.0056,0.26,62.99212598,0.242277408
Meliosma kirkii,Sabiaceae,T,D,compound,Ailao_underground,STF,Chen Yajun,145,4,41.62,0.2278,0.251333333,54.7333013,0.217771756,0.889,0.0062,0.276666667,69.74128234,0.252076924
Meliosma kirkii,Sabiaceae,T,D,compound,Ailao_underground,STF,Chen Yajun,145,5,44.336,0.2228,0.265333333,50.25261638,0.189394283,0.889,0.0067,0.274333333,75.3655793,0.274722646
Meliosma kirkii,Sabiaceae,T,D,compound,Ailao_underground,STF,Chen Yajun,145,6,50.519,0.2751,0.258333333,54.4547596,0.210792618,0.889,0.0062,0.255333333,69.74128234,0.273138181
Symplocos anomala,Symplocaceae,T,E,single,Ailao_underground,STF,Chen Yajun,146,1,28.838,0.1414,0.283666667,49.03252653,0.17285262,0.889,0.0035,0.228333333,39.37007874,0.172423703
Symplocos anomala,Symplocaceae,T,E,single,Ailao_underground,STF,Chen Yajun,146,2,20.764,0.1099,0.240666667,52.92814487,0.21992304,0.889,0.0031,0.233,34.87064117,0.149659404
Symplocos anomala,Symplocaceae,T,E,single,Ailao_underground,STF,Chen Yajun,146,3,23.302,0.1406,0.281,60.3381684,0.214726578,0.889,0.0025,0.205,28.12148481,0.137177975
Symplocos anomala,Symplocaceae,T,E,single,Ailao_underground,STF,Chen Yajun,146,4,16.668,0.0967,0.231,58.01535877,0.251148739,0.889,0.0023,0.223666667,25.87176603,0.115671085
Symplocos anomala,Symplocaceae,T,E,single,Ailao_underground,STF,Chen Yajun,146,5,22.652,0.1273,0.213666667,56.1981282,0.263017761,0.889,0.0052,0.289666667,58.49268841,0.20193103
