id,species,family,growth_form,leaf_habit,leaf_type,location,biomes,data_contributor,lma_disc,lma_leaf,ld_disc,ld_leaf,lt,lt_disc,la,dry_mass_disc2,dry_mass_disc
12-3,Stixis suaveolens,Capparaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,50.085425644469346,76.66675517,0.239817739,0.373377054,0.205333333,0.197,75.326,0.0014841981132644418,0.004452594339793325
12-4,Stixis suaveolens,Capparaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,54.85546618153302,80.51475698,0.246397772,0.405956758,0.198333333,0.21,86.332,0.0016255503145127619,0.0048766509435382854
12-5,Stixis suaveolens,Capparaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,50.085425644469346,95.32032464,0.217714721,0.451755093,0.211,0.217,81.074,0.0014841981132644418,0.004452594339793325
12-6,Stixis suaveolens,Capparaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,56.04797631314858,91.53405963,0.223073382,0.409243188,0.223666667,0.237,78.113,0.001660888364746303,0.004982665094238909
13-1,Bauhinia aurea,Leguminosae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,106.13340191521227,79.4124601,0.487560808,0.384253839,0.206666667,0.205333333,101.508,0.003145086476754124,0.009435259430262372
13-2,Bauhinia aurea,Leguminosae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,96.59332088349058,82.87328329,0.462505639,0.417147399,0.198666667,0.197,140.021,0.002862382075514104,0.008587146226542313
13-3,Bauhinia aurea,Leguminosae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,97.78583101510614,72.01562875,0.504035356,0.356513014,0.202,0.183,145.885,0.0028977201257476457,0.008693160377242937
13-4,Bauhinia aurea,Leguminosae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,69.16558779272405,61.7378681,0.397009197,0.341722517,0.180666667,0.164333333,96.44,0.0020496069182577227,0.006148820754773169
13-5,Bauhinia aurea,Leguminosae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,95.400810751875,78.7400857,0.452204781,0.427161405,0.184333333,0.199,109.69,0.0028270440252805627,0.008481132075841688
13-6,Bauhinia aurea,Leguminosae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,97.78583101510614,76.26867035,0.42768997,0.370836323,0.205666667,0.215666667,175.144,0.0028977201257476457,0.008693160377242937
14-1,Capparis fohaiensis,Capparaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,177.6840100241745,197.5999339,0.351862945,0.407702752,0.484666667,0.476333333,193.578,0.005265369497049706,0.015796108491149118
14-2,Capparis fohaiensis,Capparaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,187.22409105589625,188.1335761,0.36972001,0.383685063,0.490333333,0.477666667,209.229,0.005548073898289725,0.016644221694869177
14-3,Capparis fohaiensis,Capparaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,175.29898973974056,194.3318501,0.348603649,0.41201099,0.471666667,0.474333333,211.921,0.005194693395954312,0.015584080187862935
14-4,Capparis fohaiensis,Capparaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,176.4914998819576,184.7263306,0.364819262,0.378279175,0.488333333,0.456333333,253.207,0.005230031446502009,0.01569009433950603
14-5,Capparis fohaiensis,Capparaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,178.87652016639151,183.2977932,0.361303873,0.391104822,0.468666667,0.467,201.65,0.005300707547597402,0.015902122642792206
14-6,Capparis fohaiensis,Capparaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,190.80162148254718,214.0734925,0.356391095,0.443828941,0.482333333,0.505,194.877,0.0056540880499328155,0.016962264149798446
15-1,Alseodaphne andersonii,Lauraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,100.17085128893869,129.0738534,0.342348511,0.414584111,0.311333333,0.276,194.656,0.0029683962265288836,0.00890518867958665
15-2,Alseodaphne andersonii,Lauraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,108.51842219964625,122.9823805,0.361703904,0.401465878,0.306333333,0.283,194.784,0.0032157625778495174,0.009647287733548553
15-3,Alseodaphne andersonii,Lauraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,104.94089182600237,127.4264947,0.333291672,0.438393904,0.290666667,0.297,174.171,0.0031097484277772037,0.009329245283331612
15-4,Alseodaphne andersonii,Lauraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,115.67348305294811,97.06291163,0.383744529,0.289740035,0.335,0.284333333,230.943,0.0034277908811356957,0.010283372643407087
15-5,Alseodaphne andersonii,Lauraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,91.8232803464269,95.46888258,0.283980896,0.289885271,0.329333333,0.305,216.856,0.002721029874265784,0.008163089622797352
15-6,Alseodaphne andersonii,Lauraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,120.44352362181606,115.2199632,0.349571688,0.366553435,0.314333333,0.325,163.982,0.0035691430833264827,0.010707429249979448
18-1,Ficus drupacea,Moraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,176.4914998819576,145.6234032,0.474750542,0.447154769,0.325666667,0.350666667,252.068,0.005230031446502009,0.01569009433950603
18-2,Ficus drupacea,Moraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,137.1386654008255,176.5408238,0.356687951,0.392312942,0.45,0.362666667,349.245,0.004063875784711129,0.012191627354133388
18-3,Ficus drupacea,Moraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,127.59858436910378,174.5705824,0.317014807,0.450698578,0.387333333,0.379666667,278.575,0.003781171383471109,0.011343514150413327
18-4,Ficus drupacea,Moraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,132.3686249379717,156.1040428,0.384182746,0.432022259,0.361333333,0.325,276.194,0.003922523585661895,0.011767570756985684
18-5,Ficus drupacea,Moraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,127.59858436910378,149.2524495,0.342255796,0.433453387,0.344333333,0.351666667,279.446,0.003781171383471109,0.011343514150413327
18-6,Ficus drupacea,Moraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,147.87125668077832,164.8817831,0.422247925,0.414623092,0.397666667,0.330333333,342.506,0.004381918239640398,0.013145754718921194
19-1,Fissistigma maclurei,Annonaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,73.93562832978775,63.70374237,0.381795341,0.358557649,0.177666667,0.182666667,76.636,0.0021909591195060437,0.0065728773585181305
19-2,Fissistigma maclurei,Annonaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,67.97307766110849,64.06371133,0.352937534,0.349438425,0.183333333,0.181666667,70.945,0.0020142688680241817,0.006042806604072545
19-3,Fissistigma maclurei,Annonaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,64.39554725566038,66.9023797,0.34842681,0.405468968,0.165,0.174333333,39.879,0.0019082547170094024,0.0057247641510282075
19-4,Fissistigma maclurei,Annonaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,65.58805738727594,68.99992175,0.333216876,0.440425032,0.156666667,0.185666667,51.116,0.0019435927672429437,0.005830778301728831
19-5,Fissistigma maclurei,Annonaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,71.5506080559552,74.24186078,0.35709822,0.404220658,0.183666667,0.189,59.158,0.0021202830187248057,0.0063608490561744176
19-6,Fissistigma maclurei,Annonaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,64.39554725566038,68.87026458,0.372652805,0.426001637,0.16166666699999999,0.163,53.216,0.0019082547170094024,0.0057247641510282075
22-1,Garcinia cowa,Clusiaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,85.86072967774764,101.7364658,0.260138789,0.296032393,0.343666667,0.311333333,29.37,0.002544339622783922,0.0076330188683517665
22-2,Garcinia cowa,Clusiaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,78.70566886685141,97.43758213,0.231519917,0.277863827,0.350666667,0.320666667,30.44,0.0023323113207543637,0.006996933962263092
22-3,Garcinia cowa,Clusiaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,85.86072967774764,95.05169867,0.236351779,0.292167107,0.325333333,0.342666667,27.08,0.002544339622783922,0.0076330188683517665
22-4,Garcinia cowa,Clusiaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,81.09068914068398,93.13744746,0.222787686,0.293808983,0.317,0.343333333,25.457,0.0024029874215356017,0.007208962264606805
22-5,Garcinia cowa,Clusiaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,85.86072967774764,94.80860434,0.233176227,0.277759583,0.341333333,0.347333333,23.616,0.002544339622783922,0.0076330188683517665
22-6,Garcinia cowa,Clusiaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,87.0532398093632,75.95507176,0.234167497,0.222524624,0.341333333,0.350666667,28.846,0.002579677673017463,0.00773903301905239
23-1,Bauhinia glauca subsp. tenuiflora,Leguminosae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,54.85546618153302,48.48052504,0.282237448,0.283511842,0.171,0.183333333,35.045,0.0016255503145127619,0.0048766509435382854
23-2,Bauhinia glauca subsp. tenuiflora,Leguminosae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,57.24048644476416,47.10030285,0.27641596,0.274904491,0.171333333,0.195333333,44.246,0.0016962264149798444,0.0050886792449395335
23-3,Bauhinia glauca subsp. tenuiflora,Leguminosae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,36.96781416489387,49.5507134,0.213930314,0.303371715,0.163333333,0.163,34.833,0.0010954795597530218,0.0032864386792590653
23-4,Bauhinia glauca subsp. tenuiflora,Leguminosae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,67.97307766110849,61.80104131,0.365686228,0.332860187,0.185666667,0.175333333,32.459,0.0020142688680241817,0.006042806604072545
23-5,Bauhinia glauca subsp. tenuiflora,Leguminosae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,56.04797631314858,62.03605514,0.287328214,0.33412597,0.185666667,0.184,33.948,0.001660888364746303,0.004982665094238909
23-6,Bauhinia glauca subsp. tenuiflora,Leguminosae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,60.818016850212274,66.08275621,0.299831859,0.372647121,0.177333333,0.191333333,34.366,0.0018022405659946239,0.005406721697983872
24-1,Sloanea tomentosa,Elaeocarpaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,88.2457499409788,102.7968467,0.350728631,0.433132781,0.237333333,0.237333333,56.957,0.0026150157232510047,0.007845047169753015
24-2,Sloanea tomentosa,Elaeocarpaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,82.28319927229953,96.32030107,0.318095484,0.366236886,0.263,0.244,47.83,0.002438325471769143,0.007314976415307429
24-3,Sloanea tomentosa,Elaeocarpaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,95.400810751875,104.2636457,0.495350925,0.409412221,0.254666667,0.181666667,72.825,0.0028270440252805627,0.008481132075841688
24-4,Sloanea tomentosa,Elaeocarpaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,89.43826007259436,124.1777402,0.336560324,0.449919349,0.276,0.250666667,75.706,0.002650353773484546,0.007951061320453638
24-5,Sloanea tomentosa,Elaeocarpaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,84.66821953553067,83.34833483,0.344245762,0.39069532,0.21333333300000001,0.232,61.105,0.0025090015722362253,0.007527004716708676
24-6,Sloanea tomentosa,Elaeocarpaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,89.43826007259436,37.56612299,0.274504732,0.14229592,0.264,0.307333333,72.592,0.002650353773484546,0.007951061320453638
25-1,Ficus sagittata,Moraceae,liana,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,158.60384785471697,171.8831057,0.43872815,0.492031791,0.349333333,0.341,40.481,0.004699960691428113,0.014099882074284338
25-2,Ficus sagittata,Moraceae,liana,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,163.3738884235849,156.5030407,0.46277999,0.505936554,0.309333333,0.333,29.763,0.0048413128936189,0.0145239386808567
25-3,Ficus sagittata,Moraceae,liana,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,143.1012161119104,171.262437,0.458087535,0.518977082,0.33,0.294666667,38.695,0.004240566037449611,0.012721698112348835
25-4,Ficus sagittata,Moraceae,liana,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,147.87125668077832,212.5846339,0.444211989,0.547898541,0.388,0.314,38.253,0.004381918239640398,0.013145754718921194
25-5,Ficus sagittata,Moraceae,liana,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,191.99413162476415,174.8782047,0.503528347,0.514347661,0.34,0.359666667,45.363,0.005689426100480511,0.017068278301441534
25-6,Ficus sagittata,Moraceae,liana,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,159.79635799693395,178.7845171,0.457685704,0.525321794,0.340333333,0.329333333,33.353,0.00473529874197581,0.01420589622592743
26-1,Parashorea chinensis,Dipterocarpaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,76.32064859301889,72.2589431,0.343906056,0.36992633,0.195333333,0.209333333,60.214,0.002261635219973126,0.006784905659919379
26-2,Parashorea chinensis,Dipterocarpaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,76.32064859301889,84.75714934,0.392678188,0.359140463,0.236,0.183333333,55.075,0.002261635219973126,0.006784905659919379
26-3,Parashorea chinensis,Dipterocarpaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,77.51315873523585,84.54300191,0.302548388,0.364409491,0.232,0.241666667,75.985,0.0022969732705208227,0.006890919811562468
26-4,Parashorea chinensis,Dipterocarpaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,82.28319927229953,79.95597311,0.374953131,0.369596178,0.216333333,0.207,50.878,0.002438325471769143,0.007314976415307429
26-5,Parashorea chinensis,Dipterocarpaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,67.97307766110849,90.20572891,0.30776153,0.366193757,0.246333333,0.208333333,50.795,0.0020142688680241817,0.006042806604072545
26-6,Parashorea chinensis,Dipterocarpaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,58.43299658698113,74.37400636,0.30284676,0.341687625,0.217666667,0.182,60.384,0.0017315644655275409,0.005194693396582623
27-1,Combretum latifolium,Combretaceae,liana,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,87.0532398093632,70.2972743,0.344056155,0.264607055,0.265666667,0.238666667,72.862,0.002579677673017463,0.00773903301905239
27-2,Combretum latifolium,Combretaceae,liana,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,100.17085128893869,90.57639524,0.428842007,0.409230701,0.221333333,0.220333333,57.929,0.0029683962265288836,0.00890518867958665
27-3,Combretum latifolium,Combretaceae,liana,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,96.59332088349058,64.8597902,0.432501317,0.280778313,0.231,0.210666667,73.497,0.002862382075514104,0.008587146226542313
27-4,Combretum latifolium,Combretaceae,liana,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,70.35809792433963,65.92870957,0.294091747,0.292583031,0.225333333,0.225666667,63.599,0.0020849449684912646,0.006254834905473794
27-5,Combretum latifolium,Combretaceae,liana,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,101.36336142055426,59.62142016,0.432638228,0.251567174,0.237,0.221,101.96,0.0030037342767624247,0.009011202830287274
27-6,Combretum latifolium,Combretaceae,liana,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,108.51842219964625,95.96479815,0.425917634,0.410105975,0.234,0.240333333,110.676,0.0032157625778495174,0.009647287733548553
28-1,Lithocarpus craibianus,Fagaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,82.28319927229953,90.70297722,0.367845015,0.441735279,0.205333333,0.211,77.186,0.002438325471769143,0.007314976415307429
28-2,Lithocarpus craibianus,Fagaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,73.93562832978775,77.99083508,0.342989913,0.387371697,0.201333333,0.203333333,44.954,0.0021909591195060437,0.0065728773585181305
28-3,Lithocarpus craibianus,Fagaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,76.32064859301889,81.75371608,0.364204053,0.392417837,0.208333333,0.197666667,43.998,0.002261635219973126,0.006784905659919379
28-4,Lithocarpus craibianus,Fagaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,75.12813846140331,90.3419233,0.348522009,0.421501975,0.214333333,0.203333333,57.703,0.0022262971697395847,0.006678891509218754
28-5,Lithocarpus craibianus,Fagaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,88.2457499409788,74.87276805,0.316500361,0.315475146,0.237333333,0.263,57.965,0.0026150157232510047,0.007845047169753015
28-6,Lithocarpus craibianus,Fagaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,78.70566886685141,82.7105073,0.322785739,0.407440923,0.203,0.23,84.427,0.0023323113207543637,0.006996933962263092
29-1,Duabanga grandiflora,Lythraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,144.29372625412736,123.1444008,0.377030434,0.426597231,0.288666667,0.361,256.723,0.004275904087997309,0.012827712263991925
29-2,Duabanga grandiflora,Lythraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,118.05850333738208,171.404861,0.308764547,0.508117177,0.337333333,0.360666667,318.124,0.003498466982231089,0.010495400946693267
29-3,Duabanga grandiflora,Lythraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,138.33117554304246,110.6354421,0.390669729,0.381063521,0.290333333,0.334,314.411,0.004099213835258826,0.012297641505776476
29-4,Duabanga grandiflora,Lythraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,124.02105394245282,122.7157794,0.373755198,0.412721231,0.297333333,0.313,292.66,0.0036751572318280187,0.011025471695484056
29-5,Duabanga grandiflora,Lythraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,149.0637668229953,154.8547972,0.386638196,0.515609758,0.300333333,0.363666667,248.239,0.0044172562901880945,0.013251768870564283
29-6,Duabanga grandiflora,Lythraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,101.36336142055426,151.8472524,0.337855295,0.407097191,0.373,0.283,354.31,0.0030037342767624247,0.009011202830287274
30-1,Croton tiglium spp. A,Euphorbiaceae,tree,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,62.01052698182784,76.08695652,0.293441581,0.377290693,0.201666667,0.199333333,105.432,0.001837578616228165,0.005512735848684495
30-2,Croton tiglium spp. A,Euphorbiaceae,tree,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,52.470445907700466,70.73376933,0.249129933,0.360273868,0.196333333,0.198666667,102.907,0.001554874213731524,0.004664622641194572
30-3,Croton tiglium spp. A,Euphorbiaceae,tree,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,56.04797631314858,64.20274551,0.267914146,0.353409608,0.181666667,0.197333333,75.76,0.001660888364746303,0.004982665094238909
30-4,Croton tiglium spp. A,Euphorbiaceae,tree,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,53.662956049917454,71.37619164,0.280177155,0.395801432,0.180333333,0.180666667,77.729,0.0015902122642792206,0.004770636792837662
30-5,Croton tiglium spp. A,Euphorbiaceae,tree,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,56.04797631314858,60.3335881,0.254582944,0.352828001,0.171,0.207666667,66.729,0.001660888364746303,0.004982665094238909
30-6,Croton tiglium spp. A,Euphorbiaceae,tree,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,54.85546618153302,66.64802206,0.278191033,0.368221116,0.181,0.186,103.694,0.0016255503145127619,0.0048766509435382854
31-1,Croton tiglium spp. B,Euphorbiaceae,tree,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,60.818016850212274,48.62434429,0.303533487,0.322015525,0.151,0.189,46.705,0.0018022405659946239,0.005406721697983872
31-2,Croton tiglium spp. B,Euphorbiaceae,tree,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,76.32064859301889,44.69834976,0.352897064,0.240745151,0.185666667,0.204,74.656,0.002261635219973126,0.006784905659919379
31-3,Croton tiglium spp. B,Euphorbiaceae,tree,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,70.35809792433963,53.88516401,0.234235426,0.279197741,0.193,0.283333333,52.649,0.0020849449684912646,0.006254834905473794
31-4,Croton tiglium spp. B,Euphorbiaceae,tree,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,75.12813846140331,53.54234244,0.329609962,0.274107555,0.195333333,0.215,71.831,0.0022262971697395847,0.006678891509218754
31-5,Croton tiglium spp. B,Euphorbiaceae,tree,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,76.32064859301889,47.54974755,0.356391095,0.255643804,0.186,0.202,67.34,0.002261635219973126,0.006784905659919379
31-6,Croton tiglium spp. B,Euphorbiaceae,tree,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,75.12813846140331,51.18775604,0.347383048,0.267066553,0.191666667,0.204,73.963,0.0022262971697395847,0.006678891509218754
32-1,Fissistigma polyanthum,Annonaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,84.66821953553067,76.12211888,0.296528528,0.340845308,0.223333333,0.269333333,69.244,0.0025090015722362253,0.007527004716708676
32-2,Fissistigma polyanthum,Annonaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,88.2457499409788,73.4472874,0.351716599,0.338466762,0.217,0.236666667,47.095,0.0026150157232510047,0.007845047169753015
32-3,Fissistigma polyanthum,Annonaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,79.89817899846697,76.51529822,0.363499579,0.364358563,0.21,0.207333333,41.312,0.002367649370987905,0.007102948112963715
32-4,Fissistigma polyanthum,Annonaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,82.28319927229953,74.32129067,0.383601144,0.374100456,0.198666667,0.202333333,33.409,0.002438325471769143,0.007314976415307429
32-5,Fissistigma polyanthum,Annonaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,94.20830060965802,72.6559263,0.397305031,0.333284066,0.218,0.223666667,41.029,0.0027917059747328663,0.0083751179241986
32-6,Fissistigma polyanthum,Annonaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,87.0532398093632,78.26900922,0.357538762,0.37750326,0.207333333,0.229666667,41.664,0.002579677673017463,0.00773903301905239
33-1,Cleidion brevipetiolatum,Euphorbiaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,63.20303712404482,60.327339,0.282101961,0.310965665,0.194,0.211333333,116.332,0.0018729166667758616,0.005618750000327585
33-2,Cleidion brevipetiolatum,Euphorbiaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,54.85546618153302,65.30503682,0.259149576,0.338953478,0.192666667,0.199666667,71.434,0.0016255503145127619,0.0048766509435382854
33-3,Cleidion brevipetiolatum,Euphorbiaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,57.24048644476416,68.08598778,0.248435203,0.346199938,0.196666667,0.217333333,67.591,0.0016962264149798444,0.0050886792449395335
33-4,Cleidion brevipetiolatum,Euphorbiaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,58.43299658698113,69.12503784,0.26886883,0.349705082,0.197666667,0.205,82.575,0.0017315644655275409,0.005194693396582623
33-5,Cleidion brevipetiolatum,Euphorbiaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,60.818016850212274,66.99481431,0.308982921,0.357623564,0.187333333,0.185666667,83.499,0.0018022405659946239,0.005406721697983872
33-6,Cleidion brevipetiolatum,Euphorbiaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,58.43299658698113,68.80125368,0.3155617,0.346897077,0.198333333,0.174666667,112.309,0.0017315644655275409,0.005194693396582623
34-1,Uncaria laevigata,Rubiaceae,liana,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,72.74311819817218,71.91492504,0.398161062,0.401759358,0.179,0.172333333,67.705,0.002155621069272502,0.006466863207817507
34-2,Uncaria laevigata,Rubiaceae,liana,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,72.74311819817218,82.0146589,0.370232498,0.433176015,0.189333333,0.185333333,53.21,0.002155621069272502,0.006466863207817507
34-3,Uncaria laevigata,Rubiaceae,liana,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,65.58805738727594,70.10293691,0.347568913,0.388023636,0.180666667,0.178,79.369,0.0019435927672429437,0.005830778301728831
34-4,Uncaria laevigata,Rubiaceae,liana,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,65.58805738727594,83.78811704,0.363212915,0.451282498,0.185666667,0.170333333,64.866,0.0019435927672429437,0.005830778301728831
34-5,Uncaria laevigata,Rubiaceae,liana,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,72.74311819817218,71.45798406,0.421822272,0.396254995,0.180333333,0.162666667,67.998,0.002155621069272502,0.006466863207817507
34-6,Uncaria laevigata,Rubiaceae,liana,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,69.16558779272405,71.71613893,0.361784721,0.39990412,0.179333333,0.180333333,62.594,0.0020496069182577227,0.006148820754773169
35-1,Aglaia lawii,Meliaceae,tree,deciduous,compound,Mengla_Bubeng,TRF,Chen Yajun,116.8659931951651,133.179003,0.334386918,0.425945639,0.312666667,0.329666667,115.769,0.0034631289316833925,0.010389386795050177
35-2,Aglaia lawii,Meliaceae,tree,deciduous,compound,Mengla_Bubeng,TRF,Chen Yajun,122.82854380023586,129.144831,0.328526987,0.396961571,0.325333333,0.352666667,169.066,0.003639819181280323,0.01091945754384097
35-3,Aglaia lawii,Meliaceae,tree,deciduous,compound,Mengla_Bubeng,TRF,Chen Yajun,96.59332088349058,109.0501578,0.266673983,0.32945667,0.331,0.341666667,121.357,0.002862382075514104,0.008587146226542313
35-4,Aglaia lawii,Meliaceae,tree,deciduous,compound,Mengla_Bubeng,TRF,Chen Yajun,103.74838168378537,132.2643134,0.274895413,0.404066131,0.327333333,0.356,148.672,0.0030744103772295064,0.00922323113168852
35-5,Aglaia lawii,Meliaceae,tree,deciduous,compound,Mengla_Bubeng,TRF,Chen Yajun,118.05850333738208,106.8751678,0.32947065,0.33714564,0.317,0.338,145.291,0.003498466982231089,0.010495400946693267
35-6,Aglaia lawii,Meliaceae,tree,deciduous,compound,Mengla_Bubeng,TRF,Chen Yajun,107.32591205742925,93.22924843,0.337457818,0.293789648,0.317333333,0.3,210.213,0.00318042452730182,0.00954127358190546
36-1,Sargentodoxa cuneata,Lardizabalaceae,liana,deciduous,compound,Mengla_Bubeng,TRF,Chen Yajun,87.0532398093632,67.94565925,0.213100525,0.190146434,0.357333333,0.385333333,50.717,0.002579677673017463,0.00773903301905239
36-2,Sargentodoxa cuneata,Lardizabalaceae,liana,deciduous,compound,Mengla_Bubeng,TRF,Chen Yajun,58.43299658698113,85.22684095,0.167193459,0.232225725,0.367,0.329666667,52.636,0.0017315644655275409,0.005194693396582623
