id,species,family,growth_form,leaf_habit,leaf_type,location,biomes,data_contributor,lma_disc,lma_leaf,ld_disc,ld_leaf,lt,lt_disc,la,dry_mass_disc2,dry_mass_disc
239-2,Bauhinia calciphila,Leguminosae,liana,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,53.662956049917454,88.13576835,0.374953131,0.499824773,0.176333333,0.135,38.713,0.0015902122642792206,0.004770636792837662
239-3,Bauhinia calciphila,Leguminosae,liana,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,51.27793577608491,72.87559483,0.297350126,0.443462038,0.164333333,0.162666667,36.775,0.0015195361634979829,0.004558608490493949
239-4,Bauhinia calciphila,Leguminosae,liana,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,57.24048644476416,57.37345381,0.300519021,0.366994374,0.156333333,0.179666667,34.197,0.0016962264149798444,0.0050886792449395335
239-5,Bauhinia calciphila,Leguminosae,liana,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,45.31538510740566,57.42728725,0.267154106,0.349456109,0.164333333,0.16,26.921,0.001342845912016121,0.004028537736048363
239-6,Bauhinia calciphila,Leguminosae,liana,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,48.892915512853776,91.84586329,0.266585174,0.49203141,0.186666667,0.173,30.181,0.0014488600630309003,0.004346580189092701
242-1,Cissus repanda,Vitaceae,liana,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,57.24048644476416,122.4387489,0.238205518,0.45291769,0.270333333,0.226666667,157.589,0.0016962264149798444,0.0050886792449395335
242-2,Cissus repanda,Vitaceae,liana,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,85.86072967774764,89.45694414,0.310306039,0.358784535,0.249333333,0.261,170.093,0.002544339622783922,0.0076330188683517665
242-3,Cissus repanda,Vitaceae,liana,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,66.7805675188915,71.47222859,0.240427962,0.299464645,0.238666667,0.262,130.89,0.0019789308174764848,0.005936792452429455
242-4,Cissus repanda,Vitaceae,liana,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,67.97307766110849,93.88896186,0.267525669,0.380630926,0.246666667,0.239666667,106.594,0.0020142688680241817,0.006042806604072545
242-5,Cissus repanda,Vitaceae,liana,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,75.12813846140331,109.9803673,0.298593294,0.438168794,0.251,0.237333333,80.478,0.0022262971697395847,0.006678891509218754
242-6,Cissus repanda,Vitaceae,liana,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,73.93562832978775,118.1896714,0.288187117,0.461078042,0.256333333,0.242,100.711,0.0021909591195060437,0.0065728773585181305
243-1,Argyreia osyrensis,Convolvulaceae,liana,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,75.12813846140331,81.67515403,0.22713507,0.232692747,0.351,0.312,127.248,0.0022262971697395847,0.006678891509218754
243-2,Argyreia osyrensis,Convolvulaceae,liana,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,72.74311819817218,NA,0.208138796,NA,0.381,0.329666667,NA,0.002155621069272502,0.006466863207817507
243-3,Argyreia osyrensis,Convolvulaceae,liana,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,65.58805738727594,NA,0.173136007,NA,0.364333333,0.357333333,NA,0.0019435927672429437,0.005830778301728831
243-4,Argyreia osyrensis,Convolvulaceae,liana,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,62.01052698182784,NA,0.177071711,NA,0.375333333,0.330333333,NA,0.001837578616228165,0.005512735848684495
243-5,Argyreia osyrensis,Convolvulaceae,liana,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,60.818016850212274,NA,0.167090764,NA,0.373,0.343333333,NA,0.0018022405659946239,0.005406721697983872
243-6,Argyreia osyrensis,Convolvulaceae,liana,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,63.20303712404482,NA,0.167465022,NA,0.364333333,0.356,NA,0.0018729166667758616,0.005618750000327585
244-1,Bauhinia championii,Leguminosae,liana,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,58.43299658698113,69.12602578,0.24245503,0.254764223,0.271333333,0.227333333,66.169,0.0017315644655275409,0.005194693396582623
244-2,Bauhinia championii,Leguminosae,liana,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,65.58805738727594,84.80930131,0.261043319,0.378050377,0.224333333,0.237,55.218,0.0019435927672429437,0.005830778301728831
244-3,Bauhinia championii,Leguminosae,liana,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,75.12813846140331,90.2019143,0.314494712,0.362742283,0.248666667,0.225333333,29.567,0.0022262971697395847,0.006678891509218754
244-4,Bauhinia championii,Leguminosae,liana,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,60.818016850212274,87.50708285,0.271029113,0.332726551,0.263,0.211666667,40.591,0.0018022405659946239,0.005406721697983872
244-5,Bauhinia championii,Leguminosae,liana,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,60.818016850212274,79.69705954,0.254590957,0.323971787,0.246,0.225333333,37.103,0.0018022405659946239,0.005406721697983872
244-6,Bauhinia championii,Leguminosae,liana,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,66.7805675188915,78.82329635,0.283322905,0.332120631,0.237333333,0.222333333,50.48,0.0019789308174764848,0.005936792452429455
247-1,Jasminum seguinii,Oleaceae,liana,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,91.8232803464269,96.90372521,0.306779834,0.305368882,0.317333333,0.282333333,20.67,0.002721029874265784,0.008163089622797352
247-2,Jasminum seguinii,Oleaceae,liana,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,88.2457499409788,105.0473186,0.257973952,0.305074497,0.344333333,0.322666667,28.53,0.0026150157232510047,0.007845047169753015
247-3,Jasminum seguinii,Oleaceae,liana,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,87.0532398093632,49.58869731,0.297517158,0.249607537,0.198666667,0.276,21.517,0.002579677673017463,0.00773903301905239
247-4,Jasminum seguinii,Oleaceae,liana,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,100.17085128893869,109.8604612,0.284032632,0.313290289,0.350666667,0.332666667,23.721,0.0029683962265288836,0.00890518867958665
247-5,Jasminum seguinii,Oleaceae,liana,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,93.01579047804246,50.80250583,0.25555058,0.241151135,0.210666667,0.343333333,21.869,0.002756367924499325,0.008269103773497976
247-6,Jasminum seguinii,Oleaceae,liana,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,85.86072967774764,51.24373313,0.267587697,0.226408247,0.226333333,0.302666667,20.744,0.002544339622783922,0.0076330188683517665
249-1,Ficus racemosa,Moraceae,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,67.97307766110849,98.78320387,0.329933029,0.408758085,0.241666667,0.194333333,36.818,0.0020142688680241817,0.006042806604072545
249-2,Ficus racemosa,Moraceae,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,57.24048644476416,63.54164753,0.293974143,0.3161276,0.201,0.183666667,54.421,0.0016962264149798444,0.0050886792449395335
249-3,Ficus racemosa,Moraceae,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,102.55587155216982,51.04531221,0.378375128,0.272969584,0.187,0.255666667,43.432,0.0030390723269959658,0.009117216980987898
249-4,Ficus racemosa,Moraceae,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,96.59332088349058,54.48222175,0.393862871,0.270607062,0.201333333,0.231333333,98.913,0.002862382075514104,0.008587146226542313
249-5,Ficus racemosa,Moraceae,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,98.9783411467217,106.0246076,0.364700506,0.465020209,0.228,0.256,94.28,0.0029330581759811868,0.00879917452794356
249-6,Ficus racemosa,Moraceae,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,93.01579047804246,111.9959492,0.411920341,0.431860987,0.259333333,0.213,43.448,0.002756367924499325,0.008269103773497976
250-1,Burretiodendron kydiifolium,Malvaceae,tree,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,76.32064859301889,63.60772841,0.305046615,0.322336462,0.197333333,0.236,111.433,0.002261635219973126,0.006784905659919379
250-2,Burretiodendron kydiifolium,Malvaceae,tree,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,98.9783411467217,74.82681337,0.349239387,0.318411972,0.235,0.267333333,98.16,0.0029330581759811868,0.00879917452794356
250-3,Burretiodendron kydiifolium,Malvaceae,tree,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,77.51315873523585,62.3403441,0.320215448,0.329262381,0.189333333,0.228333333,112.351,0.0022969732705208227,0.006890919811562468
250-4,Burretiodendron kydiifolium,Malvaceae,tree,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,69.16558779272405,87.02351129,0.315177994,0.327566542,0.265666667,0.207,85.023,0.0020496069182577227,0.006148820754773169
250-5,Burretiodendron kydiifolium,Malvaceae,tree,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,84.66821953553067,86.54322588,0.394070807,0.365675602,0.236666667,0.202666667,131.183,0.0025090015722362253,0.007527004716708676
250-6,Burretiodendron kydiifolium,Malvaceae,tree,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,91.8232803464269,78.10080351,0.384951881,0.354466582,0.220333333,0.225,102.675,0.002721029874265784,0.008163089622797352
251-1,Lannea coromandelica,Anacardiaceae,tree,deciduous,compound,Yuanjiang_Savanna,HDS,Chen Yajun,73.93562832978775,69.04963937,0.36386756,0.323670185,0.21333333300000001,0.191666667,37.712,0.0021909591195060437,0.0065728773585181305
251-2,Lannea coromandelica,Anacardiaceae,tree,deciduous,compound,Yuanjiang_Savanna,HDS,Chen Yajun,63.20303712404482,73.04105834,0.33555843,0.327538378,0.223,0.177666667,48.151,0.0018729166667758616,0.005618750000327585
251-3,Lannea coromandelica,Anacardiaceae,tree,deciduous,compound,Yuanjiang_Savanna,HDS,Chen Yajun,67.97307766110849,71.20796156,0.303871969,0.336415566,0.211666667,0.211,40.796,0.0020142688680241817,0.006042806604072545
251-4,Lannea coromandelica,Anacardiaceae,tree,deciduous,compound,Yuanjiang_Savanna,HDS,Chen Yajun,62.01052698182784,68.86034864,0.347481317,0.332658689,0.207,0.168333333,35.739,0.001837578616228165,0.005512735848684495
251-5,Lannea coromandelica,Anacardiaceae,tree,deciduous,compound,Yuanjiang_Savanna,HDS,Chen Yajun,64.39554725566038,71.56909894,0.305750372,0.298204579,0.24,0.198666667,45.746,0.0019082547170094024,0.0057247641510282075
251-6,Lannea coromandelica,Anacardiaceae,tree,deciduous,compound,Yuanjiang_Savanna,HDS,Chen Yajun,66.7805675188915,72.02334964,0.356559204,0.323943102,0.222333333,0.176666667,34.947,0.0019789308174764848,0.005936792452429455
253-1,Strophioblachia fimbricalyx,Euphorbiaceae,shrub,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,64.39554725566038,60.466783,0.310967955,0.303345065,0.199333333,0.195333333,64.184,0.0019082547170094024,0.0057247641510282075
253-2,Strophioblachia fimbricalyx,Euphorbiaceae,shrub,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,73.93562832978775,62.85654861,0.351636718,0.264845008,0.237333333,0.198333333,67.312,0.0021909591195060437,0.0065728773585181305
253-3,Strophioblachia fimbricalyx,Euphorbiaceae,shrub,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,54.85546618153302,52.84464371,0.270908545,0.235913588,0.224,0.191,68.919,0.0016255503145127619,0.0048766509435382854
253-4,Strophioblachia fimbricalyx,Euphorbiaceae,shrub,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,62.01052698182784,73.75502742,0.289567764,0.348998552,0.211333333,0.202,136.75,0.001837578616228165,0.005512735848684495
253-5,Strophioblachia fimbricalyx,Euphorbiaceae,shrub,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,66.7805675188915,68.39219856,0.355218756,0.351329787,0.194666667,0.177333333,150.485,0.0019789308174764848,0.005936792452429455
253-6,Strophioblachia fimbricalyx,Euphorbiaceae,shrub,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,69.16558779272405,59.30177633,0.297003846,0.23689125,0.250333333,0.219666667,139.726,0.0020496069182577227,0.006148820754773169
255-1,Tarenna depauperata,Rubiaceae,shrub,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,90.63077021481132,139.1763903,0.34425227,0.412578232,0.337333333,0.248333333,86.473,0.002685691824032242,0.008057075472096727
255-2,Tarenna depauperata,Rubiaceae,shrub,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,75.12813846140331,169.3299402,0.285750572,0.491761685,0.344333333,0.248,77.411,0.0022262971697395847,0.006678891509218754
255-3,Tarenna depauperata,Rubiaceae,shrub,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,87.0532398093632,155.4968075,0.306017648,0.424854665,0.366,0.268333333,64.683,0.002579677673017463,0.00773903301905239
255-4,Tarenna depauperata,Rubiaceae,shrub,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,98.9783411467217,148.6466564,0.277042521,0.408369935,0.364,0.337,67.832,0.0029330581759811868,0.00879917452794356
255-5,Tarenna depauperata,Rubiaceae,shrub,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,85.86072967774764,103.1788433,0.279275435,0.401995493,0.256666667,0.29,89.844,0.002544339622783922,0.0076330188683517665
255-6,Tarenna depauperata,Rubiaceae,shrub,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,88.2457499409788,114.7874746,0.292068755,0.439237785,0.261333333,0.285,80.061,0.0026150157232510047,0.007845047169753015
256-1,Trigonostemon tuberculatus,Euphorbiaceae,shrub,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,36.96781416489387,56.39900368,0.1511733,0.250662239,0.225,0.230666667,101.172,0.0010954795597530218,0.0032864386792590653
256-2,Trigonostemon tuberculatus,Euphorbiaceae,shrub,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,34.58279389106133,60.82340756,0.153630718,0.265218347,0.229333333,0.212333333,77.24,0.001024803458971784,0.0030744103769153523
256-3,Trigonostemon tuberculatus,Euphorbiaceae,shrub,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,26.235222959150946,57.54605374,0.131399504,0.270592729,0.212666667,0.188333333,94.672,7.774371070228397e-4,0.002332311321068519
256-4,Trigonostemon tuberculatus,Euphorbiaceae,shrub,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,32.19777362783019,56.3896974,0.138892699,0.299414322,0.188333333,0.218666667,91.045,9.541273585047012e-4,0.0028623820755141038
256-5,Trigonostemon tuberculatus,Euphorbiaceae,shrub,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,28.62024322238208,61.43178866,0.119102759,0.269832161,0.227666667,0.226666667,107.013,8.481132074899222e-4,0.0025443396224697668
256-6,Trigonostemon tuberculatus,Euphorbiaceae,shrub,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,32.19777362783019,55.78665519,0.145085368,0.307646996,0.181333333,0.209333333,83.658,9.541273585047012e-4,0.0028623820755141038
258-1,Campylotropis delavayi,Leguminosae,shrub,evergreen,compound,Yuanjiang_Savanna,HDS,Chen Yajun,85.86072967774764,86.57876944,0.259582937,0.269715793,0.321,0.312,29.58,0.002544339622783922,0.0076330188683517665
258-2,Campylotropis delavayi,Leguminosae,shrub,evergreen,compound,Yuanjiang_Savanna,HDS,Chen Yajun,77.51315873523585,87.19617225,0.222011722,0.285576983,0.305333333,0.329333333,26.125,0.0022969732705208227,0.006890919811562468
258-3,Campylotropis delavayi,Leguminosae,shrub,evergreen,compound,Yuanjiang_Savanna,HDS,Chen Yajun,91.8232803464269,96.55649766,0.262467192,0.308487213,0.313,0.33,23.116,0.002721029874265784,0.008163089622797352
258-4,Campylotropis delavayi,Leguminosae,shrub,evergreen,compound,Yuanjiang_Savanna,HDS,Chen Yajun,87.0532398093632,94.99436665,0.256341527,0.291990881,0.325333333,0.320333333,31.065,0.002579677673017463,0.00773903301905239
258-5,Campylotropis delavayi,Leguminosae,shrub,evergreen,compound,Yuanjiang_Savanna,HDS,Chen Yajun,98.9783411467217,90.48976224,0.288158425,0.290652341,0.311333333,0.324,26.666,0.0029330581759811868,0.00879917452794356
258-6,Campylotropis delavayi,Leguminosae,shrub,evergreen,compound,Yuanjiang_Savanna,HDS,Chen Yajun,89.43826007259436,92.59322672,0.264189315,0.292399663,0.316666667,0.319333333,29.203,0.002650353773484546,0.007951061320453638
259-1,Bauhinia brachycarpa,Leguminosae,shrub,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,87.0532398093632,63.9183239,0.416826069,0.433834778,0.147333333,0.197,20.667,0.002579677673017463,0.00773903301905239
259-2,Bauhinia brachycarpa,Leguminosae,shrub,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,69.16558779272405,85.61066395,0.336298169,0.42805332,0.2,0.194,31.433,0.0020496069182577227,0.006148820754773169
259-3,Bauhinia brachycarpa,Leguminosae,shrub,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,73.93562832978775,84.77928616,0.340755451,0.426026564,0.199,0.204666667,22.246,0.0021909591195060437,0.0065728773585181305
259-4,Bauhinia brachycarpa,Leguminosae,shrub,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,70.35809792433963,61.23864575,0.281612606,0.340845895,0.179666667,0.235666667,30.275,0.0020849449684912646,0.006254834905473794
259-5,Bauhinia brachycarpa,Leguminosae,shrub,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,63.20303712404482,69.50970096,0.341321839,0.348128719,0.199666667,0.174666667,36.182,0.0018729166667758616,0.005618750000327585
259-6,Bauhinia brachycarpa,Leguminosae,shrub,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,67.97307766110849,66.59281142,0.381648722,0.40771109,0.163333333,0.168,24.372,0.0020142688680241817,0.006042806604072545
260-1,Terminalia franchetii,Combretaceae,tree,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,67.97307766110849,91.83727451,0.358863724,0.505526282,0.181666667,0.178666667,37.806,0.0020142688680241817,0.006042806604072545
260-2,Terminalia franchetii,Combretaceae,tree,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,93.01579047804246,76.37483502,0.443126427,0.444901952,0.171666667,0.198,34.095,0.002756367924499325,0.008269103773497976
260-3,Terminalia franchetii,Combretaceae,tree,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,79.89817899846697,91.89677815,0.454009514,0.481134964,0.191,0.166,58.631,0.002367649370987905,0.007102948112963715
260-4,Terminalia franchetii,Combretaceae,tree,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,89.43826007259436,88.17352384,0.431164162,0.495356876,0.178,0.195666667,29.045,0.002650353773484546,0.007951061320453638
260-5,Terminalia franchetii,Combretaceae,tree,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,75.12813846140331,89.86627162,0.3996211,0.455403403,0.197333333,0.177333333,49.952,0.0022262971697395847,0.006678891509218754
260-6,Terminalia franchetii,Combretaceae,tree,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,98.9783411467217,99.95065905,0.455430876,0.50822369,0.196666667,0.205,42.561,0.0029330581759811868,0.00879917452794356
262-1,Woodfordia fruticosa,Lythraceae,shrub,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,103.74838168378537,106.8916492,0.279076332,0.327219334,0.326666667,0.350666667,26.728,0.0030744103772295064,0.00922323113168852
262-2,Woodfordia fruticosa,Lythraceae,shrub,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,93.01579047804246,98.35812246,0.280914726,0.314243203,0.313,0.312333333,25.885,0.002756367924499325,0.008269103773497976
262-3,Woodfordia fruticosa,Lythraceae,shrub,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,90.63077021481132,99.18040784,0.285599044,0.350460805,0.283,0.299333333,20.498,0.002685691824032242,0.008057075472096727
262-4,Woodfordia fruticosa,Lythraceae,shrub,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,98.9783411467217,98.13016379,0.301172031,0.318604428,0.308,0.31,20.697,0.0029330581759811868,0.00879917452794356
262-5,Woodfordia fruticosa,Lythraceae,shrub,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,94.20830060965802,112.9109589,0.292957886,0.344240728,0.328,0.303333333,29.2,0.0027917059747328663,0.0083751179241986
262-6,Woodfordia fruticosa,Lythraceae,shrub,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,79.89817899846697,103.7248505,0.290239715,0.367384358,0.282333333,0.259666667,29.424,0.002367649370987905,0.007102948112963715
263-1,Polyalthia cerasoides,Annonaceae,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,73.93562832978775,69.19016988,0.422674438,0.437912468,0.158,0.165,36.378,0.0021909591195060437,0.0065728773585181305
263-2,Polyalthia cerasoides,Annonaceae,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,62.01052698182784,60.33671651,0.398813785,0.38349608,0.157333333,0.146666667,49.953,0.001837578616228165,0.005512735848684495
263-3,Polyalthia cerasoides,Annonaceae,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,64.39554725566038,62.7588404,0.385258397,0.436836476,0.143666667,0.157666667,37.668,0.0019082547170094024,0.0057247641510282075
263-4,Polyalthia cerasoides,Annonaceae,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,67.97307766110849,57.29823875,0.348461877,0.400686984,0.143,0.184,56.267,0.0020142688680241817,0.006042806604072545
263-5,Polyalthia cerasoides,Annonaceae,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,65.58805738727594,59.53281237,0.366801976,0.447615131,0.133,0.168666667,47.604,0.0019435927672429437,0.005830778301728831
263-6,Polyalthia cerasoides,Annonaceae,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,62.01052698182784,76.2927556,0.363308624,0.40013683,0.190666667,0.161,32.218,0.001837578616228165,0.005512735848684495
264-1,Diospyros yunnanensis,Ebenaceae,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,139.52368568525944,136,0.516787496,0.503082614,0.270333333,0.254666667,5.375,0.004134551885806521,0.012403655657419565
264-2,Diospyros yunnanensis,Ebenaceae,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,144.29372625412736,116.0671463,0.561656065,0.416011277,0.279,0.242333333,4.17,0.004275904087997309,0.012827712263991925
264-3,Diospyros yunnanensis,Ebenaceae,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,135.94615536462265,116.5275459,0.514307369,0.456374201,0.255333333,0.249333333,5.99,0.004028537737304985,0.012085613211914955
264-4,Diospyros yunnanensis,Ebenaceae,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,103.74838168378537,124.5755139,0.393550002,0.479751658,0.259666667,0.248666667,5.595,0.0030744103772295064,0.00922323113168852
264-5,Diospyros yunnanensis,Ebenaceae,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,145.48623639634437,124.9390739,0.549664269,0.47325406800000003,0.264,0.249666667,6.155,0.004311242138545004,0.012933726415635014
264-6,Diospyros yunnanensis,Ebenaceae,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,144.29372625412736,116.9201521,0.437646259,0.441763799,0.264666667,0.311,5.26,0.004275904087997309,0.012827712263991925
265-1,Psidium guajava,Myrtaceae?,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,73.93562832978775,86.47843178,0.346397098,0.357841787,0.241666667,0.201333333,38.923,0.0021909591195060437,0.0065728773585181305
265-2,Psidium guajava,Myrtaceae?,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,81.09068914068398,85.73202919,0.399775812,0.358711419,0.239,0.191333333,32.205,0.0024029874215356017,0.007208962264606805
265-3,Psidium guajava,Myrtaceae?,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,77.51315873523585,94.25957002,0.274184477,0.404547511,0.233,0.266666667,31.583,0.0022969732705208227,0.006890919811562468
265-4,Psidium guajava,Myrtaceae?,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,83.47570940391509,86.21570454,0.363976075,0.354797138,0.243,0.216333333,33.277,0.002473663522002684,0.007420990566008053
265-5,Psidium guajava,Myrtaceae?,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,84.66821953553067,89.86849297,0.381520781,0.37497285,0.239666667,0.209333333,31.101,0.0025090015722362253,0.007527004716708676
265-6,Psidium guajava,Myrtaceae?,tree,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,77.51315873523585,87.56850303,0.357243618,0.381285209,0.229666667,0.204666667,34.67,0.0022969732705208227,0.006890919811562468
266-1,Bridelia stipularis,Phyllanthaceae,liana,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,75.12813846140331,86.60080272,0.374293002,0.46980544,0.184333333,0.189333333,19.434,0.0022262971697395847,0.006678891509218754
266-2,Bridelia stipularis,Phyllanthaceae,liana,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,94.20830060965802,81.81468994,0.423834143,0.403690904,0.202666667,0.209666667,23.431,0.0027917059747328663,0.0083751179241986
266-3,Bridelia stipularis,Phyllanthaceae,liana,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,98.9783411467217,83.06639168,0.436957861,0.469301648,0.177,0.213666667,22.789,0.0029330581759811868,0.00879917452794356
266-4,Bridelia stipularis,Phyllanthaceae,liana,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,79.89817899846697,78.20982478,0.399464201,0.439381038,0.178,0.188666667,22.657,0.002367649370987905,0.007102948112963715
266-5,Bridelia stipularis,Phyllanthaceae,liana,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,94.20830060965802,88.15071307,0.482955935,0.423801505,0.208,0.184,17.039,0.0027917059747328663,0.0083751179241986
266-6,Bridelia stipularis,Phyllanthaceae,liana,deciduous,single,Yuanjiang_Savanna,HDS,Chen Yajun,84.66821953553067,78.39515674,0.377910174,0.386183038,0.203,0.211333333,19.491,0.0025090015722362253,0.007527004716708676
267-1,Maytenus hookeri,Celastraceae,shrub,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,101.36336142055426,81.85361628,0.373002789,0.312816368,0.261666667,0.256333333,9.236,0.0030037342767624247,0.009011202830287274
267-2,Maytenus hookeri,Celastraceae,shrub,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,102.55587155216982,81.47058824,0.357406063,0.331630617,0.245666667,0.270666667,6.8,0.0030390723269959658,0.009117216980987898
267-3,Maytenus hookeri,Celastraceae,shrub,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,88.2457499409788,74.33217189,0.321802558,0.33283062,0.223333333,0.258666667,11.193,0.0026150157232510047,0.007845047169753015
267-4,Maytenus hookeri,Celastraceae,shrub,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,89.43826007259436,74.76635514,0.324895203,0.318606627,0.234666667,0.259666667,8.774,0.002650353773484546,0.007951061320453638
267-5,Maytenus hookeri,Celastraceae,shrub,evergreen,single,Yuanjiang_Savanna,HDS,Chen Yajun,89.43826007259436,72.34088226,0.324478671,0.292483351,0.247333333,0.26,9.317,0.002650353773484546,0.007951061320453638
