Species,Family,Growthform,EveDec,LeafType,Location,Garden,MAT,MAP,Biomes,Contributor,LMAdisc,LMAleaf,LDdisc,LDleaf,LDMCdisc,LDMCleaf,LTleaf,LTdisc,LAleaf
Pterospermum menglunense,Malvaceae,T,D,S,Mengla_Bubeng,NO,NA,NA,TRF,Chen Yajun,89.04075668832155,97.78799108666666,0.2802288645,0.33060809466666663,0.46618452433333335,0.4398425675,0.2958888888333333,0.2961666668333333,27.643
Ilex godajam,Aquifoliaceae,T,E,S,Mengla_Bubeng,NO,NA,NA,TRF,Chen Yajun,84.27071615832548,87.0512333,0.30864238683333334,0.37727999166666665,0.4647860225,0.383747655,0.23099999999999998,0.2594444445,40.19466666666667
Olea europaea,Oleaceae,T,E,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,165.16265361924138,138.28567998333332,0.388259696,0.353074508,0.4580895368333333,0.4209308296666667,0.3893333333333333,0.40099999999999997,5.545166666666667
Callicarpa nudiflora,Lamiaceae,S,D,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,71.35185637088641,53.75642296666667,0.3832567221666667,0.302146944,0.5361566893333334,0.2322021845,0.18,0.17755555550000002,113.288
Myriopteron extensum,Apocynaceae,L,D,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,48.69416381895047,39.850252311666665,0.21152524,0.19007329916666668,0.38194124133333335,0.20758430533333333,0.20816666666666667,0.2165,110.39016666666667
Dregea volubilis,Apocynaceae,L,D,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,36.76906247805818,60.799669718000004,0.16980156800000001,0.244501197,0.2459522125,0.2178574315,0.2408333335,0.20516666666666666,170.0072
Bombax ceiba,Malvaceae,T,D,C,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,118.65475835548351,117.12779271666666,0.3097480516666667,0.3268295938333333,0.3721703275,0.31193819733333333,0.35972222216666666,0.36161111116666667,68.767
Bauhinia calciphila,Leguminosae,L,E,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,50.880432400646626,71.75916811333333,0.30068416833333333,0.43262463633333337,0.333221412,0.408028682,0.16494444433333333,0.160888889,33.622166666666665
Cissus repanda,Vitaceae,L,D,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,71.15310468228381,100.90448703166666,0.2738742665,0.39850743866666666,0.3546622106666667,0.2641401015,0.25205555550000003,0.24477777783333332,124.3925
Argyreia osyrensis,Convolvulaceae,L,D,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,66.58181583382273,81.67515403,0.186672895,0.232692747,0.2789127361666667,0.26914058166666666,0.36816666649999996,0.338111111,127.248
Bauhinia championii,Leguminosae,L,E,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,64.59429894249607,81.694113355,0.271156006,0.33072930866666667,0.3254760663333333,0.38163946616666666,0.24844444433333335,0.22483333316666665,46.52133333333333
Jasminum seguinii,Oleaceae,L,E,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,91.02827359024961,77.24107354666667,0.27824030883333334,0.2734834311666667,0.3408833741666667,0.26867642383333334,0.27466666666666667,0.3099444445,22.841833333333334
Ficus racemosa,Moraceae,T,E,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,86.05948136104954,80.97882369333333,0.36212766966666665,0.36089058783333333,0.46271729466666667,0.3035969065,0.21972222216666668,0.22233333333333333,61.885333333333335
Burretiodendron kydiifolium,Malvaceae,T,D,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,83.07820602494301,75.40707109333333,0.3447836886666667,0.3362865901666667,0.45721287483333334,0.34322704316666663,0.2240555555,0.22772222216666665,106.80416666666666
Lannea coromandelica,Anacardiaceae,T,D,C,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,66.38306414522013,70.95857608166666,0.33551480866666666,0.3237384165,0.409496563,0.33545476716666667,0.2195555555,0.1873333335,40.515166666666666
Strophioblachia fimbricalyx,Euphorbiaceae,S,D,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,65.19055401007076,62.93616293833333,0.31255059733333335,0.29022054166666666,0.42774964583333336,0.3586806123333333,0.21949999983333335,0.19727777766666668,104.56266666666667
Tarenna depauperata,Rubiaceae,S,E,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,87.649494875171,138.43601871666667,0.29740120016666666,0.4297996325,0.32475983783333334,0.388104031,0.321611111,0.2794444443333333,77.71733333333333
Trigonostemon tuberculatus,Euphorbiaceae,S,E,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,31.8002702488581,58.062767705,0.13988072466666668,0.277227799,0.22391856616666667,0.29816386966666664,0.21072222216666667,0.21433333333333332,92.46666666666667
Campylotropis delavayi,Leguminosae,S,E,C,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,88.44450163134827,91.40146582666667,0.258791853,0.2898038123333333,0.47066699283333335,0.38715465083333334,0.31544444433333335,0.32249999983333333,27.625833333333333
Bauhinia brachycarpa,Leguminosae,S,D,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,71.94811144022799,71.94157202333334,0.3497438093333333,0.39743339433333336,0.42526082183333336,0.3920072313333334,0.1815,0.19566666683333334,27.52916666666667
Terminalia franchetii,Combretaceae,T,D,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,84.07196446972289,89.68322369833334,0.42370263383333334,0.4817578611666667,0.4883172588333333,0.4694307503333333,0.18605555566666665,0.18677777783333332,42.015
Woodfordia fruticosa,Lythraceae,S,D,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,93.41329385524764,103.19935878166666,0.28832662233333334,0.337025476,0.3845102051666667,0.3440004253333333,0.30683333333333335,0.3058888888333333,25.405333333333335
Polyalthia cerasoides,Annonaceae,T,E,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,65.98556076624804,64.23492225166667,0.38088651616666663,0.4177806615,0.5475027641666667,0.41023276216666665,0.15427777783333332,0.1638333335,43.348
Diospyros yunnanensis,Ebenaceae,T,E,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,135.54865193971108,122.50490535,0.49560191,0.4617062695,0.5549910588333333,0.47082085500000004,0.2655,0.25927777783333333,5.424166666666666
Psidium guajava,Myrtaceae?,T,E,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,79.69942731339819,88.35378858833333,0.3538496435,0.37202598566666667,0.40401864033333335,0.3402703033333333,0.23766666683333332,0.21494444433333335,33.6265
Bridelia stipularis,Phyllanthaceae,L,D,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,87.84824656023979,82.706263155,0.41590255266666665,0.43202726216666665,0.4648147733333333,0.4312563601666667,0.19216666666666665,0.1994444445,20.806833333333334
Maytenus hookeri,Celastraceae,S,E,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,92.81703878943988,76.64839698166666,0.33716228033333334,0.31778355766666666,0.3636029888333333,0.339885131,0.2414444445,0.25955555566666666,8.802333333333333
Murraya exotica,Rutaceae,S,E,C,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,103.74838167848468,92.55542648,0.36882134850000003,0.393674117,0.4584707855,0.390977409,0.23805555533333334,0.2647222221666667,33.56733333333334
Carissa spinarum,Apocynaceae,S,E,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,141.51120259248822,151.07971081666668,0.3715395636666667,0.39169533916666666,0.41438399849999996,0.417129089,0.38505555533333335,0.3545555555,6.42
Salix myrtillacea,Salicaceae?,S,E,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,70.9543529919143,80.39141825833333,0.27894677533333334,0.3290909595,0.34712060933333333,0.33742722566666666,0.24433333333333335,0.23966666666666667,15.073833333333333
Trema angustifolia,Cannabaceae,T,D,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,44.12287497225629,54.08225651666667,0.24101301583333334,0.3176278278333333,0.27353481083333336,0.318021542,0.17122222233333334,0.17316666666666666,14.7195
Falconeria insignis,Euphorbiaceae,T,D,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,56.44547969035378,53.996084841666665,0.23051022633333335,0.24210100566666667,0.3087673378333333,0.22385289266666666,0.22249999983333335,0.232388889,87.54883333333333
Melochia corchorifolia,Sterculiaceae,S,E,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,55.054217870135616,75.81998651666667,0.177093633,0.2656432215,0.357784785,0.33441698266666664,0.286,0.2930555556666667,38.78183333333333
Mangifera indica,Anacardiaceae,T,E,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,70.35809792787343,109.12159491666667,0.3575788835,0.5266417886666667,0.3734165645,0.3872127951666667,0.20766666683333335,0.185611111,105.36083333333333
Haldina cordifolia,Rubiaceae,T,D,S,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,73.14062157184355,83.226588445,0.22645351366666666,0.2706821568333333,0.369120267,0.3267740471666667,0.3072777778333333,0.3063888888333333,142.32666666666665
Reinwardtia indica,Linaceae,S,E,C,Yuanjiang_Savanna,NO,NA,NA,HDS,Chen Yajun,118.65475838375393,97.340605355,0.3792114955,0.3068672591666667,0.4712525808333333,0.3692864855,0.3157777776666667,0.2955555555,18.692833333333333
Castanopsis wattii,Fagaceae,Trees,E,NA,Ailao_canopy,NO,11.7,1728,STF,Li Peifu,146.8152866,119.0193586,0.567767786,0.460274671,0.500481618,0.460778057,0.258583333,NA,21.136333333333333
Magnolia floribunda,Magnoliaceae,Trees,E,NA,Ailao_canopy,NO,11.7,1728,STF,Li Peifu,146.4968153,142.9056934,0.573123816,0.559074654,0.454145065,0.418049091,0.255611111,NA,36.74783333333333
Symplocos ramosissima,Symplocaceae,Trees,E,NA,Ailao_canopy,NO,11.7,1728,STF,Li Peifu,117.9759377,109.2527049,0.552724329,0.511855461,0.438225987,0.384731885,0.213444445,NA,36.804
Elaeocarpus japonicus,Elaeocarpaceae,Trees,E,NA,Ailao_canopy,NO,11.7,1728,STF,Li Peifu,155.3432413,148.281137,0.596072979,0.568974732,0.46826714,0.43021836,0.260611111,NA,24.064833333333333
Lithocarpus xylocarpus,Fagaceae,Trees,E,NA,Ailao_canopy,NO,11.7,1728,STF,Li Peifu,185.9872612,143.0237063,0.683916383,0.525929869,0.543173156,0.482037483,0.271944445,NA,30.537333333333333
Schima noronhae,Theaceae,Trees,E,NA,Ailao_canopy,NO,11.7,1728,STF,Li Peifu,153.6447275,139.2928714,0.607291413,0.550564709,0.426664218,0.437019035,0.253,NA,45.2485
Machilus yunnanensis,Lauraceae,Trees,E,NA,Ailao_canopy,NO,11.7,1728,STF,Li Peifu,153.0785563,154.1236117,0.661246463,0.665760742,0.550250143,0.498827995,0.2315,NA,24.787166666666668
Manglietia insignis,Magnoliaceae,Trees,E,NA,Ailao_canopy,NO,11.7,1728,STF,Li Peifu,137.3673036,135.8599256,0.420870036,0.416251687,0.390162734,0.342590963,0.326388889,NA,53.03966666666667
Hartia sinensis,Theaceae,Trees,E,NA,Ailao_canopy,NO,11.7,1728,STF,Li Peifu,206.227884,227.8454124,0.556286815,0.614598745,0.47551896,0.405051638,0.370722222,NA,15.352333333333332
Cyclobalanopsis stewardiana,Fagaceae,Trees,E,NA,Ailao_canopy,NO,11.7,1728,STF,Li Peifu,162.7034678,145.2541511,0.751517172,0.670919867,0.568044653,0.508645616,0.2165,NA,25.020833333333332
Anisoptera costata,Dipterocarpaceae,Trees,D,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,64.50860836,87.88325448,0.518314899,0.706125917,0.460913122,0.424828771,0.124458333,NA,67.53633333333333
Dipterocarpus alatus,Dipterocarpaceae,Trees,D,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,73.27833577,85.32368189,0.456089226,0.53106026,0.48029297,0.36658347,0.160666667,NA,89.245
Dipterocarpus gracilis,Dipterocarpaceae,Trees,E,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,92.00143477,88.00930833,0.617114153,0.590336334,0.434692743,0.416041807,0.149083333,NA,114.6976
Dipterocarpus intricatus,Dipterocarpaceae,Trees,D,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,101.6857963,163.1832567,0.513240612,0.823637889,0.453791049,0.489844647,0.198125,NA,164.3253
Dipterocarpus obtusifolius,Dipterocarpaceae,Trees,D,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,109.7022956,130.8860185,0.39897789,0.476021283,0.502464685,0.443687292,0.274958333,NA,98.5535
Dipterocarpus retusus,Dipterocarpaceae,Trees,E,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,71.23385944,174.8095434,0.492825778,1.20940589,0.378423153,0.45229013,0.144541667,NA,354.0983
Dipterocarpus rigidus,Dipterocarpaceae,Trees,E,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,92.75466289,124.8411355,0.5675961,0.763943714,0.459849305,0.391117995,0.163416667,NA,207.352
Dipterocarpus tuberculatus,Dipterocarpaceae,Trees,D,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,84.84576762,81.22782372,0.427703933,0.40946603,0.403440493,0.311565923,0.198375,NA,1409.9281
Dipterocarpus turbinatus,Dipterocarpaceae,Trees,D,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,70.05021525,78.85572655,0.48213512,0.542740875,0.437243906,0.387769015,0.145291667,NA,139.75333333333333
Dipterocarpus zeylanicus,Dipterocarpaceae,Trees,E,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,61.97991395,68.49505751,0.445098125,0.491885512,0.401840618,0.345088359,0.13925,NA,112.60366666666668
Hopea chinensis,Dipterocarpaceae,Trees,E,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,74.56958397,79.71577689,0.608317478,0.650298658,0.552402801,0.473372285,0.122583333,NA,26.5716
Hopea hainanensis,Dipterocarpaceae,Trees,E,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,83.23170736,89.86255786,0.525397415,0.567254441,0.513320084,0.431658565,0.158416667,NA,58.861666666666665
Hopea hongayensis,Dipterocarpaceae,Trees,E,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,73.54734581,92.15076544,0.489771447,0.613656594,0.448127247,0.438161282,0.150166667,NA,49.9236
Hopea mollisima,Dipterocarpaceae,Trees,E,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,70.15781927,93.8037948,0.540541784,0.722725865,0.525386809,0.522810848,0.129791667,NA,38.5538
Hopea odorata,Dipterocarpaceae,Trees,D,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,96.78981354,97.98663029,0.573144714,0.580231712,0.515065252,0.447816472,0.168875,NA,44.31885714285714
Hopea reticulata,Dipterocarpaceae,Trees,E,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,82.31707322,96.10431417,0.464084979,0.541814315,0.439656192,0.438126267,0.177375,NA,36.9475
Parashorea chinensis,Dipterocarpaceae,Trees,E,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,76.07604022,72.18934063,0.61248741,0.581195632,0.521465308,0.386629356,0.124208333,NA,54.950428571428574
Shorea assamica,Dipterocarpaceae,Trees,E,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,67.52152084,80.70458146,0.563461928,0.673473561,0.438634459,0.384862397,0.119833333,NA,62.5292
Shorea gratissima,Dipterocarpaceae,Trees,E,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,91.08680063,104.1643676,0.643154815,0.735494211,0.502571199,0.480961133,0.141625,NA,71.759
Shorea henryana,Dipterocarpaceae,Trees,E,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,81.45624108,99.70424905,0.513244891,0.628223151,0.484994488,0.408717243,0.158708333,NA,64.55183333333333
Shorea hypochra,Dipterocarpaceae,Trees,E,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,95.98278341,113.9370605,0.573459498,0.680729264,0.531646334,0.471235826,0.167375,NA,71.56633333333333
Shorea leprosula,Dipterocarpaceae,Trees,E,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,64.88522242,78.2912596,0.486487141,0.587001009,0.465838486,0.439950097,0.133375,NA,67.40283333333333
Shorea robusta,Dipterocarpaceae,Trees,D,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,73.97776188,101.087345,0.475486419,0.649731196,0.410747963,0.398665729,0.155583333,NA,75.31733333333334
Shorea roxburghii,Dipterocarpaceae,Trees,D,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,67.46771883,69.2746201,0.454838555,0.467019912,0.424562713,0.349926333,0.148333333,NA,57.98266666666667
Vatica diospyroides,Dipterocarpaceae,Trees,E,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,70.80344337,89.6180091,0.530362872,0.671295948,0.519094749,0.49361387,0.1335,NA,152.3271
Vatica guangxiensis,Dipterocarpaceae,Trees,E,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,68.54375901,87.47883031,0.511838896,0.65323333,0.451794188,0.471120431,0.133916667,NA,67.5836
Vatica mangachapoi,Dipterocarpaceae,Trees,E,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,86.08321382,117.5082324,0.581807135,0.794198137,0.515685641,0.504402644,0.147958333,NA,46.6694
Vatica odorata,Dipterocarpaceae,Trees,E,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,108.8952655,111.5871137,0.64197651,0.657845917,0.547596956,0.489006171,0.169625,NA,64.136
Vatica rassak,Dipterocarpaceae,Trees,E,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,99.31850795,149.1016899,0.499715763,0.750197182,0.465927671,0.453826644,0.19875,NA,140.17933333333335
Vatica xishuangbannaensis,Dipterocarpaceae,Trees,E,NA,Garden_dipterocarps,YES,21.4,1415,TRF,Chompoo,78.76614065,86.61096397,0.561612411,0.61754698,0.474736392,0.445546791,0.14025,NA,57.44714285714286
Cymbidium lancifolium Hook.,Orchidaceae,Orchids,E,NA,Garden_orchid,YES,21.4,1415,TRF,Chen Yajun,83.06178737,78.85821391,0.160196311,0.15208913,0.161571264,0.181309412,0.5185,NA,38.79816667
Dendrobium aphyllum (Roxb. ) C. E. Fischer,Orchidaceae,Orchids,E,NA,Garden_orchid,YES,21.4,1415,TRF,Chen Yajun,38.51505216,40.67199913,0.057442285,0.060659208,0.063261387,0.072446166,0.6705,NA,13.93316667
Dendrobium chrysanthum Lindl.,Orchidaceae,Orchids,E,NA,Garden_orchid,YES,21.4,1415,TRF,Chen Yajun,31.59437873,33.1881586,0.119487092,0.125514624,0.139351778,0.142823455,0.264416667,NA,13.24316667
Aglaia odorata Lour.,Orchidaceae,Orchids,E,NA,Garden_orchid,YES,21.4,1415,TRF,Chen Yajun,64.69325168,78.88760031,0.062803901,0.076583707,0.073427579,0.078391814,1.030083333,NA,14.42066667
Dendrobium fimbriatum Hook.,Orchidaceae,Orchids,E,NA,Garden_orchid,YES,21.4,1415,TRF,Chen Yajun,67.72285103,59.46997225,0.138374632,0.121511947,0.139533932,0.17127105,0.489416667,NA,20.75616667
Cymbidium eburneum Lindl.,Orchidaceae,Orchids,E,NA,Garden_orchid,YES,21.4,1415,TRF,Chen Yajun,113.6883461,103.9660768,0.222663645,0.203622152,0.22402422,0.23095265,0.510583333,NA,40.7785
Dendrobium Gatton Sunray,Orchidaceae,Orchids,E,NA,Garden_orchid,YES,21.4,1415,TRF,Chen Yajun,90.10419211,79.74408478,0.160066662,0.141662327,0.164537184,0.17400343,0.562916667,NA,46.71316667
Dendrobium thyrsiflorum Rchb. f.,Orchidaceae,Orchids,E,NA,Garden_orchid,YES,21.4,1415,TRF,Chen Yajun,77.08056691,97.88691663,0.142105823,0.180464434,0.145211006,0.193222721,0.542416667,NA,31.925
Cymbidium lowianum (Rchb. f.) Rchb. f.,Orchidaceae,Orchids,E,NA,Garden_orchid,YES,21.4,1415,TRF,Chen Yajun,82.44628354,120.5444071,0.179948236,0.263101652,0.199859381,0.226533098,0.458166667,NA,105.8395
Cymbidium hookerianum Rchb. f.,Orchidaceae,Orchids,E,NA,Garden_orchid,YES,21.4,1415,TRF,Chen Yajun,84.70302488,98.5134722,0.155799555,0.181201972,0.25263499,0.214869981,0.543666667,NA,128.7993333
Cymbidium iridioides D.Don.,Orchidaceae,Orchids,E,NA,Garden_orchid,YES,21.4,1415,TRF,Chen Yajun,104.7127981,114.5432528,0.188785093,0.206508268,0.208227956,0.272307063,0.554666667,NA,57.6245
Cymbidium tracyanum L.,Orchidaceae,Orchids,E,NA,Garden_orchid,YES,21.4,1415,TRF,Chen Yajun,79.87823455,76.57460854,0.165751135,0.158895954,0.177574615,0.196521171,0.481916667,NA,106.7378333
Cymbidium ebureneum,Orchidaceae,Orchids,E,NA,Garden_orchid,YES,21.4,1415,TRF,Chen Yajun,152.7773174,152.8524757,0.222896998,0.223006651,0.214039095,0.269328161,0.685416667,NA,62.56466667
Eria javanica (Sw.) Bl.,Orchidaceae,Orchids,E,NA,Garden_orchid,YES,21.4,1415,TRF,Chen Yajun,69.94169088,69.57046825,0.072761187,0.072374999,0.078085187,0.083300429,0.96125,NA,106.8856667
Dendrobium dixanthum Rchb. f.,Orchidaceae,Orchids,E,NA,Garden_orchid,YES,21.4,1415,TRF,Chen Yajun,55.88071248,54.59279804,0.151335714,0.147847794,0.154786756,0.18403653,0.36925,NA,14.219
Cymbidium sinense,Orchidaceae,Orchids,E,NA,Garden_orchid,YES,21.4,1415,TRF,Chen Yajun,96.649209005,103.64037616,0.173835557,0.185260146,0.189586315,0.2105756595,0.5640833335,NA,109.4308333
Dendrobium chrysotoxum Lindl.,Orchidaceae,Orchids,E,NA,Garden_orchid,YES,21.4,1415,TRF,Chen Yajun,153.8717199,119.1705705,0.189711357,0.146927653,0.187327681,0.185060557,0.811083333,NA,30.51633333
Salix cathayana,Salicaceae,Trees,E,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,122.93,115.181621,0.6325729,0.59270131,0.4,0.385842676,0.194333333,NA,15.332166666666666
Desmodium yunnanense,Leguminosae,Trees,D,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,55.13092711,56.73694025,0.363633818,0.374226796,0.318069311,0.306134024,0.151611111,NA,39.216
Rhododendron yunnanense,Ericaceae,Trees,D,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,84.64260439,90.21976387,0.431850022,0.460304918,0.314678673,0.337569172,0.196,NA,29.430666666666667
Sorbus coronata,Rosaceae,Trees,D,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,70.13446568,92.00070745,0.419269472,0.549987623,0.401613647,0.373727779,0.167277778,NA,55.8005
Rhododendron decorum,Ericaceae,Trees,E,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,122.6468507,118.9859791,0.360431561,0.349673081,0.365210138,0.315092798,0.340277778,NA,42.562333333333335
Quercus aquifolioides,Fagaceae,Trees,E,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,77.1408351,82.06529191,0.449946542,0.47866988,0.400883599,0.402467573,0.171444445,NA,32.41716666666667
Quercus guyavifolia,Fagaceae,Trees,E,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,237.084218,240.7814586,0.543148266,0.551618462,0.499197313,0.459787012,0.4365,NA,20.849333333333337
Salix dibapha,Salicaceae,Trees,E,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,108.5633404,132.0503279,0.581589323,0.70741247,0.359345619,0.430100095,0.186666667,NA,19.452166666666667
Lyonia villosa,Ericaceae,Trees,D,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,77.0700637,86.42214284,0.386854754,0.433797706,0.394331797,0.350237603,0.199222222,NA,32.43383333333333
Cornus walteri,Corceae,Trees,D,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,52.22929936,50.9957702,0.335520124,0.327595953,0.321148825,0.237135614,0.155666667,NA,33.685
Elsholtzia eriocalyx,Lamiaceae,Trees,E,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,35.17338995,37.77394257,0.239003782,0.256674581,0.246103991,0.177121291,0.147166667,NA,26.9628
Viburnum cylindricum,Adoxaceae,Trees,E,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,148.9030432,149.2356702,0.371896042,0.372726802,0.332604919,0.363947006,0.400388889,NA,27.546333333333333
Malus ombrophila,Rosaceae,Trees,D,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,109.7,119.9633888,0.516370294,0.564681225,0.49,0.445936147,0.212444444,NA,57.01683333333333
Clerodendrum yunnanense,Lamiaceae,Trees,D,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,53.43241331,67.25945285,0.29611559,0.372743272,0.302137903,0.244740638,0.180444445,NA,110.02683333333334
Euonymus laxiflorus,Celastraceae,Trees,D,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,106.6525124,118.5736869,0.367978767,0.409109904,0.333423276,0.28673611,0.289833333,NA,12.757833333333334
Rhododendron rubiginosum,Ericaceae,Trees,E,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,92.49823072,79.98016309,0.343859594,0.297324026,0.352291319,0.315655201,0.269,NA,17.601
Rhododendron racemosum,Ericaceae,Trees,E,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,90.7289455,98.18948517,0.495035167,0.535741355,0.423658742,0.381904053,0.183277778,NA,21.302333333333333
Acer pictum,Sapindaceae,Trees,D,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,46.99221514,51.73781526,0.406272752,0.447300995,0.365836333,0.34321092,0.115666667,NA,67.0625
Quercus aliena,Fagaceae,Trees,D,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,98.08917197,86.94361391,0.52641774,0.46660258,0.45789295,0.411135567,0.186333333,NA,33.924166666666665
Coriaria nepalensis,Coriariaceae,Trees,D,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,96.24911536,93.90469556,0.3605586,0.351776174,0.312137114,0.314219287,0.266944445,NA,41.18966666666667
Lonicera setifera,Caprifoliaceae,Trees,D,NA,Lijiang,NO,7.9,1095,CTF,Li Peifu,137.1549894,126.6782547,0.320247737,0.295785262,0.29351943,0.202215705,0.428277778,NA,12.6585
Abelia_serrata,Caprifoliaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,65.80738587,66.78704087,0.34843610550000004,0.31836882238862124,NA,0.378396941,0.2085,NA,6.393884365333333
Abies_firma,0,Trees,E,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,NA,207.93125696666667,NA,0.28691046478470117,NA,0.4628466526666667,0.728,NA,0.45384943666666666
Acer_morifolium,Sapindaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,82.12395063666666,90.28344464333333,0.36807997166666667,0.4052629066155712,NA,0.3749273303333333,0.22416666666666665,NA,56.4756
Acer_rufinerve,Sapindaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,62.779197823333334,60.731354986666666,0.24744617066666666,0.23034508880840884,NA,0.28418735733333333,0.28900000000000003,NA,73.23305555666667
Acer_sieboldianum,Sapindaceae,Trees,D,NA,Yakushima,NO,NA,NA,ST2,Onoda Yusuke,70.346484845,72.3847001475,0.35747827225,0.3683084097546958,NA,0.40260765825,0.19725,NA,34.2675
