species,family,growth_form,leaf_habit,leaf_type,location,biomes,data_contributor,lma_disc,lma_leaf,ld_disc,ld_leaf,lt,lt_disc,la,lma_ratio,ld_ratio
Lyonia ovalifolia,Ericaceae,tree,deciduous,single,Ailao_understory,STF,Chen Yajun,65.38930569513954,82.84795952666667,0.2734704505,0.3671060761666667,0.2261666665,0.22038888883333332,48.712666666666664,1.2669955529566794,1.3423975990658876
Machilus gamblei,Lauraceae,tree,evergreen,single,Ailao_understory,STF,Chen Yajun,62.209278673964235,100.98510098999999,0.23896137683333332,0.39378807183333336,0.25644444433333335,0.2459444445,28.47566666666667,1.6233125209385233,1.6479151444962836
Machilus salicina,Lauraceae,shrub,evergreen,single,Ailao_understory,STF,Chen Yajun,98.38208608798152,108.17475245166666,0.43224129733333333,0.4340384025,0.24933333333333335,0.215611111,30.701833333333333,1.099537088031735,1.0041576433759423
Machilus yunnanensis,Lauraceae,tree,evergreen,single,Ailao_understory,STF,Chen Yajun,100.56835466261006,122.81609592166666,0.43134169083333335,0.5526882926666666,0.22072222233333333,0.21794444433333332,30.10066666666667,1.221220097849806,1.2813236105206918
Manglietia insignis,Magnoliaceae,tree,evergreen,single,Ailao_understory,STF,Chen Yajun,83.6744610942846,84.76476250166667,0.25490658683333334,0.281970864,0.30038888883333337,0.31066666666666665,53.81733333333333,1.0130302770179005,1.106173314322247
Meliosma kirkii,Sabiaceae,tree,deciduous,compound,Ailao_understory,STF,Chen Yajun,71.74935974809159,54.318034456666666,0.2582144871666667,0.21136007366666668,0.25716666666666665,0.26188888883333333,44.7025,0.7570525318605569,0.818544598275164
Neolitsea chui,Lauraceae,tree,evergreen,single,Ailao_understory,STF,Chen Yajun,71.35185636558569,99.96180688833334,0.30150756366666664,0.43053258833333335,0.2321666666666667,0.2219444445,43.712833333333336,1.4009699534117064,1.4279329616065985
Neolitsea polycarpa,Lauraceae,tree,evergreen,single,Ailao_understory,STF,Chen Yajun,77.31440704486636,81.13182009333333,0.4614800611666667,0.4864340478333333,0.16711111116666666,0.15883333333333333,19.161,1.0493751836737453,1.0540738132945127
Rhododendron decorum,Ericaceae,shrub,evergreen,single,Ailao_understory,STF,Chen Yajun,83.8732127828872,112.01144791333334,0.27343893216666665,0.33788083016666665,0.33261111116666664,0.28761111100000003,88.929,1.3354853617362235,1.235671992606822
Rhododendron delavayi,Ericaceae,tree,evergreen,single,Ailao_understory,STF,Chen Yajun,123.42479889784788,144.87144068333333,0.2619460731666667,0.3292251253333333,0.4388888888333333,0.4448333333333333,39.655166666666666,1.1737628254370152,1.2568431408546423
Rhododendron leptothrium,Ericaceae,tree,evergreen,single,Ailao_understory,STF,Chen Yajun,85.86072967421384,88.05410261166666,0.3951715038333333,0.4267550196666667,0.20616666666666666,0.20433333333333334,8.575999999999999,1.0255457057699748,1.0799235661654742
Rosa longicuspis,Rosaceae,liana,evergreen,compound,Ailao_understory,STF,Chen Yajun,109.31342896995872,87.63476394833333,0.40757458533333335,0.3369536815,0.25688888883333333,0.2528333331666667,9.0985,0.8016834232911761,0.8267288825784456
Rubus paniculatus,Rosaceae,liana,deciduous,single,Ailao_understory,STF,Chen Yajun,78.90442055368712,85.212897555,0.24751507383333332,0.272704464,0.31216666633333334,0.30072222233333334,55.034166666666664,1.0799508691280553,1.1017691156201184
Rubus wallichianus,Rosaceae,liana,evergreen,compound,Ailao_understory,STF,Chen Yajun,64.79305063286557,69.31125575666667,0.24810527683333333,0.2609974685,0.26366666666666666,0.24172222216666667,124.70933333333333,1.0697328660970515,1.0519625855250434
Schima noronhae,Theaceae,tree,evergreen,single,Ailao_understory,STF,Chen Yajun,79.30192393265921,96.16169647166667,0.28341700233333333,0.36930733383333336,0.2605555555,0.2637222223333333,42.36233333333333,1.2126023140790918,1.3030528542496629
Sorbus globosa,Rosaceae,tree,deciduous,single,Ailao_understory,STF,Chen Yajun,60.221761786171385,81.73379145333334,0.3435624225,0.4669495321666667,0.17438888916666667,0.16283333333333333,55.351166666666664,1.3572135558495355,1.3591402947063183
Styrax perkinsiae,Styracaceae,tree,deciduous,single,Ailao_understory,STF,Chen Yajun,70.75560130507861,83.62314963666667,0.37857592316666666,0.4018701548333333,0.21699999983333335,0.17711111116666667,36.99783333333333,1.181859076797422,1.0615312021742371
Symplocos anomala,Symplocaceae,tree,evergreen,single,Ailao_understory,STF,Chen Yajun,38.359075986878935,54.92718721333333,0.15187484233333334,0.22787904616666668,0.2443333335,0.23427777783333334,22.031,1.4319215413875368,1.500439721718493
Symplocos poilanei,Symplocaceae,tree,evergreen,single,Ailao_understory,STF,Chen Yajun,75.3268901517728,92.14362870666668,0.25647503033333335,0.31918821183333335,0.2888333335,0.276,26.992,1.2232501371158504,1.2445196377148038
Symplocos ramosissima,Symplocaceae,tree,evergreen,single,Ailao_understory,STF,Chen Yajun,94.00954891928852,81.208611685,0.3641295495,0.36695117883333334,0.22116666666666668,0.24388888883333332,23.918666666666667,0.863833649012839,1.0077489710384884
Symplocos sumuntia,Symplocaceae,tree,evergreen,single,Ailao_understory,STF,Chen Yajun,96.19581749921777,131.18851106666665,0.26068249033333335,0.32095286283333335,0.4087777775,0.3462777776666667,22.031,1.3637652288545021,1.2312022277481414
Ternstroemia gymnanthera,Pentaphylacaceae,tree,evergreen,single,Ailao_understory,STF,Chen Yajun,130.18235633860652,156.72891353333333,0.25385466133333334,0.3118545625,0.5020555555,0.4817222221666667,22.2935,1.2039182416216123,1.2284768018914087
Tetracentron sinense,Trochodendraceae,tree,deciduous,single,Ailao_understory,STF,Chen Yajun,58.03549320447524,68.32685781333333,0.2731218778333333,0.2834621981666667,0.24011111133333335,0.205,70.1175,1.1773288041612526,1.0378597291998823
Vaccinium duclouxii,Ericaceae,tree,evergreen,single,Ailao_understory,STF,Chen Yajun,186.8265877104953,187.08073501666667,0.4027011781666667,0.4076754325,0.4565,0.4305,17.440833333333334,1.0013603379973155,1.0123522219527121
Viburnum cylindricum,Adoxaceae,tree,evergreen,single,Ailao_understory,STF,Chen Yajun,92.61828710083728,119.09017336666668,0.2716369445,0.33672226516666665,0.3539444445,0.3234444445,57.21066666666667,1.285817057240633,1.2396040817881704
Aglaia lawii,Meliaceae,tree,deciduous,compound,Mengla_Bubeng,TRF,Chen Yajun,110.9034424929147,117.29045357166666,0.3119019615,0.3645608831666667,0.32177777766666665,0.3363333335,151.728,1.0575907378092433,1.1688316463718895
Alnus cremastogyne,Betulaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,81.88569588979364,85.466171195,0.3933978501666667,0.4467804455,0.1914444445,0.19627777800000001,51.493833333333335,1.0437252839619897,1.1356962050268382
Alseodaphne andersonii,Lauraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,106.92840872262973,114.53908100166666,0.3424402,0.366770439,0.3144999998333333,0.2950555555,195.89866666666666,1.0711754001574911,1.0710495993169027
Baccaurea ramiflora,Phyllanthaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,66.78056752242532,63.109309805,0.23880310066666668,0.2367505195,0.26677777783333334,0.265388889,96.30766666666666,0.9450250596299218,0.9914047130839738
Balakata baccata,Euphorbiaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,68.17182934794418,77.72431224666667,0.321493021,0.40690607666666667,0.19033333316666667,0.19972222233333334,90.52783333333333,1.140123611029525,1.2656762358355103
Barringtonia macrostachya,Lecythidaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,97.38832763436714,89.106991055,0.36203275283333336,0.34253932766666667,0.26027777766666665,0.25377777766666665,159.04266666666666,0.9149658200266213,0.9461556309087847
Bauhinia aurea,Leguminosae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,93.81079722891903,75.17466604833334,0.45516762516666665,0.38293908283333333,0.19633333349999998,0.1940555555,128.11466666666666,0.801343430275841,0.8413144117908524
Bauhinia glauca subsp. tenuiflora,Leguminosae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,55.6504729359434,55.84189899166667,0.2875716705,0.31690355433333334,0.17572222216666666,0.18205555533333334,35.81616666666667,1.0034397920740694,1.1019985166909316
Canarium album,Burseraceae,tree,deciduous,compound,Mengla_Bubeng,TRF,Chen Yajun,115.27597966867532,119.24162778333333,0.4895560763333333,0.5597297856666666,0.21316666683333332,0.2219444445,61.85316666666667,1.0344013395163156,1.143341514334617
Canthium simile,Rubiaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,76.51940028868908,95.23955517333333,0.3392915995,0.40103117033333335,0.23672222216666666,0.217111111,29.177500000000002,1.2446458651533814,1.1819661050386052
Capparis fohaiensis,Capparaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,181.06278872511794,193.6938294,0.3587834723333333,0.40276862383333334,0.481,0.47611111100000003,210.74366666666668,1.0697605552406353,1.1225952556118164
Castanopsis indica,Fagaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,116.26973810462067,118.54280798333333,0.37281472216666667,0.385144888,0.308388889,0.296,43.53666666666667,1.0195499698869823,1.0330731730809202
Celtis timorensis,Cannabaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,118.8535100546875,118.90982622166666,0.3984170436666667,0.4341700373333333,0.27127777766666666,0.28150000000000003,54.66116666666667,1.000473828387174,1.0897376109657075
Cinnamomum bejolghota,Lauraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,108.91592559805424,123.89465108333333,0.31882709033333334,0.375946324,0.329722222,0.3226111111666667,82.18633333333334,1.137525576751346,1.1791542669945285
Cinnamomum tenuipile,Lauraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,89.23950838575865,91.976977575,0.46954057816666667,0.5202292958333333,0.17733333333333334,0.1795555555,52.5375,1.0306755296926111,1.107953859631434
Cleidion brevipetiolatum,Euphorbiaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,58.830499962419424,66.43991157166667,0.2805166985,0.341724134,0.1944444445,0.19894444449999998,88.95666666666666,1.1293446700964311,1.2181953367742206
Colona thorelii,Malvaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,73.14062157184355,67.44867893166668,0.29569155233333333,0.291322335,0.23194444466666667,0.23255555566666666,37.993,0.9221780931327488,0.9852237329783168
Combretum latifolium,Combretaceae,liana,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,94.00954892105543,74.54139793666667,0.393007848,0.3181453748333333,0.23572222216666666,0.22611111116666666,80.08716666666666,0.7929130475805479,0.8095140502978794
Croton tiglium spp. A,Euphorbiaceae,tree,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,55.84922462454599,68.23021219333333,0.27057279866666667,0.36797078633333336,0.18533333333333335,0.1949444445,88.7085,1.2216859348007105,1.3599696205480603
Croton tiglium spp. B,Euphorbiaceae,tree,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,72.34561481389939,49.91461734833333,0.3206750136666667,0.27312938816666665,0.18377777783333332,0.21622222216666667,64.524,0.6899466882233682,0.8517326780270369
Diospyros hasseltii,Ebenaceae,tree,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,72.34561481743317,82.79321743999999,0.27488791166666665,0.32729310933333333,0.2517222221666667,0.24705555566666665,85.4765,1.1444123828228114,1.1906420596996423
Drypetes hoaensis,Putranjivaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,72.14686312706368,73.725405075,0.441496402,0.44262969533333335,0.16611111116666666,0.1544444445,12.908833333333334,1.021879564537078,1.0025669367365158
Duabanga grandiflora,Lythraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,129.18859788675906,139.10042215000001,0.3624522331666667,0.44186768483333333,0.3144999998333333,0.335888889,297.4111666666667,1.0767236770533668,1.2191059797668538
Dysoxylum lenticellatum,Meliaceae,tree,deciduous,compound,Mengla_Bubeng,TRF,Chen Yajun,83.67446109075078,95.53913200333334,0.28527076166666665,0.3379684511666667,0.2826666666666667,0.276888889,59.5885,1.1417956059461738,1.1847286738820302
Elaeocarpus sylvestris,Elaeocarpaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,84.66821953729756,75.10028966166666,0.4697832436666667,0.44017987133333336,0.17072222233333334,0.17061111133333334,48.493833333333335,0.8869950268481069,0.9369850399467667
Embelia longifolia,Primulaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,71.7493597498585,77.41052131000001,0.21775084316666668,0.259736985,0.298,0.3111111111666667,23.416666666666668,1.078901910482242,1.1928173559410609
Ficus drupacea,Moraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,141.51120260662344,161.16218080000002,0.38285662783333335,0.4283775045,0.3777222221666667,0.35000000016666666,296.339,1.1388651769712033,1.1188979721319674
Ficus langkokensis,Moraceae,tree,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,63.998043876688286,57.653427289999996,0.2856873403333333,0.3004188758333333,0.19166666666666668,0.2120555555,37.42916666666667,0.9008623357471187,1.051565237307371
Ficus sagittata,Moraceae,liana,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,160.79011644878145,177.64932318333334,0.4608369525,0.5174189038333333,0.3428333331666667,0.3286111111666667,37.651333333333334,1.1048522577562923,1.1227808469489724
Ficus semicordata,Moraceae,tree,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,29.614001668928854,37.05990829833333,0.140454185,0.19264031483333333,0.19316666666666665,0.1989444445,179.17666666666668,1.2514319649416634,1.371552686972861
Fissistigma maclurei,Annonaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,67.97307765757469,67.796980085,0.357687931,0.3973520615,0.1713333335,0.179388889,58.49166666666667,0.9974093041150526,1.110890323833711
Fissistigma polyanthum,Annonaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,86.05948136104954,75.22182178166666,0.3583649405,0.3547597358333333,0.21238888883333334,0.22816666666666668,45.6255,0.8740678027803223,0.9899398510868931
Garcinia cowa,Clusiaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,84.07196447502359,93.02114502666666,0.2363569825,0.27669275283333333,0.3365555555,0.336,27.46816666666667,1.1064466687263115,1.170656140160079
Garuga pinnata,Burseraceae,tree,deciduous,compound,Mengla_Bubeng,TRF,Chen Yajun,73.93562832978773,91.7615691,0.399151751,0.5218917613333333,0.17583333333333334,0.1753,36.29833333333333,1.24110082206511,1.3075021217515173
Glochidion puberum,Phyllanthaceae,shrub,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,67.77432596720519,47.30070466833333,0.34069040633333336,0.2513260815,0.18861111116666668,0.191611111,79.538,0.6979147928556504,0.7376963860088893
Harpullia cupanioides,Sapindaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,60.221761782637586,68.17942835666666,0.378158647,0.46012200183333335,0.14783333333333334,0.14999999983333334,105.8895,1.1321393851403951,1.2167433046515352
Heteropanax fragrans,Araliaceae,tree,evergreen,compound,Mengla_Bubeng,TRF,Chen Yajun,93.01579047627555,92.86177063166667,0.351218184,0.3605539073333333,0.25761111133333336,0.24972222233333335,26.003666666666668,0.9983441537848547,1.0265809794555891
Ilex godajam,Aquifoliaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,84.27071615832548,87.0512333,0.30864238683333334,0.37727999166666665,0.23099999999999998,0.2594444445,40.19466666666667,1.032995057695375,1.22238554314446
Lindera metcalfiana,Lauraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,56.44547969212068,69.49318402666667,0.3424153615,0.45220052483333334,0.15366666666666667,0.155111111,58.251333333333335,1.2311558765327906,1.320619854355843
Lithocarpus craibianus,Fagaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,79.10317224405661,83.06212117166666,0.34380784833333333,0.3943238095,0.21161111083333334,0.2180555555,61.038833333333336,1.0500479160986809,1.1469307969889324
Lithocarpus grandifolius,Fagaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,111.69844923849057,119.75470513333333,0.40577211583333334,0.4737120805,0.2533888888333333,0.25983333350000004,223.81066666666666,1.0721250469435042,1.1674337935398507
Litsea dilleniifolia,Lauraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,101.16460972488404,99.01749053666667,0.333840764,0.37883889233333334,0.26088888883333333,0.285388889,345.67216666666667,0.9787759850598303,1.1347891964845052
Mussaenda pubescens,Rubiaceae,liana,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,64.39554725566038,67.24630393833333,0.24025362133333333,0.2706850768333333,0.24877777783333332,0.25344444433333335,55.96066666666667,1.0442694689953484,1.1266638784927145
Nephelium chryseum,Sapindaceae,tree,evergreen,compound,Mengla_Bubeng,TRF,Chen Yajun,78.30816548787934,84.85117019500001,0.46385955133333334,0.5469116581666666,0.15438888866666667,0.159111111,41.64833333333333,1.0835545650489464,1.1790458051248607
Parashorea chinensis,Dipterocarpaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,73.14062157361046,81.015800455,0.33744900883333334,0.36182564066666667,0.22394444433333333,0.20527777766666666,58.8885,1.1076717521940085,1.0722379713533934
Phoebe lanceolata,Lauraceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,55.849224628079796,72.64524461666667,0.3831061998333333,0.5012432325,0.14516666666666667,0.13733333316666665,41.9935,1.3007386423077072,1.3083662773352691
Pittosporopsis kerrii,Icacinaceae,tree,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,81.88569589156054,83.69357169666667,0.2947917555,0.31821163350000004,0.26205555566666666,0.26116666666666666,53.30416666666667,1.022078041658219,1.0794454986038442
Poikilospermum suaveolens,Urticaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,39.154082744823114,42.71811529166666,0.14566714783333334,0.18822438966666666,0.22322222233333333,0.25294444450000003,171.22066666666666,1.0910258214978814,1.2921540132166633
Pometia tomentosa,Sapindaceae,tree,deciduous,compound,Mengla_Bubeng,TRF,Chen Yajun,74.53188339559553,81.87767972333333,0.6160439808333333,0.6537450093333333,0.125388889,0.1145,88.26766666666667,1.0985591131348211,1.0611985989198387
Pseuduvaria trimera,Annonaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,73.33937326044615,75.33376751333333,0.43499592266666665,0.47036567766666665,0.1600555555,0.1595555555,72.9675,1.0271940454931976,1.081310543747564
Pterospermum menglunense,Malvaceae,tree,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,89.04075668832155,97.78799108666666,0.2802288645,0.33060809466666663,0.2958888888333333,0.2961666668333333,27.643,1.0982385451750365,1.1797788755864107
Sargentodoxa cuneata,Lardizabalaceae,liana,deciduous,compound,Mengla_Bubeng,TRF,Chen Yajun,76.0225210671826,81.0501093,0.2624876205,0.28484915391666665,0.2974722221666667,0.29055555558333335,60.52125,1.0661328796025382,1.0851908115669273
Semecarpus reticulatus,Anacardiaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,95.202059052671,108.64735650333333,0.3431893696666667,0.3877250885,0.2794444443333333,0.26155555566666666,62.566833333333335,1.1412290614767444,1.1297701000371603
Sloanea tomentosa,Elaeocarpaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,88.24574994097878,91.41216524833334,0.353247643,0.3652820795,0.2513888888333333,0.24216666666666667,64.5025,1.0358817881821203,1.0340679881054438
Stixis suaveolens,Capparaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,51.47668746822131,83.51577923333333,0.2302903885,0.40004560733333333,0.2085555555,0.21122222216666667,82.80499999999999,1.6224000288458942,1.737135492015262
Strychnos angustiflora,Loganiaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,64.79305063286557,65.78184290333334,0.3334360728333333,0.3597860315,0.18311111116666667,0.18305555566666667,34.379,1.0152607765927018,1.0790255188731113
Symplocos cochinchinensis,Symplocaceae,tree,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,108.31967053047956,135.67746651166667,0.3460086748333333,0.43469749766666665,0.31105555566666665,0.29511111116666666,69.07316666666667,1.2525653544476858,1.2563196511649695
Tetracera sarmentosa,Dilleniaceae,liana,evergreen,single,Mengla_Bubeng,TRF,Chen Yajun,46.11039186181604,54.112626784999996,0.19112772466666667,0.23764105416666667,0.2275,0.227111111,80.93266666666666,1.1735451511053108,1.2433625450264782
Uncaria laevigata,Rubiaceae,liana,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,69.76184286029874,75.16579348,0.3771303968333333,0.411733437,0.18238888883333335,0.17483333316666666,65.957,1.0774628421230632,1.09175351670727
Uncaria macrophylla,Rubiaceae,liana,deciduous,single,Mengla_Bubeng,TRF,Chen Yajun,93.41329386231526,96.50598043666666,0.273902794,0.2961921891666667,0.3254444445,0.32083333333333336,64.65866666666666,1.033107563671931,1.081377027379526
Abelia_serrata,Caprifoliaceae,tree,deciduous,NA,Yakushima,ST2,Onoda Yusuke,65.80738587,66.78704087,NA,0.31836882238862124,0.2085,NA,6.393884365333333,1.0148867028685087,NA
Acer_morifolium,Sapindaceae,tree,deciduous,NA,Yakushima,ST2,Onoda Yusuke,82.12395063666666,90.28344464333333,NA,0.4052629066155712,0.22416666666666665,NA,56.4756,1.0993558388680782,NA
Acer_rufinerve,Sapindaceae,tree,deciduous,NA,Yakushima,ST2,Onoda Yusuke,62.779197823333334,60.731354986666666,NA,0.23034508880840884,0.28900000000000003,NA,73.23305555666667,0.9673802325026597,NA
Acer_sieboldianum,Sapindaceae,tree,deciduous,NA,Yakushima,ST2,Onoda Yusuke,70.346484845,72.3847001475,NA,0.3683084097546958,0.19725,NA,34.2675,1.0289739467009753,NA
Actinidia_arguta,Actinidiaceae,tree,deciduous,NA,Yakushima,ST2,Onoda Yusuke,41.15110209,71.58119658,NA,0.36897524010309274,0.194,NA,46.956,1.7394721634294872,NA
Actinidia_rufa,Actinidiaceae,tree,deciduous,NA,Yakushima,ST2,Onoda Yusuke,72.14599673333333,76.1395701425,NA,0.2908584221307725,0.260375,NA,52.326458335,1.0553540541400759,NA
